"iteration","source_iteration","source_fit","tissue","pi_add","pi_rec","pi_dom","pip_add","pip_rec","pip_dom","pip_total","n_fits","n_active_fits","n_nonconverged","prior_status","update_method","alpha_add","alpha_rec","alpha_dom","alpha_total","n_components","n_active_components","n_zero_variance_components","mstep_q_gain","source_elbo_sum","n_source_elbo","max_abs_prior_change","n_source_files","n_source_gene_errors","n_source_tissue_errors","created_at"
3,2,"weighted_fit_mix","Adipose Tissue",0.821151653423313,0.0184596518956256,0.160388694681062,2872.3657448809,64.5718165984438,561.03803733402,3497.97559881336,17559,3205,0,"estimated","susie_active_component_alpha_v2",2872.38848367475,64.5718623308984,561.039653994353,3498,175590,3498,172092,56.9204610621964,-11472131.0801063,17559,0.0717643285738309,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Adrenal Gland",0.775116111386202,0.0232199612370893,0.201663927376709,1163.46577035488,34.8299310132911,302.702127176063,1500.99782854424,17492,1461,0,"estimated","susie_active_component_alpha_v2",1163.46770959242,34.8299418132256,302.702348594359,1501,174920,1501,173419,17.4596048702795,-3430418.24982005,17492,0.0650277157824303,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Blood",0.74309206186817,0.0332062525914463,0.223701685540383,1735.84743068753,77.5696832386612,522.56588648682,2335.98300041301,17570,2194,0,"estimated","susie_active_component_alpha_v2",1735.86305652405,77.5698060536185,522.567137422336,2336,175700,2336,173364,28.7597862410341,-10570771.2350489,17570,0.0666657268420383,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Blood Vessel",0.834033297267844,0.0124511584285371,0.153515544303619,3008.32853379585,44.9113249568346,553.728553133851,3606.96841188653,17562,3291,0,"estimated","susie_active_component_alpha_v2",3008.35810324511,44.9113284517335,553.730568303156,3607,175620,3607,172013,60.4944011602984,-10963231.9353756,17562,0.0701347473607986,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Brain",0.746886148065922,0.0331858574912392,0.219927994442839,997.092491838928,44.3030683211109,293.603845629622,1334.99940578966,17567,1297,0,"estimated","susie_active_component_alpha_v2",997.093007668008,44.3031197508044,293.60387258119,1335,175670,1335,174335,17.6137853814047,-6296294.91272821,17567,0.0702214268111042,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Breast",0.797025068709782,0.0252588897247086,0.177716041565509,1739.90253035045,55.1401533095199,387.953831249917,2182.99651490989,17544,2076,0,"estimated","susie_active_component_alpha_v2",1739.90572499346,55.1401562690389,387.954118737507,2183,175440,2183,173257,33.4667225588671,-6576113.49443633,17544,0.0733268644139041,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Colon",0.786341121210027,0.0234325234092796,0.190226355380693,1872.24896111968,55.7688222181406,452.928477314576,2380.9462606524,17569,2229,0,"estimated","susie_active_component_alpha_v2",1872.29705168346,55.7689442224688,452.93400409407,2381,175690,2381,173309,34.0084086719428,-8131465.61440055,17569,0.0698886730031379,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Esophagus",0.807041435084897,0.0225861176942219,0.170372447220881,1951.41945391753,54.6132217451547,411.959873216319,2417.992548879,17553,2262,0,"estimated","susie_active_component_alpha_v2",1951.42619003528,54.6132325846285,411.960577380091,2418,175530,2418,173112,43.5145186935449,-10075005.0784837,17553,0.0770650089480718,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Heart",0.770412278137921,0.0271701038916117,0.202417617970467,1640.19282375595,57.8448596728018,430.945366990498,2128.98305041925,17550,2006,0,"estimated","susie_active_component_alpha_v2",1640.20774015563,57.8451511852413,430.947108659125,2129,175500,2129,173371,28.7685960228878,-8063359.09678112,17550,0.0691064457015098,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Kidney",0.75199801750875,0.021125040528467,0.226876941962783,241.390274850059,6.78113336468482,72.8273086279814,320.998716842725,17401,317,0,"estimated","susie_active_component_alpha_v2",241.391363620309,6.7811380096379,72.8274983700533,321,174010,321,173689,3.30635185791974,-1305798.9541292,17401,0.0619210821779081,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Liver",0.769843709497022,0.0243761283459722,0.205780162157006,1018.50313777211,32.2496177436135,272.247153646102,1322.99990916182,17490,1305,0,"estimated","susie_active_component_alpha_v2",1018.50322766456,32.2496178017212,272.247154533719,1323,174900,1323,173577,14.3599479436687,-3397664.9865521,17490,0.0636740498386912,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Lung",0.807129156039778,0.015427118922212,0.17744372503801,2160.66460411285,41.2983737195124,475.015231780758,2676.97820961312,17557,2502,0,"estimated","susie_active_component_alpha_v2",2160.68475071849,41.2983973547615,475.016851926753,2677,175570,2677,172893,42.2734956835902,-7900848.24070019,17557,0.0702080314424161,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Muscle",0.842513210395308,0.0138327407019213,0.143654048902771,3067.5757050644,50.3649914373823,523.043568603745,3640.98426510552,17565,3311,0,"estimated","susie_active_component_alpha_v2",3067.59059904932,50.3650088956955,523.044392054989,3641.00000000001,175650,3641,172009,64.5536804978715,-11597594.4047819,17565,0.0722903952796249,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Nerve",0.855877930508387,0.0102280237046987,0.133894045786915,3849.69344900871,46.0055302112759,602.252893121284,4497.95187234127,17570,4095,0,"estimated","susie_active_component_alpha_v2",3849.73893142672,46.0056506237346,602.255417949542,4498,175700,4498,171202,79.280692079388,-8629096.82501935,17570,0.0701436239670268,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Ovary",0.773701698683019,0.0460675036965444,0.180230797620437,796.138976144211,47.4034612137272,185.457483660009,1028.99992101795,17484,1023,0,"estimated","susie_active_component_alpha_v2",796.139047944827,47.4034613037442,185.457490751429,1029,174840,1029,173811,10.5470742484714,-2523907.41349214,17484,0.0633544083948951,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Pancreas",0.815913949452083,0.0229635352127968,0.161122515335121,1608.97731922289,45.2840663954825,317.733263868859,1971.99464948723,17504,1897,0,"estimated","susie_active_component_alpha_v2",1608.98230831951,45.2840914396354,317.733600240858,1972,175040,1972,173068,33.8604351967056,-4378873.95796127,17504,0.0755932936585655,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Pituitary",0.819567207744204,0.00940680712578184,0.171025985130014,1786.64942063217,20.5068051339828,372.835446238494,2179.99167200465,17540,2085,0,"estimated","susie_active_component_alpha_v2",1786.65651288236,20.5068395342044,372.836647583431,2180,175400,2180,173220,33.211567117786,-4910455.79670383,17540,0.0688332029257598,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Prostate",0.791838664894628,0.0353185065489916,0.17284282855638,1028.5950356292,45.8787121096858,224.522408058346,1298.99615579724,17517,1272,0,"estimated","susie_active_component_alpha_v2",1028.59842569812,45.8787400071401,224.522834294738,1299,175170,1299,173871,16.5952708209221,-3432342.64091382,17517,0.0692516706465751,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Salivary Gland",0.768198059409569,0.0153794843905605,0.216422456199871,780.487355457467,15.6255410989794,219.884933879401,1015.99783043585,17533,997,0,"estimated","susie_active_component_alpha_v2",780.489228360122,15.6255561408094,219.885215499069,1016,175330,1016,174314,10.6480927515132,-2709596.65141609,17533,0.0606640497236105,18468,851,0,"2026-09-14 18:22:47 UTC"
3,2,"weighted_fit_mix","Skin",0.79457539956193,0.0237384433031788,0.181686157134892,2714.25458822791,81.0904023520463,620.638655725156,3415.98364630511,17578,3157,0,"estimated","susie_active_component_alpha_v2",2714.26956490356,81.0905223236591,620.639912772791,3416.00000000001,175780,3416,172364,57.8088591672768,-12773912.5654888,17578,0.0752054022236256,18468,851,0,"2026-09-14 18:22:47 UTC"
