"iteration","source_iteration","source_fit","tissue","pi_add","pi_rec","pi_dom","pip_add","pip_rec","pip_dom","pip_total","n_fits","n_active_fits","n_nonconverged","prior_status","update_method","alpha_add","alpha_rec","alpha_dom","alpha_total","n_components","n_active_components","n_zero_variance_components","mstep_q_gain","source_elbo_sum","n_source_elbo","max_abs_prior_change","n_source_files","n_source_gene_errors","n_source_tissue_errors","created_at"
4,3,"weighted_fit_mix","Adipose Tissue",0.86369423203664,0.00982017065651336,0.126485597306846,3014.26843097805,34.2719969242697,441.433929990565,3489.97435789288,17559,3198,0,"estimated","susie_active_component_alpha_v2",3014.29286980787,34.2723955912316,441.434734600894,3490,175590,3490,172100,25.7956711928693,-11472036.7676803,17559,0.0425425786133272,18468,851,0,"2026-09-15 07:06:36 UTC"
4,3,"weighted_fit_mix","Adrenal Gland",0.814940486849202,0.0164114977308843,0.168648015419914,1223.23695028376,24.6172427922955,253.143331938989,1500.99752501505,17492,1461,0,"estimated","susie_active_component_alpha_v2",1223.23926547654,24.6172469068766,253.143487616585,1501,174920,1501,173419,7.47794725191648,-3430389.81660813,17492,0.0398243754630004,18468,851,0,"2026-09-15 07:06:36 UTC"
4,3,"weighted_fit_mix","Blood",0.78499221235189,0.0215891664676701,0.19341862118044,1829.01429694855,50.3027143453985,450.664544790339,2329.98155608429,17570,2188,0,"estimated","susie_active_component_alpha_v2",1829.0318547799,50.3027578696713,450.665387350424,2330,175700,2330,173370,13.1195395697862,-10570723.4729656,17570,0.0419001504837204,18468,851,0,"2026-09-15 07:06:36 UTC"
4,3,"weighted_fit_mix","Blood Vessel",0.873285616835783,0.00684464865045904,0.119869734513758,3145.54134946276,24.654423806427,431.769658073229,3601.96543134242,17562,3286,0,"estimated","susie_active_component_alpha_v2",3145.57479184249,24.6544244389534,431.770783718556,3602,175620,3602,172018,23.0925687518875,-10963136.1944083,17562,0.0392523195679391,18468,851,0,"2026-09-15 07:06:36 UTC"
4,3,"weighted_fit_mix","Brain",0.794146835341572,0.0203438609008492,0.185509303757579,1057.00884263971,27.0776415439163,246.912863274317,1330.99934745794,17567,1293,0,"estimated","susie_active_component_alpha_v2",1057.00943783963,27.0776788590303,246.912883301337,1331,175670,1331,174339,9.57976931522182,-6296264.15005664,17567,0.04726068727565,18468,851,0,"2026-09-15 07:06:36 UTC"
4,3,"weighted_fit_mix","Breast",0.842524119507785,0.0157632260000267,0.141712654492189,1836.69891520715,34.3638311776551,308.93339764086,2179.99614402566,17544,2073,0,"estimated","susie_active_component_alpha_v2",1836.70258052697,34.3638326800581,308.933586792971,2180,175440,2180,173260,15.8260766717272,-6576058.03076363,17544,0.0454990507980028,18468,851,0,"2026-09-15 07:06:36 UTC"
4,3,"weighted_fit_mix","Colon",0.828863923283378,0.015273849969648,0.155862226746974,1971.82371270529,36.3211658655162,370.795149735573,2378.94002830638,17569,2227,0,"estimated","susie_active_component_alpha_v2",1971.88023711477,36.3212042013729,370.798558683853,2379,175690,2379,173311,14.4177589950132,-8131410.54573049,17569,0.0425228020733511,18468,851,0,"2026-09-15 07:06:36 UTC"
4,3,"weighted_fit_mix","Esophagus",0.855209738846934,0.0114099427468196,0.133380318406246,2060.19290621058,27.4865457030512,321.312806776769,2408.9922586904,17553,2254,0,"estimated","susie_active_component_alpha_v2",2060.20026088226,27.4865520770883,321.313187040647,2409,175530,2409,173121,22.0123967452482,-10074931.6889068,17553,0.0481683037620371,18468,851,0,"2026-09-15 07:06:36 UTC"
4,3,"weighted_fit_mix","Heart",0.81489738654141,0.0163603250049782,0.168742288453612,1730.82462363295,34.7492316539615,358.407509218584,2123.98136450549,17550,2001,0,"estimated","susie_active_component_alpha_v2",1730.84204901395,34.7493303105736,358.408620675472,2124,175500,2124,173376,14.3202092389577,-8063310.72882724,17550,0.0444851084034885,18468,851,0,"2026-09-15 07:06:36 UTC"
4,3,"weighted_fit_mix","Kidney",0.790323588663015,0.0147257182722459,0.194950693064739,253.692639336468,4.72695381081151,62.5790449757065,320.998638122986,17401,317,0,"estimated","susie_active_component_alpha_v2",253.693871960828,4.72695556539095,62.5791724737812,321,174010,321,173689,1.41420093634127,-1305793.54915565,17401,0.0383255711542653,18468,851,0,"2026-09-15 07:06:36 UTC"
