"scenario","pve","K","coding","bin","n","sum_pip","n_true","sum_brier","mean_pip","observed_frequency","brier"
"Recessive only",0.4,3,"recessive",2,1142,160.082938958502,156,133.477805638083,0.14017770486734,0.136602451838879,0.116880740488689
"Additive + Dominant",0.1,4,"recessive",2,63,9.73064816145505,0,1.56096290914994,0.154454732721509,0,0.0247771890341261
"Additive + Recessive",0.1,4,"recessive",2,837,115.163103416298,111,95.5922481823361,0.137590326662244,0.132616487455197,0.114208181818801
"Additive + Recessive + Dominant",0.1,4,"recessive",2,603,82.5455808914255,80,68.2515973611835,0.136891510599379,0.132669983416252,0.113186728625512
"Additive only",0.1,4,"recessive",2,20,3.05828818814399,0,0.49628000011965,0.1529144094072,0,0.0248140000059825
"Dominant only",0.1,4,"recessive",2,11,1.7158982272659,0,0.279347097761897,0.155990747933263,0,0.025395190705627
"Recessive + Dominant",0.1,4,"recessive",2,780,107.890182535399,108,92.7707188843775,0.138320746840255,0.138461538461538,0.118936819082535
"Recessive only",0.1,4,"recessive",2,525,72.610253780881,75,63.7509006646473,0.138305245296916,0.142857142857143,0.121430286980281
"Additive + Dominant",0.2,4,"recessive",2,64,9.22764586498166,0,1.3763562721384,0.144181966640338,0,0.0215055667521626
"Additive + Recessive",0.2,4,"recessive",2,1966,271.719048455354,282,238.877042157158,0.138209078563252,0.143438453713123,0.121504090619104
"Additive + Recessive + Dominant",0.2,4,"recessive",2,1357,183.936711656595,205,172.288976989494,0.135546581913482,0.151068533529845,0.126963137059317
"Additive only",0.2,4,"recessive",2,23,3.42696404792323,0,0.536208133963204,0.148998436866227,0,0.023313397128835
"Dominant only",0.2,4,"recessive",2,19,2.55653534834854,0,0.358372199401107,0.134554492018344,0,0.0188616947053214
"Recessive + Dominant",0.2,4,"recessive",2,2113,287.198625476237,316,266.037607259217,0.135919841683027,0.149550402271652,0.125905161977859
"Recessive only",0.2,4,"recessive",2,1346,184.335870875359,212,177.208290323345,0.13695086989254,0.157503714710253,0.13165549058198
"Additive + Dominant",0.3,4,"recessive",2,36,5.02020023534752,0,0.720680402714323,0.139450006537431,0,0.0200189000753979
"Additive + Recessive",0.3,4,"recessive",2,2231,312.600068899651,321,273.27723084119,0.140116570551166,0.143881667413716,0.122490914765213
"Additive + Recessive + Dominant",0.3,4,"recessive",2,1592,221.905966618583,212,183.005788262581,0.139388169986547,0.133165829145729,0.114953384587048
"Additive only",0.3,4,"recessive",2,7,0.921300232859267,0,0.125741121789658,0.131614318979895,0,0.0179630173985226
"Dominant only",0.3,4,"recessive",2,19,2.73812980027406,0,0.404523008612679,0.144112094751266,0,0.0212906846638252
"Recessive + Dominant",0.3,4,"recessive",2,2442,339.277670943621,356,302.70895165978,0.138934345185758,0.145782145782146,0.123959439664119
"Recessive only",0.3,4,"recessive",2,1534,213.423266745011,216,184.736581570408,0.139128596313567,0.140808344198175,0.120428019276667
"Additive + Dominant",0.4,4,"recessive",2,49,6.40955931721906,0,0.868598244073075,0.130807333004471,0,0.0177264947770015
"Additive + Recessive",0.4,4,"recessive",2,2443,343.922763965897,347,294.694446553377,0.140778863678222,0.14203847728203,0.12062809928505
"Additive + Recessive + Dominant",0.4,4,"recessive",2,1598,223.21141011836,223,190.425790273679,0.139681733490838,0.139549436795995,0.119165075265131
"Additive only",0.4,4,"recessive",2,1,0.117696034288394,0,0.0138523564872149,0.117696034288394,0,0.0138523564872149
"Dominant only",0.4,4,"recessive",2,17,2.19844769938024,0,0.295752675020278,0.12932045290472,0,0.0173972161776634
"Recessive + Dominant",0.4,4,"recessive",2,2395,341.432878766294,339,289.216968445851,0.14256070094626,0.141544885177453,0.12075865070808
"Recessive only",0.4,4,"recessive",2,1575,223.413925071891,228,193.475484292377,0.141850111156756,0.144761904761905,0.122841577328493
"Additive + Dominant",0.1,5,"recessive",2,67,9.02405790749047,0,1.27671939065034,0.134687431455082,0,0.0190555132932887
"Additive + Recessive",0.1,5,"recessive",2,653,90.9201707501133,101,84.5385746946822,0.139234564701552,0.154670750382848,0.129461829547752
"Additive + Recessive + Dominant",0.1,5,"recessive",2,722,100.56845190705,103,88.723448368132,0.139291484635803,0.142659279778393,0.12288566255974
"Additive only",0.1,5,"recessive",2,16,2.28144482581843,0,0.33496773368675,0.142590301613652,0,0.0209354833554219
"Dominant only",0.1,5,"recessive",2,19,2.75579647692362,0,0.413349143338402,0.145041919838085,0,0.0217552180704422
"Recessive + Dominant",0.1,5,"recessive",2,730,99.8370745705675,102,87.9234704132025,0.136763115850092,0.13972602739726,0.120443110155072
"Recessive only",0.1,5,"recessive",2,355,49.456944974486,55,46.1643526239064,0.139315337956299,0.154929577464789,0.130040429926497
"Additive + Dominant",0.2,5,"recessive",2,106,14.492489442461,0,2.05831696365347,0.136721598513783,0,0.0194180845627686
"Additive + Recessive",0.2,5,"recessive",2,2296,316.761960750819,381,316.585414231231,0.137962526459416,0.165940766550523,0.137885633375972
"Additive + Recessive + Dominant",0.2,5,"recessive",2,2352,323.43571137486,373,312.697714266798,0.137515183407679,0.15858843537415,0.132949708446768
"Additive only",0.2,5,"recessive",2,39,5.34561150115288,0,0.761812448626029,0.137066961568022,0,0.0195336525288725
"Dominant only",0.2,5,"recessive",2,25,3.70238348592713,0,0.567477671675404,0.148095339437085,0,0.0226991068670161
"Recessive + Dominant",0.2,5,"recessive",2,2436,332.557493464476,371,313.802790887234,0.136517854459966,0.152298850574713,0.128818879674562
"Recessive only",0.2,5,"recessive",2,1137,157.418752524619,189,157.93740702161,0.138450969678645,0.16622691292876,0.138907130186113
"Additive + Dominant",0.3,5,"recessive",2,73,9.88618706433578,0,1.38597015810213,0.135427220059394,0,0.0189858925767415
"Additive + Recessive",0.3,5,"recessive",2,3403,471.72176059618,501,424.387794896391,0.138619383072636,0.147223038495445,0.124709901527003
"Additive + Recessive + Dominant",0.3,5,"recessive",2,3473,480.674448140619,507,430.982281082702,0.138403238739021,0.145983299740858,0.124095099649497
"Additive only",0.3,5,"recessive",2,15,2.03940565118992,0,0.287387046401236,0.135960376745995,0,0.0191591364267491
"Dominant only",0.3,5,"recessive",2,14,2.10358181313437,0,0.324950482185168,0.150255843795312,0,0.023210748727512
"Recessive + Dominant",0.3,5,"recessive",2,3579,498.103608903284,521,443.626483306423,0.139173961694128,0.145571388656049,0.123952635738034
"Recessive only",0.3,5,"recessive",2,1752,243.019371096088,260,220.188989644896,0.138709686698681,0.148401826484018,0.125678647057589
"Additive + Dominant",0.4,5,"recessive",2,94,14.1367149052979,0,2.21189376301193,0.150390584098913,0,0.0235307847128929
"Additive + Recessive",0.4,5,"recessive",2,3935,547.682694755037,554,470.959834305111,0.139182387485397,0.140787801778907,0.11968483718046
"Additive + Recessive + Dominant",0.4,5,"recessive",2,4011,554.693629204574,573,486.600702500026,0.138293101272644,0.142857142857143,0.121316555098486
"Additive only",0.4,5,"recessive",2,13,1.94281040208458,0,0.29733549708364,0.149446954006506,0,0.0228719613141262
"Dominant only",0.4,5,"recessive",2,15,2.30933746109622,0,0.36976833509137,0.153955830739748,0,0.0246512223394247
"Recessive + Dominant",0.4,5,"recessive",2,4016,558.56417116087,561,478.864219748953,0.13908470397432,0.139691235059761,0.119239098543066
"Recessive only",0.4,5,"recessive",2,1949,267.397274584111,264,226.901912171102,0.137197164999544,0.135454079014879,0.116419657347923
"Additive only",0.1,1,"additive",3,91,22.5081023622693,24,17.2971025939999,0.247341784200761,0.263736263736264,0.190078050483515
"Dominant only",0.1,1,"additive",3,17,4.32212265076821,0,1.10852457792403,0.254242508868718,0,0.0652073281131783
"Recessive only",0.1,1,"additive",3,2,0.49876380324139,0,0.128554501919756,0.249381901620695,0,0.0642772509598779
"Additive only",0.2,1,"additive",3,118,28.4654506689805,32,23.3824034087005,0.24123263278797,0.271186440677966,0.198155961090682
"Dominant only",0.2,1,"additive",3,7,1.88927371325977,0,0.516224006167468,0.269896244751395,0,0.0737462865953526
"Recessive only",0.2,1,"additive",3,0,0,0,0,NA,NA,NA
"Additive only",0.3,1,"additive",3,143,34.3247464911304,33,24.9646294794933,0.240033192245667,0.230769230769231,0.174577828527925
"Dominant only",0.3,1,"additive",3,3,0.734885613405865,0,0.180723568284349,0.244961871135288,0,0.0602411894281164
"Recessive only",0.3,1,"additive",3,0,0,0,0,NA,NA,NA
"Additive only",0.4,1,"additive",3,108,26.3705931322538,23,18.0630797551823,0.24417215863198,0.212962962962963,0.167250738473911
"Dominant only",0.4,1,"additive",3,1,0.206000564235279,0,0.0424362324652532,0.206000564235279,0,0.0424362324652532
"Recessive only",0.4,1,"additive",3,0,0,0,0,NA,NA,NA
"Additive + Dominant",0.1,2,"additive",3,80,19.3951251472908,15,12.1976274479143,0.242439064341135,0.1875,0.152470343098929
"Additive + Recessive",0.1,2,"additive",3,68,16.525990634475,15,11.8259876407318,0.243029274036397,0.220588235294118,0.173911582951938
"Additive only",0.1,2,"additive",3,132,31.6518794199864,37,26.3954029384958,0.239786965302927,0.28030303030303,0.199965173776483
"Dominant only",0.1,2,"additive",3,62,14.9870959659874,0,3.66750416005981,0.241727354290119,0,0.0591532929041905
"Recessive + Dominant",0.1,2,"additive",3,23,5.67218790657204,0,1.42214675856874,0.246616865503132,0,0.0618324677638584
"Recessive only",0.1,2,"additive",3,4,0.973671322082123,0,0.237504856016338,0.243417830520531,0,0.0593762140040845
"Additive + Dominant",0.2,2,"additive",3,153,36.8855800032313,36,27.4755892320623,0.241082222243342,0.235294117647059,0.179579014588643
"Additive + Recessive",0.2,2,"additive",3,128,30.944708826959,25,20.099371657113,0.241755537710617,0.1953125,0.157026341071195
"Additive only",0.2,2,"additive",3,230,55.2273259952925,70,49.1748672643952,0.240118808675185,0.304347826086957,0.213803770714762
"Dominant only",0.2,2,"additive",3,67,16.4081059921725,0,4.0643073527306,0.244897104360783,0,0.0606613037720985
"Recessive + Dominant",0.2,2,"additive",3,18,4.38149704175951,0,1.0803839983407,0.243416502319973,0,0.0600213332411502
"Recessive only",0.2,2,"additive",3,2,0.472518284710876,0,0.111881580432606,0.236259142355438,0,0.0559407902163031
"Additive + Dominant",0.3,2,"additive",3,140,33.9455076285305,31,24.3364034033373,0.242467911632361,0.221428571428571,0.17383145288098
"Additive + Recessive",0.3,2,"additive",3,141,33.8307430677608,33,25.7069119484498,0.239934347998304,0.234042553191489,0.182318524457091
"Additive only",0.3,2,"additive",3,246,59.5481391054456,62,46.0064253114183,0.242065606119698,0.252032520325203,0.187017989070806
"Dominant only",0.3,2,"additive",3,39,9.86490057564397,0,2.51883187949718,0.252946168606256,0,0.06458543280762
"Recessive + Dominant",0.3,2,"additive",3,8,1.96131220756252,0,0.489317287214554,0.245164025945315,0,0.0611646609018193
"Recessive only",0.3,2,"additive",3,1,0.248591023632782,0,0.0617974970307945,0.248591023632782,0,0.0617974970307945
"Additive + Dominant",0.4,2,"additive",3,148,36.2157174323581,32,25.3057584558089,0.244700793461879,0.216216216216216,0.170984854431141
"Additive + Recessive",0.4,2,"additive",3,143,34.3509246727147,39,28.0357124394219,0.24021625645255,0.272727272727273,0.19605393314281
"Additive only",0.4,2,"additive",3,250,60.9054771394784,56,43.5311038541269,0.243621908557913,0.224,0.174124415416507
"Dominant only",0.4,2,"additive",3,25,6.3469349636773,0,1.6290220167293,0.253877398547092,0,0.0651608806691721
"Recessive + Dominant",0.4,2,"additive",3,6,1.67740343693213,0,0.470008837075173,0.279567239488688,0,0.0783348061791955
"Recessive only",0.4,2,"additive",3,1,0.251404669160395,0,0.0632043076756479,0.251404669160395,0,0.0632043076756479
"Additive + Dominant",0.1,3,"additive",3,144,34.4362066581314,23,19.7235718628504,0.239140324014801,0.159722222222222,0.136969249047572
"Additive + Recessive",0.1,3,"additive",3,116,28.1876831419333,33,23.6574706272139,0.242997268464943,0.28448275862069,0.203943712303568
"Additive + Recessive + Dominant",0.1,3,"additive",3,58,14.020462333297,12,9.20460317446427,0.241732109194776,0.206896551724138,0.158700054732143
"Additive only",0.1,3,"additive",3,94,22.8697797450116,33,22.3089384592566,0.243295529202251,0.351063829787234,0.237329132545283
"Dominant only",0.1,3,"additive",3,34,8.22016607652916,0,2.016606277801,0.241769590486152,0,0.0593119493470882
"Recessive + Dominant",0.1,3,"additive",3,51,11.9256783782936,0,2.81768800443302,0.233836830946933,0,0.0552487844006474
"Recessive only",0.1,3,"additive",3,12,2.90538109150411,0,0.713522793535256,0.242115090958676,0,0.0594602327946047
"Additive + Dominant",0.2,3,"additive",3,349,83.308862531075,77,60.0071200837077,0.238707342495917,0.220630372492837,0.171940172159621
"Additive + Recessive",0.2,3,"additive",3,293,71.8487294613267,88,62.2925443242103,0.245217506693948,0.300341296928328,0.212602540355667
"Additive + Recessive + Dominant",0.2,3,"additive",3,124,30.1185910878219,30,22.3906682610891,0.242891863611467,0.241935483870968,0.180569905331363
"Additive only",0.2,3,"additive",3,291,70.855458888815,94,65.3640698408721,0.2434895494461,0.323024054982818,0.224618796704028
"Dominant only",0.2,3,"additive",3,69,16.7978002286029,0,4.13550446577757,0.24344638012468,0,0.0599348473301098
"Recessive + Dominant",0.2,3,"additive",3,62,14.6009137427997,0,3.48871573098176,0.235498608754834,0,0.056269608564222
"Recessive only",0.2,3,"additive",3,13,3.0128568259481,0,0.704153306876361,0.231758217380623,0,0.0541656389904893
"Additive + Dominant",0.3,3,"additive",3,417,100.245444978753,111,82.4165678806624,0.240396750548568,0.266187050359712,0.197641649593915
"Additive + Recessive",0.3,3,"additive",3,353,85.4402521189041,97,70.216822184543,0.242040374274516,0.274787535410765,0.198914510437799
"Additive + Recessive + Dominant",0.3,3,"additive",3,134,32.5961558904218,39,27.8400419317727,0.24325489470464,0.291044776119403,0.207761506953528
"Additive only",0.3,3,"additive",3,352,86.2543119453612,104,74.4698300600597,0.245040658935685,0.295454545454545,0.211562017216079
"Dominant only",0.3,3,"additive",3,59,14.1269678790332,0,3.43280809806366,0.239440133542935,0,0.0581831881027739
"Recessive + Dominant",0.3,3,"additive",3,37,8.97257967139455,0,2.20272420236799,0.242502153280934,0,0.0595330865504863
"Recessive only",0.3,3,"additive",3,2,0.529966027999435,0,0.141852683109115,0.264983013999718,0,0.0709263415545573
"Additive + Dominant",0.4,3,"additive",3,407,98.884273388133,107,78.05567732727,0.242958902673545,0.262899262899263,0.191782990976093
"Additive + Recessive",0.4,3,"additive",3,427,103.784048828358,105,78.7632275892604,0.243053978520745,0.245901639344262,0.184457207468994
"Additive + Recessive + Dominant",0.4,3,"additive",3,156,38.1044255049263,40,30.0079428185014,0.244259137852092,0.256410256410256,0.192358607810907
"Additive only",0.4,3,"additive",3,368,90.3283041221785,100,72.5988666805154,0.245457348158094,0.271739130434783,0.19727952902314
"Dominant only",0.4,3,"additive",3,48,11.657870495493,0,2.86388375811236,0.242872301989438,0,0.0596642449606743
"Recessive + Dominant",0.4,3,"additive",3,27,6.67764953932609,0,1.67665647262946,0.247320353308374,0,0.0620983878751652
"Recessive only",0.4,3,"additive",3,1,0.217013083283177,0,0.0470946783160712,0.217013083283177,0,0.0470946783160712
"Additive + Dominant",0.1,4,"additive",3,157,37.621121645221,25,22.1704240616858,0.239624978631981,0.159235668789809,0.141212892112648
"Additive + Recessive",0.1,4,"additive",3,107,26.1360408917737,26,18.9067303495279,0.2442620644091,0.242990654205607,0.17669841448157
"Additive + Recessive + Dominant",0.1,4,"additive",3,87,20.5348261336531,13,11.8650299574112,0.236032484294863,0.149425287356322,0.136379654682887
"Additive only",0.1,4,"additive",3,58,14.2185713494603,15,11.1058694223811,0.245147781887246,0.258620689655172,0.191480507282433
"Dominant only",0.1,4,"additive",3,46,11.4319986870597,0,2.86632776176874,0.248521710588255,0,0.0623114730819291
"Recessive + Dominant",0.1,4,"additive",3,65,15.9815265051949,0,3.97753840594706,0.24586963854146,0,0.0611928985530316
"Recessive only",0.1,4,"additive",3,5,1.21828652482772,0,0.297966256619664,0.243657304965544,0,0.0595932513239328
"Additive + Dominant",0.2,4,"additive",3,531,129.675242538542,115,90.4285096817062,0.244209496306105,0.216572504708098,0.170298511641631
"Additive + Recessive",0.2,4,"additive",3,476,115.265482261955,127,93.6925293027688,0.242154374499906,0.266806722689076,0.196833044753716
"Additive + Recessive + Dominant",0.2,4,"additive",3,436,105.535666560382,84,68.5412956471143,0.242054281101793,0.192660550458716,0.157204806530079
"Additive only",0.2,4,"additive",3,294,71.931756376403,91,63.5881793525091,0.244665838014976,0.30952380952381,0.216286324328262
"Dominant only",0.2,4,"additive",3,92,22.0679844791764,0,5.36891656784857,0.239869396512787,0,0.0583577887809628
"Recessive + Dominant",0.2,4,"additive",3,157,38.3366544076048,0,9.49892604407236,0.244182512150349,0,0.0605027136565119
"Recessive only",0.2,4,"additive",3,9,2.17615889031979,0,0.529274005735398,0.241795432257754,0,0.0588082228594887
"Additive + Dominant",0.3,4,"additive",3,795,190.730440820002,211,154.206298081042,0.239912504176103,0.265408805031447,0.193970186265462
"Additive + Recessive",0.3,4,"additive",3,693,166.722967343587,201,144.418435543486,0.240581482458279,0.29004329004329,0.208396010885261
"Additive + Recessive + Dominant",0.3,4,"additive",3,518,125.177333082976,120,91.7362180932265,0.241655083171768,0.231660231660232,0.17709694612592
"Additive only",0.3,4,"additive",3,450,108.735024317705,132,94.2475025890434,0.241633387372678,0.293333333333333,0.209438894642319
"Dominant only",0.3,4,"additive",3,92,22.3355016758766,0,5.48626948428197,0.242777192129094,0,0.0596333639595866
"Recessive + Dominant",0.3,4,"additive",3,114,28.0380658251378,0,6.98037427657863,0.245947945834543,0,0.0612313533033213
"Recessive only",0.3,4,"additive",3,6,1.42949425283153,0,0.341034064976387,0.238249042138589,0,0.0568390108293979
"Additive + Dominant",0.4,4,"additive",3,855,205.178785986689,214,159.821731014045,0.239975188288526,0.250292397660819,0.186926001186017
"Additive + Recessive",0.4,4,"additive",3,761,184.5841485964,190,143.72318704866,0.242554728773193,0.249671484888305,0.188860955385887
"Additive + Recessive + Dominant",0.4,4,"additive",3,584,142.790843925207,132,102.992609003318,0.244504869734943,0.226027397260274,0.176357207197463
"Additive only",0.4,4,"additive",3,419,101.168912758041,114,82.3069187760702,0.241453252405827,0.272076372315036,0.19643656032475
"Dominant only",0.4,4,"additive",3,84,20.160773758062,0,4.90926430632952,0.2400092114055,0,0.0584436226943991
"Recessive + Dominant",0.4,4,"additive",3,69,16.5525374908028,0,4.02681922457569,0.239891847692794,0,0.058359698906894
"Recessive only",0.4,4,"additive",3,5,1.37526672795111,0,0.380334564071709,0.275053345590221,0,0.0760669128143419
"Additive + Dominant",0.1,5,"additive",3,173,42.1415532165437,27,23.6188135607751,0.243592793159212,0.15606936416185,0.136524933877313
"Additive + Recessive",0.1,5,"additive",3,129,31.7717533285424,28,22.3383107680541,0.246292661461569,0.217054263565891,0.173165199752358
"Additive + Recessive + Dominant",0.1,5,"additive",3,202,48.2409832404477,29,26.7446201391662,0.238816748715088,0.143564356435644,0.132399109599833
"Additive only",0.1,5,"additive",3,62,14.8401262271997,14,10.7353849146028,0.239356874632253,0.225806451612903,0.173151369590368
"Dominant only",0.1,5,"additive",3,21,5.14544287024668,0,1.28225599572284,0.245021089059366,0,0.0610598093201353
"Recessive + Dominant",0.1,5,"additive",3,63,15.1739518964829,0,3.71524868613499,0.240856379309252,0,0.0589722013672221
"Recessive only",0.1,5,"additive",3,6,1.36862138667216,0,0.315112437793356,0.22810356444536,0,0.0525187396322261
"Additive + Dominant",0.2,5,"additive",3,733,177.743639393556,161,125.968786408084,0.242487911860241,0.219645293315143,0.171853733162461
"Additive + Recessive",0.2,5,"additive",3,479,115.909421817476,125,92.5789229147922,0.241982091476985,0.260960334029228,0.193275413183282
"Additive + Recessive + Dominant",0.2,5,"additive",3,589,141.460437073342,120,96.6013645865926,0.24017052134693,0.203735144312394,0.164009107956864
"Additive only",0.2,5,"additive",3,265,64.134521497234,76,54.8164816980486,0.242017062253713,0.286792452830189,0.206854647917165
"Dominant only",0.2,5,"additive",3,97,23.5160623308483,0,5.77791729138248,0.242433632276787,0,0.0595661576431183
"Recessive + Dominant",0.2,5,"additive",3,153,36.6818995598735,0,8.92355177504745,0.239750977515513,0,0.0583238678107677
"Recessive only",0.2,5,"additive",3,10,2.51174727598149,0,0.643139040966566,0.251174727598149,0,0.0643139040966566
"Additive + Dominant",0.3,5,"additive",3,1113,268.489891030062,275,207.442437356739,0.24123080955082,0.247079964061096,0.186381345333997
"Additive + Recessive",0.3,5,"additive",3,921,223.363507770835,229,172.18607552532,0.24252280974032,0.248642779587405,0.186955565174072
"Additive + Recessive + Dominant",0.3,5,"additive",3,1170,282.355694125129,232,186.782632325017,0.241329653098401,0.198290598290598,0.159643275491468
"Additive only",0.3,5,"additive",3,449,108.488572906746,137,96.2557217103727,0.241622656807899,0.305122494432071,0.21437799935495
"Dominant only",0.3,5,"additive",3,115,28.3934812156425,0,7.11195740150522,0.24689983665776,0,0.0618431078391758
"Recessive + Dominant",0.3,5,"additive",3,213,51.1889474083414,0,12.4786635457622,0.240323696752776,0,0.0585852748627332
"Recessive only",0.3,5,"additive",3,8,2.00195794797958,0,0.508125959514841,0.250244743497447,0,0.0635157449393551
"Additive + Dominant",0.4,5,"additive",3,1380,336.012226932566,314,241.23502106931,0.243487120965627,0.227536231884058,0.174807986282109
"Additive + Recessive",0.4,5,"additive",3,1233,295.042733113804,271,211.424494272412,0.239288510230173,0.219789132197891,0.17147160930447
"Additive + Recessive + Dominant",0.4,5,"additive",3,1340,318.993752316808,262,213.81153179313,0.238055039042394,0.195522388059701,0.159560844621739
"Additive only",0.4,5,"additive",3,536,130.879138326161,124,94.9454377535357,0.244177496877165,0.23134328358209,0.177137010734208
"Dominant only",0.4,5,"additive",3,95,23.02158557509,0,5.64885470516269,0.242332479737789,0,0.0594616284753967
"Recessive + Dominant",0.4,5,"additive",3,138,32.5513095465718,0,7.77468382066978,0.235879054685303,0,0.0563382885555781
"Recessive only",0.4,5,"additive",3,4,0.974599262193806,0,0.242686823414752,0.243649815548452,0,0.060671705853688
"Additive only",0.1,1,"dominant",3,30,7.41373536541388,0,1.86316607848119,0.247124512180463,0,0.0621055359493731
"Dominant only",0.1,1,"dominant",3,110,26.8010176057234,34,23.6420761727974,0.243645614597485,0.309090909090909,0.214927965207249
"Recessive only",0.1,1,"dominant",3,0,0,0,0,NA,NA,NA
"Additive only",0.2,1,"dominant",3,17,4.08090934209237,0,0.994248045961357,0.240053490711316,0,0.0584851791741975
"Dominant only",0.2,1,"dominant",3,119,28.4358017779738,31,22.9775813952353,0.238956317461965,0.260504201680672,0.193088919287692
"Recessive only",0.2,1,"dominant",3,0,0,0,0,NA,NA,NA
"Additive only",0.3,1,"dominant",3,4,0.919063699405115,0,0.211444979868023,0.229765924851279,0,0.0528612449670059
"Dominant only",0.3,1,"dominant",3,132,32.1391883297773,33,24.7406977891503,0.24347869946801,0.25,0.187429528705684
"Recessive only",0.3,1,"dominant",3,0,0,0,0,NA,NA,NA
"Additive only",0.4,1,"dominant",3,2,0.467673221688867,0,0.109462895531079,0.233836610844433,0,0.0547314477655397
"Dominant only",0.4,1,"dominant",3,113,27.3975519286333,25,19.1579194642908,0.242456211757817,0.221238938053097,0.169539110303459
"Recessive only",0.4,1,"dominant",3,0,0,0,0,NA,NA,NA
"Additive + Dominant",0.1,2,"dominant",3,92,22.6263796947939,25,18.2067160141144,0.24593890972602,0.271739130434783,0.197899087109939
"Additive + Recessive",0.1,2,"dominant",3,23,5.39241974979569,0,1.27513060720072,0.234453032599813,0,0.0554404611826399
"Additive only",0.1,2,"dominant",3,44,10.9108711038699,0,2.73559001658058,0.247974343269771,0,0.0621725003768313
"Dominant only",0.1,2,"dominant",3,128,31.1421780283915,45,30.4774066510431,0.243298265846808,0.3515625,0.238104739461274
"Recessive + Dominant",0.1,2,"dominant",3,67,16.2668738913276,22,15.1178346163489,0.242789162557128,0.328358208955224,0.225639322632073
"Recessive only",0.1,2,"dominant",3,3,0.718925637563925,0,0.173256616529826,0.239641879187975,0,0.0577522055099421
"Additive + Dominant",0.2,2,"dominant",3,151,36.2121033254962,34,26.0429943049823,0.239815253811233,0.225165562913907,0.172470160960147
"Additive + Recessive",0.2,2,"dominant",3,15,3.51884393529886,0,0.832983100966196,0.234589595686591,0,0.0555322067310797
"Additive only",0.2,2,"dominant",3,41,9.85414198862694,0,2.39166352331597,0.240344926551877,0,0.0583332566662433
"Dominant only",0.2,2,"dominant",3,242,58.1631002350992,65,47.6815930559597,0.240343389401237,0.268595041322314,0.197031376264296
"Recessive + Dominant",0.2,2,"dominant",3,99,24.5309484465789,31,21.6892884764021,0.247787358046251,0.313131313131313,0.21908372198386
"Recessive only",0.2,2,"dominant",3,2,0.467057881848358,0,0.109717307127598,0.233528940924179,0,0.0548586535637992
"Additive + Dominant",0.3,2,"dominant",3,152,37.0674604159573,30,24.4058433269036,0.243864871157614,0.197368421052632,0.160564758729629
"Additive + Recessive",0.3,2,"dominant",3,10,2.43159695297764,0,0.597363516969491,0.243159695297764,0,0.0597363516969491
"Additive only",0.3,2,"dominant",3,35,8.12810511315667,0,1.90291171139726,0.232231574661619,0,0.0543689060399217
"Dominant only",0.3,2,"dominant",3,251,60.4525854337968,67,49.1931437291773,0.240846953919509,0.266932270916335,0.195988620434969
"Recessive + Dominant",0.3,2,"dominant",3,107,26.1867808409256,31,22.4344619880737,0.244736269541361,0.289719626168224,0.209667869047417
"Recessive only",0.3,2,"dominant",3,2,0.504368267910026,0,0.128548308639999,0.252184133955013,0,0.0642741543199994
"Additive + Dominant",0.4,2,"dominant",3,128,31.4236979360525,28,21.8912141548475,0.24549764012541,0.21875,0.171025110584746
"Additive + Recessive",0.4,2,"dominant",3,5,1.1149364245526,0,0.2515501743295,0.22298728491052,0,0.0503100348659
"Additive only",0.4,2,"dominant",3,25,6.08468008229491,0,1.49450303628993,0.243387203291796,0,0.0597801214515971
"Dominant only",0.4,2,"dominant",3,232,57.1251350484967,60,44.0274265013366,0.246229030381451,0.258620689655172,0.189773390091968
"Recessive + Dominant",0.4,2,"dominant",3,118,29.0301108963795,34,24.4035866124037,0.246017888952368,0.288135593220339,0.20681005603732
"Recessive only",0.4,2,"dominant",3,2,0.52467636928914,0,0.138750791564249,0.26233818464457,0,0.0693753957821246
"Additive + Dominant",0.1,3,"dominant",3,128,30.3465717431551,36,26.1007959148956,0.237082591743399,0.28125,0.203912468085122
"Additive + Recessive",0.1,3,"dominant",3,45,10.8704979989844,0,2.66046479285742,0.241566622199652,0,0.0591214398412761
"Additive + Recessive + Dominant",0.1,3,"dominant",3,42,9.83914574679731,6,5.51154062676683,0.234265374923746,0.142857142857143,0.131227157780163
"Additive only",0.1,3,"dominant",3,28,6.6880106237486,0,1.61925936352841,0.238857522276736,0,0.0578306915545862
"Dominant only",0.1,3,"dominant",3,98,23.6821236642628,35,24.066506899448,0.241654323104723,0.357142857142857,0.245576601014775
"Recessive + Dominant",0.1,3,"dominant",3,98,23.6499374991834,27,19.7124480289747,0.241325892848811,0.275510204081633,0.201147428867089
"Recessive only",0.1,3,"dominant",3,4,1.00539029052099,0,0.254462576205178,0.251347572630247,0,0.0636156440512946
"Additive + Dominant",0.2,3,"dominant",3,359,86.8394528693814,88,66.6328482773062,0.241892626377107,0.245125348189415,0.185606819713945
"Additive + Recessive",0.2,3,"dominant",3,56,13.8669000327369,0,3.47093248688953,0.247623214870302,0,0.0619809372658845
"Additive + Recessive + Dominant",0.2,3,"dominant",3,98,23.7493867073209,24,18.1483680080915,0.242340680686948,0.244897959183673,0.185187428653995
"Additive only",0.2,3,"dominant",3,75,18.0688005196336,0,4.41681367246199,0.240917340261782,0,0.0588908489661599
"Dominant only",0.2,3,"dominant",3,309,74.1416656106134,96,67.1993834136634,0.239940665406516,0.310679611650485,0.217473732730302
