"gene","status","n_tissue_errors"
"MAP3K9","finished",0
"MAP4","finished",0
"MAP4K1","finished",0
"MAP4K2","finished",0
"MAP4K3","finished",0
"MAP4K4","finished",0
"MAP4K5","finished",0
"MAP6","finished",0
"MAP6D1","finished",0
"MAP7","finished",0
"MAP7D1","finished",0
"MAP7D2","gene_error",0
"MAP7D3","gene_error",0
"MAP9","finished",0
"MAPK1","finished",0
"MAPK10","finished",0
"MAPK11","finished",0
"MAPK12","finished",0
"MAPK13","finished",0
"MAPK14","finished",0
"MAPK15","finished",0
"MAPK1IP1L","finished",0
"MAPK3","finished",0
"MAPK4","finished",0
"MAPK6","finished",0
"MAPK7","finished",0
"MAPK8","finished",0
"MAPK8IP1","finished",0
"MAPK8IP2","finished",0
"MAPK8IP3","finished",0
"MAPK9","finished",0
"MAPKAP1","finished",0
"MAPKAPK2","finished",0
"MAPKAPK3","finished",0
"MAPKAPK5","finished",0
"MAPKBP1","finished",0
"MAPRE1","finished",0
"MAPRE2","finished",0
"MAPRE3","finished",0
"MAPT","finished",0
"MARCKS","finished",0
"MARCKSL1","finished",0
"MARCO","finished",0
"MARK1","finished",0
"MARK2","finished",0
"MARK3","finished",0
"MARK4","finished",0
"MARS2","finished",0
"MARVELD1","finished",0
"MARVELD2","finished",0
"MARVELD3","finished",0
"MAS1","finished",0
"MAS1L","finished",0
"MASP1","finished",0
"MASP2","finished",0
"MAST1","finished",0
"MAST2","finished",0
"MAST3","finished",0
"MAST4","finished",0
"MASTL","finished",0
"MAT1A","finished",0
"MAT2A","finished",0
"MAT2B","finished",0
"MATK","finished",0
"MATN1","finished",0
"MATN2","finished",0
"MATN3","finished",0
"MATN4","finished",0
"MATR3","finished",0
"MAU2","finished",0
"MAVS","finished",0
"MAX","finished",0
"MAZ","finished",0
"MB","finished",0
"MB21D2","finished",0
"MBD1","finished",0
"MBD2","finished",0
"MBD3","finished",0
"MBD3L1","finished",0
"MBD3L2","finished",0
"MBD3L3","finished",0
"MBD3L4","finished",0
"MBD3L5","finished",0
"MBD4","finished",0
"MBD5","finished",0
"MBD6","finished",0
"MBIP","finished",0
"MBL2","finished",0
"MBLAC1","finished",0
"MBLAC2","finished",0
"MBNL1","finished",0
"MBNL2","finished",0
"MBNL3","gene_error",0
"MBOAT1","finished",0
"MBOAT2","finished",0
"MBOAT4","finished",0
"MBOAT7","finished",0
"MBP","finished",0
"MBTD1","finished",0
"MBTPS1","finished",0
