"gene","status","n_tissue_errors"
"A1BG","finished",0
"A1CF","finished",0
"A2M","finished",0
"A2ML1","finished",0
"A3GALT2","finished",0
"A4GALT","finished",0
"A4GNT","finished",0
"AAAS","finished",0
"AACS","finished",0
"AADAC","finished",0
"AADACL2","finished",0
"AADACL3","finished",0
"AADACL4","finished",0
"AADAT","finished",0
"AAGAB","finished",0
"AAK1","finished",0
"AAMDC","finished",0
"AAMP","finished",0
"AANAT","finished",0
"AAR2","finished",0
"AARD","finished",0
"AARS2","finished",0
"AARSD1","finished",0
"AASDH","finished",0
"AASDHPPT","finished",0
"AASS","finished",0
"AATF","finished",0
"AATK","finished",0
"ABAT","finished",0
"ABCA1","finished",0
"ABCA10","finished",0
"ABCA12","finished",0
"ABCA13","finished",0
"ABCA2","finished",0
"ABCA3","finished",0
"ABCA4","finished",0
"ABCA5","finished",0
"ABCA6","finished",0
"ABCA7","finished",0
"ABCA8","finished",0
"ABCA9","finished",0
"ABCB1","finished",0
"ABCB10","finished",0
"ABCB11","finished",0
"ABCB4","finished",0
"ABCB5","finished",0
"ABCB6","finished",0
"ABCB7","gene_error",0
"ABCB8","finished",0
"ABCB9","finished",0
"ABCC1","finished",0
"ABCC10","finished",0
"ABCC11","finished",0
"ABCC12","finished",0
"ABCC2","finished",0
"ABCC3","finished",0
"ABCC4","finished",0
"ABCC5","finished",0
"ABCC6","finished",0
"ABCC8","finished",0
"ABCC9","finished",0
"ABCD1","gene_error",0
"ABCD2","finished",0
"ABCD3","finished",0
"ABCD4","finished",0
"ABCE1","finished",0
"ABCF1","finished",0
"ABCF2","finished",0
"ABCF3","finished",0
"ABCG1","finished",0
"ABCG2","finished",0
"ABCG4","finished",0
"ABCG5","finished",0
"ABCG8","finished",0
"ABHD1","finished",0
"ABHD10","finished",0
"ABHD11","finished",0
"ABHD12","finished",0
"ABHD12B","finished",0
"ABHD13","finished",0
"ABHD14A","finished",0
"ABHD14B","finished",0
"ABHD15","finished",0
"ABHD16A","finished",0
"ABHD17A","finished",0
"ABHD17B","finished",0
"ABHD17C","finished",0
"ABHD18","finished",0
"ABHD2","finished",0
"ABHD3","finished",0
"ABHD4","finished",0
"ABHD5","finished",0
"ABHD6","finished",0
"ABHD8","finished",0
"ABI1","finished",0
"ABI2","finished",0
"ABI3","finished",0
"ABI3BP","finished",0
"ABL1","finished",0
"ABL2","finished",0
