"gene","status","n_tissue_errors"
"C3orf84","finished",0
"C4A","finished",0
"C4B","finished",0
"C4BPA","finished",0
"C4BPB","finished",0
"C4orf17","finished",0
"C4orf19","finished",0
"C4orf3","finished",0
"C4orf33","finished",0
"C4orf36","finished",0
"C4orf45","finished",0
"C4orf46","finished",0
"C4orf47","finished",0
"C4orf48","finished",0
"C4orf50","finished",0
"C4orf51","finished",0
"C5","finished",0
"C5AR1","finished",0
"C5AR2","finished",0
"C5orf15","finished",0
"C5orf22","finished",0
"C5orf24","finished",0
"C5orf34","finished",0
"C5orf46","finished",0
"C5orf47","finished",0
"C5orf49","finished",0
"C5orf51","finished",0
"C5orf52","finished",0
"C5orf58","finished",0
"C5orf63","finished",0
"C6","finished",0
"C6orf118","finished",0
"C6orf120","finished",0
"C6orf132","finished",0
"C6orf136","finished",0
"C6orf141","finished",0
"C6orf15","finished",0
"C6orf163","finished",0
"C6orf226","finished",0
"C6orf47","finished",0
"C6orf52","finished",0
"C6orf58","finished",0
"C6orf62","finished",0
"C6orf89","finished",0
"C7","finished",0
"C7orf25","finished",0
"C7orf26","finished",0
"C7orf31","finished",0
"C7orf33","finished",0
"C7orf50","finished",0
"C7orf57","finished",0
"C7orf61","finished",0
"C8A","finished",0
"C8B","finished",0
"C8G","finished",0
"C8orf33","finished",0
"C8orf34","finished",0
"C8orf37","finished",0
"C8orf48","finished",0
"C8orf58","finished",0
"C8orf74","finished",0
"C8orf76","finished",0
"C8orf82","finished",0
"C8orf88","finished",0
"C8orf89","finished",0
"C9","finished",0
"C9orf116","finished",0
"C9orf131","finished",0
"C9orf135","finished",0
"C9orf152","finished",0
"C9orf153","finished",0
"C9orf16","finished",0
"C9orf24","finished",0
"C9orf40","finished",0
"C9orf43","finished",0
"C9orf50","finished",0
"C9orf57","finished",0
"C9orf64","finished",0
"C9orf72","finished",0
"C9orf78","finished",0
"C9orf85","finished",0
"CA1","finished",0
"CA10","finished",0
"CA11","finished",0
"CA12","finished",0
"CA13","finished",0
"CA14","finished",0
"CA2","finished",0
"CA3","finished",0
"CA4","finished",0
"CA5A","finished",0
"CA5B","gene_error",0
"CA6","finished",0
"CA7","finished",0
"CA8","finished",0
"CA9","finished",0
"CAAP1","finished",0
"CAB39","finished",0
"CAB39L","finished",0
"CABIN1","finished",0
