"gene","status","n_tissue_errors"
"NDUFA3","finished",0
"NDUFA4","finished",0
"NDUFA4L2","finished",0
"NDUFA5","finished",0
"NDUFA6","finished",0
"NDUFA7","finished",0
"NDUFA8","finished",0
"NDUFA9","finished",0
"NDUFAB1","finished",0
"NDUFAF1","finished",0
"NDUFAF2","finished",0
"NDUFAF3","finished",0
"NDUFAF4","finished",0
"NDUFAF5","finished",0
"NDUFAF6","finished",0
"NDUFAF7","finished",0
"NDUFAF8","finished",0
"NDUFB1","finished",0
"NDUFB10","finished",0
"NDUFB11","gene_error",0
"NDUFB2","finished",0
"NDUFB3","finished",0
"NDUFB4","finished",0
"NDUFB5","finished",0
"NDUFB6","finished",0
"NDUFB7","finished",0
"NDUFB8","finished",0
"NDUFB9","finished",0
"NDUFC1","finished",0
"NDUFC2","finished",0
"NDUFS1","finished",0
"NDUFS2","finished",0
"NDUFS3","finished",0
"NDUFS4","finished",0
"NDUFS5","finished",0
"NDUFS6","finished",0
"NDUFS7","finished",0
"NDUFS8","finished",0
"NDUFV1","finished",0
"NDUFV2","finished",0
"NDUFV3","finished",0
"NEB","finished",0
"NEBL","finished",0
"NECAB1","finished",0
"NECAB2","finished",0
"NECAB3","finished",0
"NECAP1","finished",0
"NECAP2","finished",0
"NECTIN1","finished",0
"NECTIN2","finished",0
"NECTIN3","finished",0
"NECTIN4","finished",0
"NEDD1","finished",0
"NEDD4","finished",0
"NEDD4L","finished",0
"NEDD8","finished",0
"NEDD9","finished",0
"NEFH","finished",0
"NEFL","finished",0
"NEFM","finished",0
"NEGR1","finished",0
"NEIL1","finished",0
"NEIL2","finished",0
"NEIL3","finished",0
"NEK1","finished",0
"NEK10","finished",0
"NEK11","finished",0
"NEK2","finished",0
"NEK3","finished",0
"NEK4","finished",0
"NEK5","finished",0
"NEK6","finished",0
"NEK7","finished",0
"NEK8","finished",0
"NEK9","finished",0
"NELFA","finished",0
"NELFB","finished",0
"NELFCD","finished",0
"NELFE","finished",0
"NELL1","finished",0
"NELL2","finished",0
"NEMF","finished",0
"NEMP1","finished",0
"NEMP2","finished",0
"NENF","finished",0
"NEO1","finished",0
"NEPRO","finished",0
"NES","finished",0
"NET1","finished",0
"NETO1","finished",0
"NETO2","finished",0
"NEU1","finished",0
"NEU2","finished",0
"NEU3","finished",0
"NEU4","finished",0
"NEURL1","finished",0
"NEURL1B","finished",0
"NEURL2","finished",0
"NEURL3","finished",0
"NEURL4","finished",0
