"gene","status","n_tissue_errors"
"STRA8","finished",0
"STRADA","finished",0
"STRADB","finished",0
"STRAP","finished",0
"STRBP","finished",0
"STRC","finished",0
"STRIP1","finished",0
"STRIP2","finished",0
"STRN","finished",0
"STRN3","finished",0
"STRN4","finished",0
"STS","gene_error",0
"STT3A","finished",0
"STT3B","finished",0
"STUB1","finished",0
"STUM","finished",0
"STX10","finished",0
"STX11","finished",0
"STX12","finished",0
"STX16","finished",0
"STX17","finished",0
"STX18","finished",0
"STX19","finished",0
"STX1A","finished",0
"STX1B","finished",0
"STX2","finished",0
"STX3","finished",0
"STX4","finished",0
"STX5","finished",0
"STX6","finished",0
"STX7","finished",0
"STX8","finished",0
"STXBP1","finished",0
"STXBP2","finished",0
"STXBP3","finished",0
"STXBP4","finished",0
"STXBP5","finished",0
"STXBP5L","finished",0
"STXBP6","finished",0
"STYK1","finished",0
"STYX","finished",0
"STYXL1","finished",0
"SUB1","finished",0
"SUCLA2","finished",0
"SUCLG1","finished",0
"SUCLG2","finished",0
"SUCNR1","finished",0
"SUCO","finished",0
"SUDS3","finished",0
"SUFU","finished",0
"SUGCT","finished",0
"SUGP1","finished",0
"SUGP2","finished",0
"SUGT1","finished",0
"SULF1","finished",0
"SULF2","finished",0
"SULT1A1","finished",0
"SULT1A2","finished",0
"SULT1A3","finished",0
"SULT1A4","finished",0
"SULT1B1","finished",0
"SULT1C2","finished",0
"SULT1C3","finished",0
"SULT1C4","finished",0
"SULT1E1","finished",0
"SULT2A1","finished",0
"SULT2B1","finished",0
"SULT4A1","finished",0
"SULT6B1","finished",0
"SUMF1","finished",0
"SUMF2","finished",0
"SUMO1","finished",0
"SUMO2","finished",0
"SUMO3","finished",0
"SUMO4","finished",0
"SUN1","finished",0
"SUN2","finished",0
"SUN3","finished",0
"SUN5","finished",0
"SUOX","finished",0
"SUPT16H","finished",0
"SUPT20H","finished",0
"SUPT20HL1","gene_error",0
"SUPT20HL2","gene_error",0
"SUPT3H","finished",0
"SUPT4H1","finished",0
"SUPT5H","finished",0
"SUPT6H","finished",0
"SUPT7L","finished",0
"SUPV3L1","finished",0
"SURF1","finished",0
"SURF2","finished",0
"SURF4","finished",0
"SURF6","finished",0
"SUSD1","finished",0
"SUSD2","finished",0
"SUSD3","finished",0
"SUSD4","finished",0
"SUSD5","finished",0
"SUSD6","finished",0
