"gene","status","n_tissue_errors"
"SMIM9","gene_error",0
"SMKR1","finished",0
"SMLR1","finished",0
"SMN1","finished",0
"SMN2","finished",0
"SMNDC1","finished",0
"SMO","finished",0
"SMOC1","finished",0
"SMOC2","finished",0
"SMOX","finished",0
"SMPD1","finished",0
"SMPD2","finished",0
"SMPD3","finished",0
"SMPD4","finished",0
"SMPDL3A","finished",0
"SMPDL3B","finished",0
"SMPX","gene_error",0
"SMR3A","finished",0
"SMR3B","finished",0
"SMS","gene_error",0
"SMTN","finished",0
"SMTNL1","finished",0
"SMTNL2","finished",0
"SMU1","finished",0
"SMUG1","finished",0
"SMURF1","finished",0
"SMURF2","finished",0
"SMYD1","finished",0
"SMYD2","finished",0
"SMYD3","finished",0
"SMYD4","finished",0
"SMYD5","finished",0
"SNAI1","finished",0
"SNAI2","finished",0
"SNAI3","finished",0
"SNAP23","finished",0
"SNAP25","finished",0
"SNAP29","finished",0
"SNAP47","finished",0
"SNAP91","finished",0
"SNAPC1","finished",0
"SNAPC2","finished",0
"SNAPC3","finished",0
"SNAPC4","finished",0
"SNAPC5","finished",0
"SNAPIN","finished",0
"SNCA","finished",0
"SNCAIP","finished",0
"SNCB","finished",0
"SNCG","finished",0
"SND1","finished",0
"SNED1","finished",0
"SNF8","finished",0
"SNIP1","finished",0
"SNN","finished",0
"SNPH","finished",0
"SNRK","finished",0
"SNRNP200","finished",0
"SNRNP25","finished",0
"SNRNP27","finished",0
"SNRNP35","finished",0
"SNRNP40","finished",0
"SNRNP48","finished",0
"SNRNP70","finished",0
"SNRPA","finished",0
"SNRPA1","finished",0
"SNRPB","finished",0
"SNRPB2","finished",0
"SNRPC","finished",0
"SNRPD1","finished",0
"SNRPD2","finished",0
"SNRPD3","finished",0
"SNRPE","finished",0
"SNRPF","finished",0
"SNRPG","finished",0
"SNRPN","finished",0
"SNTA1","finished",0
"SNTB1","finished",0
"SNTB2","finished",0
"SNTG1","finished",0
"SNTG2","finished",0
"SNTN","finished",0
"SNU13","finished",0
"SNUPN","finished",0
"SNURF","finished",0
"SNW1","finished",0
"SNX1","finished",0
"SNX10","finished",0
"SNX11","finished",0
"SNX12","gene_error",0
"SNX13","finished",0
"SNX14","finished",0
"SNX15","finished",0
"SNX16","finished",0
"SNX17","finished",0
"SNX18","finished",0
"SNX19","finished",0
"SNX2","finished",0
"SNX20","finished",0
"SNX21","finished",0
