"gene","status","n_tissue_errors"
"SRI","finished",0
"SRL","finished",0
"SRM","finished",0
"SRMS","finished",0
"SRP14","finished",0
"SRP19","finished",0
"SRP54","finished",0
"SRP68","finished",0
"SRP72","finished",0
"SRP9","finished",0
"SRPK1","finished",0
"SRPK2","finished",0
"SRPK3","gene_error",0
"SRPRA","finished",0
"SRPRB","finished",0
"SRPX","gene_error",0
"SRPX2","gene_error",0
"SRR","finished",0
"SRRD","finished",0
"SRRM1","finished",0
"SRRM2","finished",0
"SRRM3","finished",0
"SRRM4","finished",0
"SRRM5","finished",0
"SRRT","finished",0
"SRSF1","finished",0
"SRSF10","finished",0
"SRSF11","finished",0
"SRSF12","finished",0
"SRSF2","finished",0
"SRSF3","finished",0
"SRSF4","finished",0
"SRSF5","finished",0
"SRSF6","finished",0
"SRSF7","finished",0
"SRSF8","finished",0
"SRSF9","finished",0
"SRXN1","finished",0
"SRY","gene_error",0
"SS18","finished",0
"SS18L1","finished",0
"SS18L2","finished",0
"SSB","finished",0
"SSBP1","finished",0
"SSBP2","finished",0
"SSBP3","finished",0
"SSBP4","finished",0
"SSC4D","finished",0
"SSC5D","finished",0
"SSH1","finished",0
"SSH2","finished",0
"SSH3","finished",0
"SSMEM1","finished",0
"SSNA1","finished",0
"SSPN","finished",0
"SSR1","finished",0
"SSR2","finished",0
"SSR3","finished",0
"SSR4","gene_error",0
"SSRP1","finished",0
"SST","finished",0
"SSTR1","finished",0
"SSTR2","finished",0
"SSTR3","finished",0
"SSTR4","finished",0
"SSTR5","finished",0
"SSU72","finished",0
"SSU72P2","finished",0
"SSU72P3","finished",0
"SSU72P4","finished",0
"SSU72P5","finished",0
"SSU72P7","finished",0
"SSU72P8","finished",0
"SSUH2","finished",0
"SSX1","gene_error",0
"SSX2","gene_error",0
"SSX2B","gene_error",0
"SSX2IP","finished",0
"SSX3","gene_error",0
"SSX4","gene_error",0
"SSX4B","gene_error",0
"SSX5","gene_error",0
"SSX7","gene_error",0
"ST13","finished",0
"ST14","finished",0
"ST18","finished",0
"ST20","finished",0
"ST3GAL1","finished",0
"ST3GAL2","finished",0
"ST3GAL3","finished",0
"ST3GAL4","finished",0
"ST3GAL5","finished",0
"ST3GAL6","finished",0
"ST6GAL1","finished",0
"ST6GAL2","finished",0
"ST6GALNAC1","finished",0
"ST6GALNAC2","finished",0
"ST6GALNAC3","finished",0
"ST6GALNAC4","finished",0
"ST6GALNAC5","finished",0
