"gene","status","n_tissue_errors"
"AVPR1B","finished",0
"AVPR2","gene_error",0
"AWAT1","gene_error",0
"AWAT2","gene_error",0
"AXDND1","finished",0
"AXIN1","finished",0
"AXIN2","finished",0
"AXL","finished",0
"AZGP1","finished",0
"AZI2","finished",0
"AZIN1","finished",0
"AZIN2","finished",0
"AZU1","finished",0
"B2M","finished",0
"B3GALNT1","finished",0
"B3GALNT2","finished",0
"B3GALT1","finished",0
"B3GALT2","finished",0
"B3GALT4","finished",0
"B3GALT5","finished",0
"B3GALT6","finished",0
"B3GAT1","finished",0
"B3GAT2","finished",0
"B3GAT3","finished",0
"B3GLCT","finished",0
"B3GNT2","finished",0
"B3GNT3","finished",0
"B3GNT4","finished",0
"B3GNT5","finished",0
"B3GNT6","finished",0
"B3GNT7","finished",0
"B3GNT8","finished",0
"B3GNT9","finished",0
"B3GNTL1","finished",0
"B4GALNT1","finished",0
"B4GALNT2","finished",0
"B4GALNT3","finished",0
"B4GALNT4","finished",0
"B4GALT1","finished",0
"B4GALT2","finished",0
"B4GALT3","finished",0
"B4GALT4","finished",0
"B4GALT5","finished",0
"B4GALT6","finished",0
"B4GALT7","finished",0
"B4GAT1","finished",0
"B9D1","finished",0
"B9D2","finished",0
"BAALC","finished",0
"BAAT","finished",0
"BABAM1","finished",0
"BACE1","finished",0
"BACE2","finished",0
"BACH1","finished",0
"BACH2","finished",0
"BAD","finished",0
"BAG1","finished",0
"BAG2","finished",0
"BAG3","finished",0
"BAG4","finished",0
"BAG5","finished",0
"BAG6","finished",0
"BAHCC1","finished",0
"BAHD1","finished",0
"BAIAP2","finished",0
"BAIAP2L1","finished",0
"BAIAP2L2","finished",0
"BAIAP3","finished",0
"BAK1","finished",0
"BAMBI","finished",0
"BANF1","finished",0
"BANF2","finished",0
"BANK1","finished",0
"BANP","finished",0
"BAP1","finished",0
"BARD1","finished",0
"BARHL1","finished",0
"BARHL2","finished",0
"BARX1","finished",0
"BARX2","finished",0
"BASP1","finished",0
"BATF","finished",0
"BATF2","finished",0
"BATF3","finished",0
"BAX","finished",0
"BAZ1A","finished",0
"BAZ1B","finished",0
"BAZ2A","finished",0
"BAZ2B","finished",0
"BBC3","finished",0
"BBIP1","finished",0
"BBOF1","finished",0
"BBOX1","finished",0
"BBS1","finished",0
"BBS10","finished",0
"BBS12","finished",0
"BBS2","finished",0
"BBS4","finished",0
"BBS5","finished",0
"BBS7","finished",0
