"gene","status","n_tissue_errors"
"EYS","finished",0
"EZH1","finished",0
"EZH2","finished",0
"EZR","finished",0
"F10","finished",0
"F11","finished",0
"F11R","finished",0
"F12","finished",0
"F13A1","finished",0
"F13B","finished",0
"F2","finished",0
"F2R","finished",0
"F2RL1","finished",0
"F2RL2","finished",0
"F2RL3","finished",0
"F3","finished",0
"F5","finished",0
"F7","finished",0
"F8","gene_error",0
"F8A1","gene_error",0
"F8A2","gene_error",0
"F8A3","gene_error",0
"F9","gene_error",0
"FA2H","finished",0
"FAAH","finished",0
"FAAH2","gene_error",0
"FAAP100","finished",0
"FAAP20","finished",0
"FAAP24","finished",0
"FABP1","finished",0
"FABP12","finished",0
"FABP2","finished",0
"FABP3","finished",0
"FABP4","finished",0
"FABP5","finished",0
"FABP6","finished",0
"FABP7","finished",0
"FABP9","finished",0
"FADD","finished",0
"FADS1","finished",0
"FADS2","finished",0
"FADS3","finished",0
"FADS6","finished",0
"FAF1","finished",0
"FAF2","finished",0
"FAH","finished",0
"FAHD1","finished",0
"FAHD2A","finished",0
"FAHD2B","finished",0
"FAIM","finished",0
"FAIM2","finished",0
"FAM102A","finished",0
"FAM102B","finished",0
"FAM104A","finished",0
"FAM104B","gene_error",0
"FAM107A","finished",0
"FAM107B","finished",0
"FAM110A","finished",0
"FAM110B","finished",0
"FAM110C","finished",0
"FAM110D","finished",0
"FAM111A","finished",0
"FAM111B","finished",0
"FAM114A1","finished",0
"FAM114A2","finished",0
"FAM117A","finished",0
"FAM117B","finished",0
"FAM118A","finished",0
"FAM118B","finished",0
"FAM120A","finished",0
"FAM120AOS","finished",0
"FAM120B","finished",0
"FAM120C","gene_error",0
"FAM122A","finished",0
"FAM122B","gene_error",0
"FAM122C","gene_error",0
"FAM124A","finished",0
"FAM124B","finished",0
"FAM126A","finished",0
"FAM126B","finished",0
"FAM131A","finished",0
"FAM131B","finished",0
"FAM131C","finished",0
"FAM133A","gene_error",0
"FAM133B","finished",0
"FAM135A","finished",0
"FAM135B","finished",0
"FAM136A","finished",0
"FAM13A","finished",0
"FAM13B","finished",0
"FAM13C","finished",0
"FAM149A","finished",0
"FAM149B1","finished",0
"FAM151A","finished",0
"FAM151B","finished",0
"FAM153A","finished",0
"FAM153B","finished",0
"FAM155A","finished",0
"FAM155B","gene_error",0
"FAM156A","gene_error",0
