"gene","status","n_tissue_errors"
"NTS","finished",0
"NTSR1","finished",0
"NTSR2","finished",0
"NUAK1","finished",0
"NUAK2","finished",0
"NUB1","finished",0
"NUBP1","finished",0
"NUBP2","finished",0
"NUBPL","finished",0
"NUCB1","finished",0
"NUCB2","finished",0
"NUCKS1","finished",0
"NUDC","finished",0
"NUDCD1","finished",0
"NUDCD2","finished",0
"NUDCD3","finished",0
"NUDT1","finished",0
"NUDT10","gene_error",0
"NUDT11","gene_error",0
"NUDT12","finished",0
"NUDT13","finished",0
"NUDT14","finished",0
"NUDT15","finished",0
"NUDT16","finished",0
"NUDT16L1","finished",0
"NUDT17","finished",0
"NUDT18","finished",0
"NUDT19","finished",0
"NUDT2","finished",0
"NUDT21","finished",0
"NUDT22","finished",0
"NUDT3","finished",0
"NUDT4","finished",0
"NUDT5","finished",0
"NUDT6","finished",0
"NUDT7","finished",0
"NUDT8","finished",0
"NUDT9","finished",0
"NUF2","finished",0
"NUFIP1","finished",0
"NUFIP2","finished",0
"NUGGC","finished",0
"NUMA1","finished",0
"NUMB","finished",0
"NUMBL","finished",0
"NUP107","finished",0
"NUP133","finished",0
"NUP153","finished",0
"NUP155","finished",0
"NUP160","finished",0
"NUP188","finished",0
"NUP205","finished",0
"NUP210","finished",0
"NUP210L","finished",0
"NUP214","finished",0
"NUP35","finished",0
"NUP37","finished",0
"NUP43","finished",0
"NUP50","finished",0
"NUP54","finished",0
"NUP58","finished",0
"NUP62","finished",0
"NUP62CL","gene_error",0
"NUP85","finished",0
"NUP88","finished",0
"NUP93","finished",0
"NUP98","finished",0
"NUPR1","finished",0
"NUPR2","finished",0
"NUS1","finished",0
"NUSAP1","finished",0
"NUTF2","finished",0
"NUTM1","finished",0
"NUTM2A","finished",0
"NUTM2B","finished",0
"NUTM2D","finished",0
"NUTM2E","finished",0
"NUTM2F","finished",0
"NUTM2G","finished",0
"NVL","finished",0
"NWD1","finished",0
"NWD2","finished",0
"NXF1","finished",0
"NXF2","gene_error",0
"NXF2B","gene_error",0
"NXF3","gene_error",0
"NXN","finished",0
"NXNL1","finished",0
"NXNL2","finished",0
"NXPE1","finished",0
"NXPE2","finished",0
"NXPE3","finished",0
"NXPE4","finished",0
"NXPH1","finished",0
"NXPH2","finished",0
"NXPH3","finished",0
"NXPH4","finished",0
"NXT1","finished",0
"NXT2","gene_error",0
"NYAP1","finished",0
