"gene","status","n_tissue_errors"
"PABPC3","finished",0
"PABPC4","finished",0
"PABPC4L","finished",0
"PABPC5","gene_error",0
"PABPN1","finished",0
"PABPN1L","finished",0
"PACRG","finished",0
"PACRGL","finished",0
"PACS1","finished",0
"PACS2","finished",0
"PACSIN1","finished",0
"PACSIN2","finished",0
"PACSIN3","finished",0
"PADI1","finished",0
"PADI2","finished",0
"PADI3","finished",0
"PADI4","finished",0
"PADI6","finished",0
"PAEP","finished",0
"PAF1","finished",0
"PAFAH1B1","finished",0
"PAFAH1B2","finished",0
"PAFAH1B3","finished",0
"PAFAH2","finished",0
"PAG1","finished",0
"PAGE1","gene_error",0
"PAGE2","gene_error",0
"PAGE2B","gene_error",0
"PAGE3","gene_error",0
"PAGE4","gene_error",0
"PAGE5","gene_error",0
"PAGR1","finished",0
"PAH","finished",0
"PAICS","finished",0
"PAIP1","finished",0
"PAIP2","finished",0
"PAIP2B","finished",0
"PAK1","finished",0
"PAK1IP1","finished",0
"PAK2","finished",0
"PAK3","gene_error",0
"PAK4","finished",0
"PAK5","finished",0
"PAK6","finished",0
"PALB2","finished",0
"PALD1","finished",0
"PALLD","finished",0
"PALM","finished",0
"PALM3","finished",0
"PALMD","finished",0
"PAM","finished",0
"PAM16","finished",0
"PAMR1","finished",0
"PAN2","finished",0
"PAN3","finished",0
"PANK1","finished",0
"PANK2","finished",0
"PANK3","finished",0
"PANK4","finished",0
"PANX1","finished",0
"PANX2","finished",0
"PANX3","finished",0
"PAOX","finished",0
"PAPLN","finished",0
"PAPOLA","finished",0
"PAPOLB","finished",0
"PAPOLG","finished",0
"PAPPA","finished",0
"PAPPA2","finished",0
"PAPSS1","finished",0
"PAPSS2","finished",0
"PAQR3","finished",0
"PAQR4","finished",0
"PAQR5","finished",0
"PAQR6","finished",0
"PAQR7","finished",0
"PAQR8","finished",0
"PAQR9","finished",0
"PARD3","finished",0
"PARD3B","finished",0
"PARD6A","finished",0
"PARD6B","finished",0
"PARD6G","finished",0
"PARG","finished",0
"PARK7","finished",0
"PARL","finished",0
"PARM1","finished",0
"PARN","finished",0
"PARP1","finished",0
"PARP10","finished",0
"PARP11","finished",0
"PARP12","finished",0
"PARP14","finished",0
"PARP15","finished",0
"PARP16","finished",0
"PARP2","finished",0
"PARP3","finished",0
"PARP4","finished",0
"PARP6","finished",0
"PARP8","finished",0
