"gene","status","n_tissue_errors"
"BRI3BP","finished",0
"BRICD5","finished",0
"BRINP1","finished",0
"BRINP2","finished",0
"BRINP3","finished",0
"BRIP1","finished",0
"BRIX1","finished",0
"BRK1","finished",0
"BRMS1","finished",0
"BRMS1L","finished",0
"BROX","finished",0
"BRPF1","finished",0
"BRPF3","finished",0
"BRS3","gene_error",0
"BRSK1","finished",0
"BRSK2","finished",0
"BRWD1","finished",0
"BRWD3","gene_error",0
"BSCL2","finished",0
"BSDC1","finished",0
"BSG","finished",0
"BSN","finished",0
"BSND","finished",0
"BSPH1","finished",0
"BSPRY","finished",0
"BST1","finished",0
"BST2","finished",0
"BSX","finished",0
"BTAF1","finished",0
"BTBD1","finished",0
"BTBD10","finished",0
"BTBD11","finished",0
"BTBD16","finished",0
"BTBD17","finished",0
"BTBD18","finished",0
"BTBD19","finished",0
"BTBD2","finished",0
"BTBD3","finished",0
"BTBD6","finished",0
"BTBD7","finished",0
"BTBD8","finished",0
"BTBD9","finished",0
"BTC","finished",0
"BTD","finished",0
"BTF3","finished",0
"BTF3L4","finished",0
"BTG1","finished",0
"BTG2","finished",0
"BTG3","finished",0
"BTG4","finished",0
"BTK","gene_error",0
"BTLA","finished",0
"BTN1A1","finished",0
"BTN2A1","finished",0
"BTN2A2","finished",0
"BTN3A1","finished",0
"BTN3A2","finished",0
"BTN3A3","finished",0
"BTNL2","finished",0
"BTNL3","finished",0
"BTNL8","finished",0
"BTNL9","finished",0
"BTRC","finished",0
"BUB1","finished",0
"BUB1B","finished",0
"BUB3","finished",0
"BUD13","finished",0
"BUD31","finished",0
"BVES","finished",0
"BYSL","finished",0
"BZW1","finished",0
"BZW2","finished",0
"C10orf105","finished",0
"C10orf120","finished",0
"C10orf53","finished",0
"C10orf62","finished",0
"C10orf67","finished",0
"C10orf71","finished",0
"C10orf82","finished",0
"C10orf88","finished",0
"C10orf90","finished",0
"C10orf95","finished",0
"C10orf99","finished",0
"C11orf1","finished",0
"C11orf16","finished",0
"C11orf21","finished",0
"C11orf24","finished",0
"C11orf42","finished",0
"C11orf45","finished",0
"C11orf49","finished",0
"C11orf52","finished",0
"C11orf53","finished",0
"C11orf54","finished",0
"C11orf58","finished",0
"C11orf65","finished",0
"C11orf68","finished",0
"C11orf71","finished",0
"C11orf80","finished",0
"C11orf86","finished",0
"C11orf87","finished",0
