"gene","status","n_tissue_errors"
"CLP1","finished",0
"CLPB","finished",0
"CLPP","finished",0
"CLPS","finished",0
"CLPSL1","finished",0
"CLPSL2","finished",0
"CLPTM1","finished",0
"CLPTM1L","finished",0
"CLPX","finished",0
"CLRN1","finished",0
"CLRN2","finished",0
"CLRN3","finished",0
"CLSPN","finished",0
"CLSTN1","finished",0
"CLSTN2","finished",0
"CLSTN3","finished",0
"CLTA","finished",0
"CLTB","finished",0
"CLTC","finished",0
"CLTCL1","finished",0
"CLU","finished",0
"CLUAP1","finished",0
"CLUH","finished",0
"CLUL1","finished",0
"CLVS1","finished",0
"CLVS2","finished",0
"CLYBL","finished",0
"CMA1","finished",0
"CMAS","finished",0
"CMBL","finished",0
"CMC1","finished",0
"CMC2","finished",0
"CMIP","finished",0
"CMKLR1","finished",0
"CMPK1","finished",0
"CMPK2","finished",0
"CMSS1","finished",0
"CMTM1","finished",0
"CMTM2","finished",0
"CMTM3","finished",0
"CMTM4","finished",0
"CMTM5","finished",0
"CMTM6","finished",0
"CMTM7","finished",0
"CMTM8","finished",0
"CMTR1","finished",0
"CMTR2","finished",0
"CMYA5","finished",0
"CNBD1","finished",0
"CNBD2","finished",0
"CNBP","finished",0
"CNDP1","finished",0
"CNDP2","finished",0
"CNEP1R1","finished",0
"CNFN","finished",0
"CNGA1","finished",0
"CNGA2","gene_error",0
"CNGA3","finished",0
"CNGA4","finished",0
"CNGB1","finished",0
"CNGB3","finished",0
"CNIH1","finished",0
"CNIH2","finished",0
"CNIH3","finished",0
"CNIH4","finished",0
"CNKSR1","finished",0
"CNKSR2","gene_error",0
"CNKSR3","finished",0
"CNMD","finished",0
"CNN1","finished",0
"CNN2","finished",0
"CNN3","finished",0
"CNNM1","finished",0
"CNNM2","finished",0
"CNNM3","finished",0
"CNNM4","finished",0
"CNOT1","finished",0
"CNOT10","finished",0
"CNOT11","finished",0
"CNOT2","finished",0
"CNOT3","finished",0
"CNOT4","finished",0
"CNOT6","finished",0
"CNOT6L","finished",0
"CNOT7","finished",0
"CNOT8","finished",0
"CNOT9","finished",0
"CNP","finished",0
"CNPPD1","finished",0
"CNPY1","finished",0
"CNPY2","finished",0
"CNPY3","finished",0
"CNPY4","finished",0
"CNR1","finished",0
"CNR2","finished",0
"CNRIP1","finished",0
"CNST","finished",0
"CNTD1","finished",0
"CNTF","finished",0
"CNTFR","finished",0
