"gene","status","n_tissue_errors"
"CFAP44","finished",0
"CFAP45","finished",0
"CFAP46","finished",0
"CFAP47","gene_error",0
"CFAP52","finished",0
"CFAP53","finished",0
"CFAP54","finished",0
"CFAP57","finished",0
"CFAP58","finished",0
"CFAP61","finished",0
"CFAP65","finished",0
"CFAP69","finished",0
"CFAP70","finished",0
"CFAP73","finished",0
"CFAP74","finished",0
"CFAP77","finished",0
"CFAP97","finished",0
"CFAP99","finished",0
"CFB","finished",0
"CFC1","finished",0
"CFC1B","finished",0
"CFD","finished",0
"CFDP1","finished",0
"CFH","finished",0
"CFHR1","finished",0
"CFHR2","finished",0
"CFHR3","finished",0
"CFHR4","finished",0
"CFHR5","finished",0
"CFI","finished",0
"CFL1","finished",0
"CFL2","finished",0
"CFLAR","finished",0
"CFP","gene_error",0
"CFTR","finished",0
"CGA","finished",0
"CGB1","finished",0
"CGB2","finished",0
"CGB3","finished",0
"CGB5","finished",0
"CGB7","finished",0
"CGB8","finished",0
"CGGBP1","finished",0
"CGN","finished",0
"CGNL1","finished",0
"CGREF1","finished",0
"CGRRF1","finished",0
"CH25H","finished",0
"CHAC1","finished",0
"CHAC2","finished",0
"CHAD","finished",0
"CHADL","finished",0
"CHAF1A","finished",0
"CHAF1B","finished",0
"CHAMP1","finished",0
"CHAT","finished",0
"CHCHD1","finished",0
"CHCHD10","finished",0
"CHCHD2","finished",0
"CHCHD3","finished",0
"CHCHD4","finished",0
"CHCHD5","finished",0
"CHCHD6","finished",0
"CHCHD7","finished",0
"CHD1","finished",0
"CHD1L","finished",0
"CHD2","finished",0
"CHD3","finished",0
"CHD4","finished",0
"CHD5","finished",0
"CHD6","finished",0
"CHD7","finished",0
"CHD8","finished",0
"CHD9","finished",0
"CHDH","finished",0
"CHEK1","finished",0
"CHEK2","finished",0
"CHERP","finished",0
"CHFR","finished",0
"CHGA","finished",0
"CHGB","finished",0
"CHI3L1","finished",0
"CHI3L2","finished",0
"CHIA","finished",0
"CHIC1","gene_error",0
"CHIC2","finished",0
"CHID1","finished",0
"CHIT1","finished",0
"CHKA","finished",0
"CHKB","finished",0
"CHL1","finished",0
"CHM","gene_error",0
"CHML","finished",0
"CHMP1A","finished",0
"CHMP1B","finished",0
"CHMP2A","finished",0
"CHMP2B","finished",0
"CHMP3","finished",0
"CHMP4A","finished",0
"CHMP4B","finished",0
