"gene","status","n_tissue_errors"
"GPR183","finished",0
"GPR19","finished",0
"GPR20","finished",0
"GPR21","finished",0
"GPR22","finished",0
"GPR25","finished",0
"GPR26","finished",0
"GPR27","finished",0
"GPR3","finished",0
"GPR31","finished",0
"GPR32","finished",0
"GPR33","finished",0
"GPR34","gene_error",0
"GPR35","finished",0
"GPR37","finished",0
"GPR37L1","finished",0
"GPR39","finished",0
"GPR4","finished",0
"GPR42","finished",0
"GPR45","finished",0
"GPR50","gene_error",0
"GPR52","finished",0
"GPR55","finished",0
"GPR6","finished",0
"GPR61","finished",0
"GPR62","finished",0
"GPR63","finished",0
"GPR65","finished",0
"GPR68","finished",0
"GPR75","finished",0
"GPR78","finished",0
"GPR82","gene_error",0
"GPR83","finished",0
"GPR84","finished",0
"GPR85","finished",0
"GPR87","finished",0
"GPR88","finished",0
"GPR89A","finished",0
"GPR89B","finished",0
"GPRASP1","gene_error",0
"GPRASP2","gene_error",0
"GPRC5A","finished",0
"GPRC5B","finished",0
"GPRC5C","finished",0
"GPRC5D","finished",0
"GPRC6A","finished",0
"GPRIN1","finished",0
"GPRIN2","finished",0
"GPRIN3","finished",0
"GPS1","finished",0
"GPS2","finished",0
"GPSM1","finished",0
"GPSM2","finished",0
"GPSM3","finished",0
"GPT","finished",0
"GPT2","finished",0
"GPX1","finished",0
"GPX2","finished",0
"GPX3","finished",0
"GPX4","finished",0
"GPX5","finished",0
"GPX6","finished",0
"GPX7","finished",0
"GPX8","finished",0
"GRAMD1A","finished",0
"GRAMD1B","finished",0
"GRAMD1C","finished",0
"GRAMD4","finished",0
"GRAP","finished",0
"GRAP2","finished",0
"GRAPL","finished",0
"GRB10","finished",0
"GRB14","finished",0
"GRB2","finished",0
"GRB7","finished",0
"GREB1","finished",0
"GREB1L","finished",0
"GREM1","finished",0
"GREM2","finished",0
"GRHL1","finished",0
"GRHL2","finished",0
"GRHL3","finished",0
"GRHPR","finished",0
"GRIA1","finished",0
"GRIA2","finished",0
"GRIA3","gene_error",0
"GRIA4","finished",0
"GRID1","finished",0
"GRID2","finished",0
"GRID2IP","finished",0
"GRIFIN","finished",0
"GRIK1","finished",0
"GRIK2","finished",0
"GRIK3","finished",0
"GRIK4","finished",0
"GRIK5","finished",0
"GRIN1","finished",0
"GRIN2A","finished",0
"GRIN2B","finished",0
"GRIN2C","finished",0
