"gene","status","n_tissue_errors"
"FIZ1","finished",0
"FJX1","finished",0
"FKBP10","finished",0
"FKBP11","finished",0
"FKBP14","finished",0
"FKBP15","finished",0
"FKBP1A","finished",0
"FKBP1B","finished",0
"FKBP1C","finished",0
"FKBP2","finished",0
"FKBP3","finished",0
"FKBP4","finished",0
"FKBP5","finished",0
"FKBP6","finished",0
"FKBP7","finished",0
"FKBP8","finished",0
"FKBP9","finished",0
"FKBPL","finished",0
"FKRP","finished",0
"FKTN","finished",0
"FLAD1","finished",0
"FLCN","finished",0
"FLG","finished",0
"FLG2","finished",0
"FLI1","finished",0
"FLII","finished",0
"FLNA","gene_error",0
"FLNB","finished",0
"FLNC","finished",0
"FLOT1","finished",0
"FLOT2","finished",0
"FLRT1","finished",0
"FLRT2","finished",0
"FLRT3","finished",0
"FLT1","finished",0
"FLT3","finished",0
"FLT3LG","finished",0
"FLT4","finished",0
"FLVCR1","finished",0
"FLVCR2","finished",0
"FLYWCH1","finished",0
"FLYWCH2","finished",0
"FMC1","finished",0
"FMN1","finished",0
"FMN2","finished",0
"FMNL1","finished",0
"FMNL2","finished",0
"FMNL3","finished",0
"FMO1","finished",0
"FMO2","finished",0
"FMO3","finished",0
"FMO4","finished",0
"FMO5","finished",0
"FMOD","finished",0
"FMR1","gene_error",0
"FMR1NB","gene_error",0
"FN1","finished",0
"FN3K","finished",0
"FN3KRP","finished",0
"FNBP1","finished",0
"FNBP1L","finished",0
"FNBP4","finished",0
"FNDC1","finished",0
"FNDC10","finished",0
"FNDC11","finished",0
"FNDC3A","finished",0
"FNDC3B","finished",0
"FNDC4","finished",0
"FNDC5","finished",0
"FNDC7","finished",0
"FNDC8","finished",0
"FNDC9","finished",0
"FNIP1","finished",0
"FNIP2","finished",0
"FNTA","finished",0
"FNTB","finished",0
"FOCAD","finished",0
"FOLH1","finished",0
"FOLR1","finished",0
"FOLR2","finished",0
"FOLR3","finished",0
"FOS","finished",0
"FOSB","finished",0
"FOSL1","finished",0
"FOSL2","finished",0
"FOXA1","finished",0
"FOXA2","finished",0
"FOXA3","finished",0
"FOXB1","finished",0
"FOXB2","finished",0
"FOXC1","finished",0
"FOXC2","finished",0
"FOXD1","finished",0
"FOXD2","finished",0
"FOXD3","finished",0
"FOXD4","finished",0
"FOXD4L1","finished",0
"FOXD4L3","finished",0
"FOXD4L4","finished",0
"FOXD4L5","finished",0
