"gene","status","n_tissue_errors"
"XIRP2","finished",0
"XK","gene_error",0
"XKR3","finished",0
"XKR4","finished",0
"XKR5","finished",0
"XKR6","finished",0
"XKR7","finished",0
"XKR8","finished",0
"XKR9","finished",0
"XKRX","gene_error",0
"XPA","finished",0
"XPC","finished",0
"XPNPEP1","finished",0
"XPNPEP2","gene_error",0
"XPNPEP3","finished",0
"XPO1","finished",0
"XPO4","finished",0
"XPO5","finished",0
"XPO6","finished",0
"XPO7","finished",0
"XPOT","finished",0
"XPR1","finished",0
"XRCC1","finished",0
"XRCC2","finished",0
"XRCC3","finished",0
"XRCC4","finished",0
"XRCC5","finished",0
"XRCC6","finished",0
"XRN1","finished",0
"XRN2","finished",0
"XRRA1","finished",0
"XXYLT1","finished",0
"XYLB","finished",0
"XYLT1","finished",0
"XYLT2","finished",0
"YAF2","finished",0
"YAP1","finished",0
"YARS2","finished",0
"YBEY","finished",0
"YBX1","finished",0
"YBX2","finished",0
"YBX3","finished",0
"YDJC","finished",0
"YEATS2","finished",0
"YEATS4","finished",0
"YES1","finished",0
"YIF1A","finished",0
"YIF1B","finished",0
"YIPF1","finished",0
"YIPF2","finished",0
"YIPF3","finished",0
"YIPF4","finished",0
"YIPF5","finished",0
"YIPF6","gene_error",0
"YIPF7","finished",0
"YJEFN3","finished",0
"YKT6","finished",0
"YLPM1","finished",0
"YME1L1","finished",0
"YOD1","finished",0
"YPEL1","finished",0
"YPEL2","finished",0
"YPEL3","finished",0
"YPEL4","finished",0
"YPEL5","finished",0
"YRDC","finished",0
"YTHDC1","finished",0
"YTHDC2","finished",0
"YTHDF1","finished",0
"YTHDF2","finished",0
"YTHDF3","finished",0
"YWHAB","finished",0
"YWHAE","finished",0
"YWHAG","finished",0
"YWHAH","finished",0
"YWHAQ","finished",0
"YWHAZ","finished",0
"YY1","finished",0
"YY1AP1","finished",0
"YY2","gene_error",0
"Z83844.1","finished",0
"ZACN","finished",0
"ZADH2","finished",0
"ZAN","finished",0
"ZAP70","finished",0
"ZAR1","finished",0
"ZAR1L","finished",0
"ZBBX","finished",0
"ZBED1","gene_error",0
"ZBED2","finished",0
"ZBED3","finished",0
"ZBED4","finished",0
"ZBED5","finished",0
"ZBED6","finished",0
"ZBED6CL","finished",0
"ZBED8","finished",0
"ZBED9","finished",0
"ZBP1","finished",0
"ZBTB1","finished",0
"ZBTB10","finished",0
