"gene","status","n_tissue_errors"
"RCC1","finished",0
"RCC1L","finished",0
"RCC2","finished",0
"RCCD1","finished",0
"RCE1","finished",0
"RCHY1","finished",0
"RCL1","finished",0
"RCN1","finished",0
"RCN2","finished",0
"RCN3","finished",0
"RCOR1","finished",0
"RCOR2","finished",0
"RCOR3","finished",0
"RCSD1","finished",0
"RCVRN","finished",0
"RD3","finished",0
"RD3L","finished",0
"RDH10","finished",0
"RDH11","finished",0
"RDH12","finished",0
"RDH13","finished",0
"RDH14","finished",0
"RDH16","finished",0
"RDH5","finished",0
"RDH8","finished",0
"RDM1","finished",0
"RDX","finished",0
"REC114","finished",0
"REC8","finished",0
"RECK","finished",0
"RECQL","finished",0
"RECQL4","finished",0
"RECQL5","finished",0
"REEP1","finished",0
"REEP2","finished",0
"REEP3","finished",0
"REEP4","finished",0
"REEP5","finished",0
"REEP6","finished",0
"REG1A","finished",0
"REG1B","finished",0
"REG3A","finished",0
"REG3G","finished",0
"REG4","finished",0
"REL","finished",0
"RELA","finished",0
"RELB","finished",0
"RELL1","finished",0
"RELL2","finished",0
"RELN","finished",0
"RELT","finished",0
"REM1","finished",0
"REM2","finished",0
"REN","finished",0
"RENBP","gene_error",0
"REP15","finished",0
"REPIN1","finished",0
"REPS1","finished",0
"REPS2","gene_error",0
"RER1","finished",0
"RERE","finished",0
"RERG","finished",0
"RERGL","finished",0
"RESP18","finished",0
"REST","finished",0
"RET","finished",0
"RETN","finished",0
"RETNLB","finished",0
"RETSAT","finished",0
"REV1","finished",0
"REV3L","finished",0
"REXO1","finished",0
"REXO2","finished",0
"REXO4","finished",0
"RFC1","finished",0
"RFC2","finished",0
"RFC3","finished",0
"RFC4","finished",0
"RFC5","finished",0
"RFESD","finished",0
"RFFL","finished",0
"RFK","finished",0
"RFLNA","finished",0
"RFLNB","finished",0
"RFNG","finished",0
"RFPL1","finished",0
"RFPL2","finished",0
"RFPL3","finished",0
"RFPL4A","finished",0
"RFPL4AL1","finished",0
"RFPL4B","finished",0
"RFT1","finished",0
"RFTN1","finished",0
"RFTN2","finished",0
"RFWD3","finished",0
"RFX1","finished",0
"RFX2","finished",0
"RFX3","finished",0
"RFX4","finished",0
"RFX5","finished",0
