"gene","status","n_tissue_errors"
"HTR7","finished",0
"HTRA1","finished",0
"HTRA2","finished",0
"HTRA3","finished",0
"HTRA4","finished",0
"HTT","finished",0
"HUNK","finished",0
"HUS1","finished",0
"HUS1B","finished",0
"HUWE1","gene_error",0
"HVCN1","finished",0
"HYAL1","finished",0
"HYAL2","finished",0
"HYAL3","finished",0
"HYAL4","finished",0
"HYDIN","finished",0
"HYKK","finished",0
"HYLS1","finished",0
"HYOU1","finished",0
"HYPK","finished",0
"IAH1","finished",0
"IAPP","finished",0
"IARS2","finished",0
"IBA57","finished",0
"IBSP","finished",0
"IBTK","finished",0
"ICA1","finished",0
"ICA1L","finished",0
"ICAM1","finished",0
"ICAM2","finished",0
"ICAM3","finished",0
"ICAM5","finished",0
"ICE1","finished",0
"ICE2","finished",0
"ICMT","finished",0
"ICOS","finished",0
"ICOSLG","finished",0
"ID1","finished",0
"ID2","finished",0
"ID3","finished",0
"ID4","finished",0
"IDE","finished",0
"IDH1","finished",0
"IDH2","finished",0
"IDH3A","finished",0
"IDH3B","finished",0
"IDH3G","gene_error",0
"IDI1","finished",0
"IDI2","finished",0
"IDNK","finished",0
"IDO1","finished",0
"IDO2","finished",0
"IDS","gene_error",0
"IDUA","finished",0
"IER2","finished",0
"IER3","finished",0
"IER3IP1","finished",0
"IER5","finished",0
"IER5L","finished",0
"IFFO1","finished",0
"IFFO2","finished",0
"IFI16","finished",0
"IFI27","finished",0
"IFI27L1","finished",0
"IFI27L2","finished",0
"IFI30","finished",0
"IFI35","finished",0
"IFI44","finished",0
"IFI44L","finished",0
"IFI6","finished",0
"IFIH1","finished",0
"IFIT1","finished",0
"IFIT1B","finished",0
"IFIT2","finished",0
"IFIT3","finished",0
"IFIT5","finished",0
"IFITM1","finished",0
"IFITM10","finished",0
"IFITM2","finished",0
"IFITM3","finished",0
"IFITM5","finished",0
"IFNA1","finished",0
"IFNA10","finished",0
"IFNA13","finished",0
"IFNA14","finished",0
"IFNA16","finished",0
"IFNA17","finished",0
"IFNA2","finished",0
"IFNA21","finished",0
"IFNA4","finished",0
"IFNA5","finished",0
"IFNA6","finished",0
"IFNA7","finished",0
"IFNA8","finished",0
"IFNAR1","finished",0
"IFNAR2","finished",0
"IFNB1","finished",0
"IFNE","finished",0
"IFNG","finished",0
"IFNGR1","finished",0
