"gene","status","n_tissue_errors"
"NYAP2","finished",0
"NYNRIN","finished",0
"NYX","gene_error",0
"OAF","finished",0
"OARD1","finished",0
"OAS1","finished",0
"OAS2","finished",0
"OAS3","finished",0
"OASL","finished",0
"OAT","finished",0
"OAZ1","finished",0
"OAZ2","finished",0
"OAZ3","finished",0
"OBP2A","finished",0
"OBP2B","finished",0
"OBSCN","finished",0
"OBSL1","finished",0
"OC90","finished",0
"OCA2","finished",0
"OCEL1","finished",0
"OCIAD1","finished",0
"OCIAD2","finished",0
"OCLN","finished",0
"OCM","finished",0
"OCM2","finished",0
"OCRL","gene_error",0
"OCSTAMP","finished",0
"ODAM","finished",0
"ODC1","finished",0
"ODF1","finished",0
"ODF2","finished",0
"ODF2L","finished",0
"ODF3","finished",0
"ODF3B","finished",0
"ODF3L1","finished",0
"ODF3L2","finished",0
"ODF4","finished",0
"OFD1","gene_error",0
"OGDH","finished",0
"OGDHL","finished",0
"OGFOD1","finished",0
"OGFOD2","finished",0
"OGFOD3","finished",0
"OGFR","finished",0
"OGFRL1","finished",0
"OGG1","finished",0
"OGN","finished",0
"OGT","gene_error",0
"OIP5","finished",0
"OIT3","finished",0
"OLA1","finished",0
"OLAH","finished",0
"OLFM1","finished",0
"OLFM2","finished",0
"OLFM3","finished",0
"OLFM4","finished",0
"OLFML1","finished",0
"OLFML2A","finished",0
"OLFML2B","finished",0
"OLFML3","finished",0
"OLIG1","finished",0
"OLIG2","finished",0
"OLIG3","finished",0
"OLR1","finished",0
"OMA1","finished",0
"OMD","finished",0
"OMG","finished",0
"OMP","finished",0
"ONECUT1","finished",0
"ONECUT2","finished",0
"ONECUT3","finished",0
"OOEP","finished",0
"OOSP1","finished",0
"OOSP2","finished",0
"OPA1","finished",0
"OPA3","finished",0
"OPALIN","finished",0
"OPCML","finished",0
"OPHN1","gene_error",0
"OPLAH","finished",0
"OPN1LW","gene_error",0
"OPN1MW","gene_error",0
"OPN1MW2","gene_error",0
"OPN1MW3","gene_error",0
"OPN1SW","finished",0
"OPN3","finished",0
"OPN4","finished",0
"OPN5","finished",0
"OPRD1","finished",0
"OPRK1","finished",0
"OPRL1","finished",0
"OPRM1","finished",0
"OPRPN","finished",0
"OPTC","finished",0
"OPTN","finished",0
"OR10A2","finished",0
"OR10A3","finished",0
"OR10A4","finished",0
"OR10A5","finished",0
"OR10A6","finished",0
