"gene","status","n_tissue_errors"
"CLASP2","finished",0
"CLASRP","finished",0
"CLC","finished",0
"CLCA1","finished",0
"CLCA2","finished",0
"CLCA4","finished",0
"CLCC1","finished",0
"CLCF1","finished",0
"CLCN1","finished",0
"CLCN2","finished",0
"CLCN3","finished",0
"CLCN4","gene_error",0
"CLCN5","gene_error",0
"CLCN6","finished",0
"CLCN7","finished",0
"CLCNKA","finished",0
"CLCNKB","finished",0
"CLDN1","finished",0
"CLDN10","finished",0
"CLDN11","finished",0
"CLDN12","finished",0
"CLDN14","finished",0
"CLDN15","finished",0
"CLDN16","finished",0
"CLDN17","finished",0
"CLDN18","finished",0
"CLDN19","finished",0
"CLDN2","gene_error",0
"CLDN20","finished",0
"CLDN23","finished",0
"CLDN24","finished",0
"CLDN25","finished",0
"CLDN3","finished",0
"CLDN34","gene_error",0
"CLDN4","finished",0
"CLDN5","finished",0
"CLDN6","finished",0
"CLDN7","finished",0
"CLDN8","finished",0
"CLDN9","finished",0
"CLDND1","finished",0
"CLDND2","finished",0
"CLEC10A","finished",0
"CLEC11A","finished",0
"CLEC12A","finished",0
"CLEC12B","finished",0
"CLEC14A","finished",0
"CLEC16A","finished",0
"CLEC17A","finished",0
"CLEC18A","finished",0
"CLEC18B","finished",0
"CLEC18C","finished",0
"CLEC19A","finished",0
"CLEC1A","finished",0
"CLEC1B","finished",0
"CLEC20A","finished",0
"CLEC2A","finished",0
"CLEC2B","finished",0
"CLEC2D","finished",0
"CLEC2L","finished",0
"CLEC3A","finished",0
"CLEC3B","finished",0
"CLEC4A","finished",0
"CLEC4C","finished",0
"CLEC4D","finished",0
"CLEC4E","finished",0
"CLEC4F","finished",0
"CLEC4G","finished",0
"CLEC4M","finished",0
"CLEC5A","finished",0
"CLEC6A","finished",0
"CLEC7A","finished",0
"CLEC9A","finished",0
"CLECL1","finished",0
"CLGN","finished",0
"CLHC1","finished",0
"CLIC1","finished",0
"CLIC2","gene_error",0
"CLIC3","finished",0
"CLIC4","finished",0
"CLIC5","finished",0
"CLIC6","finished",0
"CLINT1","finished",0
"CLIP1","finished",0
"CLIP2","finished",0
"CLIP3","finished",0
"CLIP4","finished",0
"CLK1","finished",0
"CLK2","finished",0
"CLK3","finished",0
"CLK4","finished",0
"CLMN","finished",0
"CLMP","finished",0
"CLN3","finished",0
"CLN5","finished",0
"CLN6","finished",0
"CLN8","finished",0
"CLNK","finished",0
"CLNS1A","finished",0
"CLOCK","finished",0
