"gene","status","n_tissue_errors"
"ZNF280C","gene_error",0
"ZNF280D","finished",0
"ZNF281","finished",0
"ZNF282","finished",0
"ZNF283","finished",0
"ZNF284","finished",0
"ZNF285","finished",0
"ZNF286A","finished",0
"ZNF287","finished",0
"ZNF292","finished",0
"ZNF296","finished",0
"ZNF3","finished",0
"ZNF30","finished",0
"ZNF300","finished",0
"ZNF302","finished",0
"ZNF304","finished",0
"ZNF311","finished",0
"ZNF316","finished",0
"ZNF317","finished",0
"ZNF318","finished",0
"ZNF319","finished",0
"ZNF32","finished",0
"ZNF320","finished",0
"ZNF322","finished",0
"ZNF324","finished",0
"ZNF324B","finished",0
"ZNF326","finished",0
"ZNF329","finished",0
"ZNF330","finished",0
"ZNF331","finished",0
"ZNF333","finished",0
"ZNF334","finished",0
"ZNF335","finished",0
"ZNF337","finished",0
"ZNF33A","finished",0
"ZNF33B","finished",0
"ZNF34","finished",0
"ZNF341","finished",0
"ZNF343","finished",0
"ZNF345","finished",0
"ZNF346","finished",0
"ZNF347","finished",0
"ZNF35","finished",0
"ZNF350","finished",0
"ZNF354A","finished",0
"ZNF354B","finished",0
"ZNF354C","finished",0
"ZNF358","finished",0
"ZNF362","finished",0
"ZNF365","finished",0
"ZNF366","finished",0
"ZNF367","finished",0
"ZNF37A","finished",0
"ZNF382","finished",0
"ZNF383","finished",0
"ZNF384","finished",0
"ZNF385A","finished",0
"ZNF385B","finished",0
"ZNF385C","finished",0
"ZNF385D","finished",0
"ZNF391","finished",0
"ZNF394","finished",0
"ZNF395","finished",0
"ZNF396","finished",0
"ZNF397","finished",0
"ZNF398","finished",0
"ZNF404","finished",0
"ZNF407","finished",0
"ZNF408","finished",0
"ZNF41","gene_error",0
"ZNF410","finished",0
"ZNF414","finished",0
"ZNF415","finished",0
"ZNF416","finished",0
"ZNF417","finished",0
"ZNF418","finished",0
"ZNF419","finished",0
"ZNF420","finished",0
"ZNF423","finished",0
"ZNF425","finished",0
"ZNF426","finished",0
"ZNF428","finished",0
"ZNF429","finished",0
"ZNF43","finished",0
"ZNF430","finished",0
"ZNF431","finished",0
"ZNF432","finished",0
"ZNF433","finished",0
"ZNF436","finished",0
"ZNF438","finished",0
"ZNF439","finished",0
"ZNF44","finished",0
"ZNF440","finished",0
"ZNF441","finished",0
"ZNF442","finished",0
"ZNF443","finished",0
"ZNF444","finished",0
"ZNF445","finished",0
"ZNF446","finished",0
"ZNF449","gene_error",0
