"gene","status","n_tissue_errors"
"LRRC38","finished",0
"LRRC39","finished",0
"LRRC3B","finished",0
"LRRC3C","finished",0
"LRRC4","finished",0
"LRRC40","finished",0
"LRRC41","finished",0
"LRRC42","finished",0
"LRRC43","finished",0
"LRRC45","finished",0
"LRRC46","finished",0
"LRRC47","finished",0
"LRRC49","finished",0
"LRRC4B","finished",0
"LRRC4C","finished",0
"LRRC52","finished",0
"LRRC53","finished",0
"LRRC55","finished",0
"LRRC56","finished",0
"LRRC57","finished",0
"LRRC58","finished",0
"LRRC59","finished",0
"LRRC6","finished",0
"LRRC61","finished",0
"LRRC63","finished",0
"LRRC66","finished",0
"LRRC69","finished",0
"LRRC7","finished",0
"LRRC70","finished",0
"LRRC71","finished",0
"LRRC72","finished",0
"LRRC73","finished",0
"LRRC74A","finished",0
"LRRC74B","finished",0
"LRRC75A","finished",0
"LRRC75B","finished",0
"LRRC8A","finished",0
"LRRC8B","finished",0
"LRRC8C","finished",0
"LRRC8D","finished",0
"LRRC8E","finished",0
"LRRC9","finished",0
"LRRCC1","finished",0
"LRRD1","finished",0
"LRRFIP1","finished",0
"LRRFIP2","finished",0
"LRRIQ1","finished",0
"LRRIQ3","finished",0
"LRRIQ4","finished",0
"LRRK1","finished",0
"LRRK2","finished",0
"LRRN1","finished",0
"LRRN2","finished",0
"LRRN3","finished",0
"LRRN4","finished",0
"LRRN4CL","finished",0
"LRRTM1","finished",0
"LRRTM2","finished",0
"LRRTM3","finished",0
"LRRTM4","finished",0
"LRSAM1","finished",0
"LRTM1","finished",0
"LRTM2","finished",0
"LRTOMT","finished",0
"LRWD1","finished",0
"LSAMP","finished",0
"LSG1","finished",0
"LSM1","finished",0
"LSM10","finished",0
"LSM11","finished",0
"LSM12","finished",0
"LSM14A","finished",0
"LSM14B","finished",0
"LSM2","finished",0
"LSM3","finished",0
"LSM4","finished",0
"LSM5","finished",0
"LSM6","finished",0
"LSM7","finished",0
"LSM8","finished",0
"LSMEM1","finished",0
"LSMEM2","finished",0
"LSP1","finished",0
"LSR","finished",0
"LSS","finished",0
"LST1","finished",0
"LTA","finished",0
"LTA4H","finished",0
"LTB","finished",0
"LTB4R","finished",0
"LTB4R2","finished",0
"LTBP1","finished",0
"LTBP2","finished",0
"LTBP3","finished",0
"LTBP4","finished",0
"LTBR","finished",0
"LTF","finished",0
"LTK","finished",0
"LTN1","finished",0
"LTV1","finished",0
