"gene","status","n_tissue_errors"
"KDM3B","finished",0
"KDM4A","finished",0
"KDM4B","finished",0
"KDM4C","finished",0
"KDM4D","finished",0
"KDM4E","finished",0
"KDM4F","finished",0
"KDM5A","finished",0
"KDM5B","finished",0
"KDM5C","gene_error",0
"KDM5D","gene_error",0
"KDM6A","gene_error",0
"KDM6B","finished",0
"KDM7A","finished",0
"KDM8","finished",0
"KDR","finished",0
"KDSR","finished",0
"KEAP1","finished",0
"KEL","finished",0
"KERA","finished",0
"KHDC1","finished",0
"KHDC1L","finished",0
"KHDC3L","finished",0
"KHDRBS1","finished",0
"KHDRBS2","finished",0
"KHDRBS3","finished",0
"KHK","finished",0
"KHNYN","finished",0
"KHSRP","finished",0
"KIAA0040","finished",0
"KIAA0100","finished",0
"KIAA0232","finished",0
"KIAA0319","finished",0
"KIAA0319L","finished",0
"KIAA0408","finished",0
"KIAA0513","finished",0
"KIAA0586","finished",0
"KIAA0753","finished",0
"KIAA0825","finished",0
"KIAA0895","finished",0
"KIAA0895L","finished",0
"KIAA0930","finished",0
"KIAA1109","finished",0
"KIAA1143","finished",0
"KIAA1191","finished",0
"KIAA1210","gene_error",0
"KIAA1217","finished",0
"KIAA1328","finished",0
"KIAA1522","finished",0
"KIAA1549","finished",0
"KIAA1549L","finished",0
"KIAA1586","finished",0
"KIAA1614","finished",0
"KIAA1671","finished",0
"KIAA1755","finished",0
"KIAA1841","finished",0
"KIAA1958","finished",0
"KIAA2012","finished",0
"KIAA2013","finished",0
"KIAA2026","finished",0
"KIDINS220","finished",0
"KIF11","finished",0
"KIF12","finished",0
"KIF13A","finished",0
"KIF13B","finished",0
"KIF14","finished",0
"KIF15","finished",0
"KIF16B","finished",0
"KIF17","finished",0
"KIF18A","finished",0
"KIF18B","finished",0
"KIF19","finished",0
"KIF1A","finished",0
"KIF1B","finished",0
"KIF1C","finished",0
"KIF20A","finished",0
"KIF20B","finished",0
"KIF21A","finished",0
"KIF21B","finished",0
"KIF22","finished",0
"KIF23","finished",0
"KIF24","finished",0
"KIF25","finished",0
"KIF26A","finished",0
"KIF26B","finished",0
"KIF27","finished",0
"KIF2A","finished",0
"KIF2B","finished",0
"KIF2C","finished",0
"KIF3A","finished",0
"KIF3B","finished",0
"KIF3C","finished",0
"KIF4A","gene_error",0
"KIF4B","finished",0
"KIF5A","finished",0
"KIF5B","finished",0
"KIF5C","finished",0
"KIF6","finished",0
"KIF7","finished",0
"KIF9","finished",0
