"gene","status","n_tissue_errors"
"CAPN1","finished",0
"CAPN10","finished",0
"CAPN11","finished",0
"CAPN12","finished",0
"CAPN13","finished",0
"CAPN14","finished",0
"CAPN15","finished",0
"CAPN2","finished",0
"CAPN3","finished",0
"CAPN5","finished",0
"CAPN6","gene_error",0
"CAPN7","finished",0
"CAPN8","finished",0
"CAPN9","finished",0
"CAPNS1","finished",0
"CAPNS2","finished",0
"CAPRIN1","finished",0
"CAPRIN2","finished",0
"CAPS","finished",0
"CAPS2","finished",0
"CAPSL","finished",0
"CAPZA1","finished",0
"CAPZA2","finished",0
"CAPZA3","finished",0
"CAPZB","finished",0
"CARD10","finished",0
"CARD11","finished",0
"CARD14","finished",0
"CARD18","finished",0
"CARD19","finished",0
"CARD6","finished",0
"CARD8","finished",0
"CARD9","finished",0
"CARF","finished",0
"CARHSP1","finished",0
"CARM1","finished",0
"CARMIL1","finished",0
"CARMIL2","finished",0
"CARMIL3","finished",0
"CARNMT1","finished",0
"CARNS1","finished",0
"CARS2","finished",0
"CARTPT","finished",0
"CASC3","finished",0
"CASD1","finished",0
"CASK","gene_error",0
"CASKIN1","finished",0
"CASKIN2","finished",0
"CASP1","finished",0
"CASP10","finished",0
"CASP14","finished",0
"CASP2","finished",0
"CASP3","finished",0
"CASP4","finished",0
"CASP5","finished",0
"CASP6","finished",0
"CASP7","finished",0
"CASP8","finished",0
"CASP8AP2","finished",0
"CASP9","finished",0
"CASQ1","finished",0
"CASQ2","finished",0
"CASR","finished",0
"CASS4","finished",0
"CAST","finished",0
"CASZ1","finished",0
"CAT","finished",0
"CATIP","finished",0
"CATSPER1","finished",0
"CATSPER2","finished",0
"CATSPER3","finished",0
"CATSPER4","finished",0
"CATSPERB","finished",0
"CATSPERD","finished",0
"CATSPERG","finished",0
"CAV1","finished",0
"CAV2","finished",0
"CAV3","finished",0
"CBARP","finished",0
"CBFA2T2","finished",0
"CBFA2T3","finished",0
"CBFB","finished",0
"CBL","finished",0
"CBLB","finished",0
"CBLC","finished",0
"CBLL1","finished",0
"CBLN1","finished",0
"CBLN2","finished",0
"CBLN3","finished",0
"CBLN4","finished",0
"CBR1","finished",0
"CBR3","finished",0
"CBR4","finished",0
"CBS","finished",0
"CBSL","finished",0
"CBWD1","finished",0
"CBWD2","finished",0
"CBWD3","finished",0
"CBWD5","finished",0
"CBX1","finished",0
