"gene","status","n_tissue_errors"
"LCE3C","finished",0
"LCE3D","finished",0
"LCE3E","finished",0
"LCE4A","finished",0
"LCE5A","finished",0
"LCE6A","finished",0
"LCK","finished",0
"LCLAT1","finished",0
"LCMT1","finished",0
"LCMT2","finished",0
"LCN1","finished",0
"LCN10","finished",0
"LCN12","finished",0
"LCN15","finished",0
"LCN2","finished",0
"LCN6","finished",0
"LCN8","finished",0
"LCN9","finished",0
"LCNL1","finished",0
"LCOR","finished",0
"LCORL","finished",0
"LCP1","finished",0
"LCP2","finished",0
"LCT","finished",0
"LCTL","finished",0
"LDAH","finished",0
"LDB1","finished",0
"LDB2","finished",0
"LDB3","finished",0
"LDHA","finished",0
"LDHAL6A","finished",0
"LDHAL6B","finished",0
"LDHB","finished",0
"LDHC","finished",0
"LDHD","finished",0
"LDLR","finished",0
"LDLRAD1","finished",0
"LDLRAD2","finished",0
"LDLRAD3","finished",0
"LDLRAD4","finished",0
"LDLRAP1","finished",0
"LDOC1","gene_error",0
"LEAP2","finished",0
"LECT2","finished",0
"LEF1","finished",0
"LEFTY1","finished",0
"LEFTY2","finished",0
"LEKR1","finished",0
"LELP1","finished",0
"LEMD1","finished",0
"LEMD2","finished",0
"LEMD3","finished",0
"LENEP","finished",0
"LENG1","finished",0
"LENG8","finished",0
"LENG9","finished",0
"LEO1","finished",0
"LEP","finished",0
"LEPR","finished",0
"LEPROT","finished",0
"LEPROTL1","finished",0
"LETM1","finished",0
"LETM2","finished",0
"LETMD1","finished",0
"LEUTX","finished",0
"LEXM","finished",0
"LFNG","finished",0
"LGALS1","finished",0
"LGALS12","finished",0
"LGALS13","finished",0
"LGALS14","finished",0
"LGALS16","finished",0
"LGALS2","finished",0
"LGALS3","finished",0
"LGALS3BP","finished",0
"LGALS4","finished",0
"LGALS7","finished",0
"LGALS7B","finished",0
"LGALS8","finished",0
"LGALS9","finished",0
"LGALS9B","finished",0
"LGALS9C","finished",0
"LGALSL","finished",0
"LGI1","finished",0
"LGI2","finished",0
"LGI3","finished",0
"LGI4","finished",0
"LGMN","finished",0
"LGR4","finished",0
"LGR5","finished",0
"LGR6","finished",0
"LGSN","finished",0
"LHB","finished",0
"LHCGR","finished",0
"LHFPL1","gene_error",0
"LHFPL2","finished",0
"LHFPL3","finished",0
"LHFPL4","finished",0
"LHFPL5","finished",0
"LHPP","finished",0
