"gene","status","n_tissue_errors"
"PARP9","finished",0
"PARPBP","finished",0
"PARS2","finished",0
"PARVA","finished",0
"PARVB","finished",0
"PARVG","finished",0
"PASD1","gene_error",0
"PASK","finished",0
"PATE1","finished",0
"PATE2","finished",0
"PATE3","finished",0
"PATE4","finished",0
"PATJ","finished",0
"PATL1","finished",0
"PATL2","finished",0
"PATZ1","finished",0
"PAWR","finished",0
"PAX1","finished",0
"PAX2","finished",0
"PAX3","finished",0
"PAX4","finished",0
"PAX5","finished",0
"PAX6","finished",0
"PAX7","finished",0
"PAX8","finished",0
"PAX9","finished",0
"PAXBP1","finished",0
"PAXIP1","finished",0
"PBDC1","gene_error",0
"PBK","finished",0
"PBLD","finished",0
"PBOV1","finished",0
"PBRM1","finished",0
"PBX1","finished",0
"PBX2","finished",0
"PBX3","finished",0
"PBX4","finished",0
"PBXIP1","finished",0
"PC","finished",0
"PCBD1","finished",0
"PCBD2","finished",0
"PCBP1","finished",0
"PCBP2","finished",0
"PCBP3","finished",0
"PCBP4","finished",0
"PCCA","finished",0
"PCCB","finished",0
"PCDH1","finished",0
"PCDH10","finished",0
"PCDH11X","gene_error",0
"PCDH11Y","gene_error",0
"PCDH12","finished",0
"PCDH15","finished",0
"PCDH17","finished",0
"PCDH18","finished",0
"PCDH19","gene_error",0
"PCDH20","finished",0
"PCDH7","finished",0
"PCDH8","finished",0
"PCDH9","finished",0
"PCDHA1","finished",0
"PCDHA10","finished",0
"PCDHA11","finished",0
"PCDHA12","finished",0
"PCDHA13","finished",0
"PCDHA2","finished",0
"PCDHA3","finished",0
"PCDHA4","finished",0
"PCDHA5","finished",0
"PCDHA6","finished",0
"PCDHA7","finished",0
"PCDHA8","finished",0
"PCDHA9","finished",0
"PCDHAC1","finished",0
"PCDHAC2","finished",0
"PCDHB1","finished",0
"PCDHB10","finished",0
"PCDHB11","finished",0
"PCDHB12","finished",0
"PCDHB13","finished",0
"PCDHB14","finished",0
"PCDHB15","finished",0
"PCDHB16","finished",0
"PCDHB2","finished",0
"PCDHB3","finished",0
"PCDHB4","finished",0
"PCDHB5","finished",0
"PCDHB6","finished",0
"PCDHB7","finished",0
"PCDHB8","finished",0
"PCDHB9","finished",0
"PCDHGA1","finished",0
"PCDHGA10","finished",0
"PCDHGA11","finished",0
"PCDHGA12","finished",0
"PCDHGA2","finished",0
"PCDHGA3","finished",0
"PCDHGA4","finished",0
"PCDHGA5","finished",0
"PCDHGA6","finished",0
