"gene","status","n_tissue_errors"
"FCRLB","finished",0
"FDCSP","finished",0
"FDFT1","finished",0
"FDPS","finished",0
"FDX1","finished",0
"FDX2","finished",0
"FDXACB1","finished",0
"FDXR","finished",0
"FECH","finished",0
"FEM1A","finished",0
"FEM1B","finished",0
"FEM1C","finished",0
"FEN1","finished",0
"FER","finished",0
"FER1L5","finished",0
"FER1L6","finished",0
"FERD3L","finished",0
"FERMT1","finished",0
"FERMT2","finished",0
"FERMT3","finished",0
"FES","finished",0
"FETUB","finished",0
"FEV","finished",0
"FEZ1","finished",0
"FEZ2","finished",0
"FEZF1","finished",0
"FEZF2","finished",0
"FFAR1","finished",0
"FFAR2","finished",0
"FFAR3","finished",0
"FFAR4","finished",0
"FGA","finished",0
"FGB","finished",0
"FGD1","gene_error",0
"FGD2","finished",0
"FGD3","finished",0
"FGD4","finished",0
"FGD5","finished",0
"FGD6","finished",0
"FGF1","finished",0
"FGF10","finished",0
"FGF11","finished",0
"FGF12","finished",0
"FGF13","gene_error",0
"FGF14","finished",0
"FGF16","gene_error",0
"FGF17","finished",0
"FGF18","finished",0
"FGF19","finished",0
"FGF2","finished",0
"FGF20","finished",0
"FGF21","finished",0
"FGF22","finished",0
"FGF23","finished",0
"FGF3","finished",0
"FGF4","finished",0
"FGF5","finished",0
"FGF6","finished",0
"FGF7","finished",0
"FGF8","finished",0
"FGF9","finished",0
"FGFBP1","finished",0
"FGFBP2","finished",0
"FGFBP3","finished",0
"FGFR1","finished",0
"FGFR1OP2","finished",0
"FGFR2","finished",0
"FGFR3","finished",0
"FGFR4","finished",0
"FGFRL1","finished",0
"FGG","finished",0
"FGGY","finished",0
"FGL1","finished",0
"FGL2","finished",0
"FGR","finished",0
"FH","finished",0
"FHAD1","finished",0
"FHDC1","finished",0
"FHIT","finished",0
"FHL1","gene_error",0
"FHL2","finished",0
"FHL3","finished",0
"FHL5","finished",0
"FHOD1","finished",0
"FHOD3","finished",0
"FIBCD1","finished",0
"FIBIN","finished",0
"FIBP","finished",0
"FICD","finished",0
"FIG4","finished",0
"FIGLA","finished",0
"FIGN","finished",0
"FIGNL1","finished",0
"FIGNL2","finished",0
"FILIP1","finished",0
"FILIP1L","finished",0
"FIP1L1","finished",0
"FIS1","finished",0
"FITM1","finished",0
"FITM2","finished",0
