"gene","status","n_tissue_errors"
"FAM50A","gene_error",0
"FAM50B","finished",0
"FAM53A","finished",0
"FAM53B","finished",0
"FAM53C","finished",0
"FAM71A","finished",0
"FAM71B","finished",0
"FAM71C","finished",0
"FAM71D","finished",0
"FAM71E1","finished",0
"FAM71E2","finished",0
"FAM71F1","finished",0
"FAM71F2","finished",0
"FAM72A","finished",0
"FAM72B","finished",0
"FAM72C","finished",0
"FAM72D","finished",0
"FAM76A","finished",0
"FAM76B","finished",0
"FAM78A","finished",0
"FAM78B","finished",0
"FAM81A","finished",0
"FAM81B","finished",0
"FAM83A","finished",0
"FAM83B","finished",0
"FAM83C","finished",0
"FAM83D","finished",0
"FAM83E","finished",0
"FAM83F","finished",0
"FAM83G","finished",0
"FAM83H","finished",0
"FAM86B1","finished",0
"FAM86B2","finished",0
"FAM89A","finished",0
"FAM89B","finished",0
"FAM8A1","finished",0
"FAM90A1","finished",0
"FAM90A10P","finished",0
"FAM90A14P","finished",0
"FAM90A16P","finished",0
"FAM90A17P","finished",0
"FAM90A18P","finished",0
"FAM90A19P","finished",0
"FAM90A22P","finished",0
"FAM90A23P","finished",0
"FAM90A26","finished",0
"FAM90A7P","finished",0
"FAM90A8P","finished",0
"FAM90A9P","finished",0
"FAM91A1","finished",0
"FAM95C","finished",0
"FAM98A","finished",0
"FAM98B","finished",0
"FAM98C","finished",0
"FAM9A","gene_error",0
"FAM9B","gene_error",0
"FAM9C","gene_error",0
"FAN1","finished",0
"FANCA","finished",0
"FANCB","gene_error",0
"FANCC","finished",0
"FANCD2","finished",0
"FANCD2OS","finished",0
"FANCE","finished",0
"FANCF","finished",0
"FANCG","finished",0
"FANCI","finished",0
"FANCL","finished",0
"FANCM","finished",0
"FANK1","finished",0
"FAP","finished",0
"FAR1","finished",0
"FAR2","finished",0
"FARP1","finished",0
"FARP2","finished",0
"FARS2","finished",0
"FARSA","finished",0
"FARSB","finished",0
"FAS","finished",0
"FASLG","finished",0
"FASN","finished",0
"FASTK","finished",0
"FASTKD1","finished",0
"FASTKD2","finished",0
"FASTKD3","finished",0
"FASTKD5","finished",0
"FAT1","finished",0
"FAT2","finished",0
"FAT3","finished",0
"FAT4","finished",0
"FATE1","gene_error",0
"FAU","finished",0
"FAXC","finished",0
"FAXDC2","finished",0
"FBF1","finished",0
"FBL","finished",0
"FBLIM1","finished",0
"FBLL1","finished",0
"FBLN1","finished",0
"FBLN2","finished",0
