"gene","status","n_tissue_errors"
"OSBPL11","finished",0
"OSBPL1A","finished",0
"OSBPL2","finished",0
"OSBPL3","finished",0
"OSBPL5","finished",0
"OSBPL6","finished",0
"OSBPL7","finished",0
"OSBPL8","finished",0
"OSBPL9","finished",0
"OSCAR","finished",0
"OSCP1","finished",0
"OSER1","finished",0
"OSGEP","finished",0
"OSGEPL1","finished",0
"OSGIN1","finished",0
"OSGIN2","finished",0
"OSM","finished",0
"OSMR","finished",0
"OSR1","finished",0
"OSR2","finished",0
"OST4","finished",0
"OSTC","finished",0
"OSTF1","finished",0
"OSTM1","finished",0
"OSTN","finished",0
"OTC","gene_error",0
"OTOA","finished",0
"OTOF","finished",0
"OTOG","finished",0
"OTOGL","finished",0
"OTOL1","finished",0
"OTOP1","finished",0
"OTOP2","finished",0
"OTOP3","finished",0
"OTOR","finished",0
"OTOS","finished",0
"OTP","finished",0
"OTUB1","finished",0
"OTUB2","finished",0
"OTUD1","finished",0
"OTUD3","finished",0
"OTUD4","finished",0
"OTUD5","gene_error",0
"OTUD6A","gene_error",0
"OTUD6B","finished",0
"OTUD7A","finished",0
"OTUD7B","finished",0
"OTULIN","finished",0
"OTX1","finished",0
"OTX2","finished",0
"OVCH1","finished",0
"OVCH2","finished",0
"OVGP1","finished",0
"OVOL1","finished",0
"OVOL2","finished",0
"OVOL3","finished",0
"OXA1L","finished",0
"OXCT1","finished",0
"OXCT2","finished",0
"OXER1","finished",0
"OXGR1","finished",0
"OXLD1","finished",0
"OXNAD1","finished",0
"OXR1","finished",0
"OXSM","finished",0
"OXSR1","finished",0
"OXT","finished",0
"OXTR","finished",0
"P2RX1","finished",0
"P2RX2","finished",0
"P2RX3","finished",0
"P2RX4","finished",0
"P2RX5","finished",0
"P2RX6","finished",0
"P2RX7","finished",0
"P2RY1","finished",0
"P2RY10","gene_error",0
"P2RY11","finished",0
"P2RY12","finished",0
"P2RY13","finished",0
"P2RY14","finished",0
"P2RY2","finished",0
"P2RY4","gene_error",0
"P2RY6","finished",0
"P2RY8","gene_error",0
"P3H1","finished",0
"P3H2","finished",0
"P3H3","finished",0
"P3H4","finished",0
"P4HA1","finished",0
"P4HA2","finished",0
"P4HA3","finished",0
"P4HB","finished",0
"P4HTM","finished",0
"PA2G4","finished",0
"PAAF1","finished",0
"PABPC1","finished",0
"PABPC1L","finished",0
"PABPC1L2A","gene_error",0
"PABPC1L2B","gene_error",0
