"gene","status","n_tissue_errors"
"TBC1D12","finished",0
"TBC1D13","finished",0
"TBC1D14","finished",0
"TBC1D15","finished",0
"TBC1D16","finished",0
"TBC1D17","finished",0
"TBC1D19","finished",0
"TBC1D2","finished",0
"TBC1D20","finished",0
"TBC1D21","finished",0
"TBC1D22A","finished",0
"TBC1D22B","finished",0
"TBC1D23","finished",0
"TBC1D24","finished",0
"TBC1D25","gene_error",0
"TBC1D26","finished",0
"TBC1D28","finished",0
"TBC1D2B","finished",0
"TBC1D3","finished",0
"TBC1D30","finished",0
"TBC1D31","finished",0
"TBC1D32","finished",0
"TBC1D3B","finished",0
"TBC1D3C","finished",0
"TBC1D3D","finished",0
"TBC1D3E","finished",0
"TBC1D3F","finished",0
"TBC1D3G","finished",0
"TBC1D3H","finished",0
"TBC1D3I","finished",0
"TBC1D3K","finished",0
"TBC1D3L","finished",0
"TBC1D4","finished",0
"TBC1D5","finished",0
"TBC1D7","finished",0
"TBC1D8","finished",0
"TBC1D8B","gene_error",0
"TBC1D9","finished",0
"TBC1D9B","finished",0
"TBCA","finished",0
"TBCB","finished",0
"TBCC","finished",0
"TBCCD1","finished",0
"TBCD","finished",0
"TBCE","finished",0
"TBCEL","finished",0
"TBCK","finished",0
"TBK1","finished",0
"TBKBP1","finished",0
"TBL1X","gene_error",0
"TBL1XR1","finished",0
"TBL1Y","gene_error",0
"TBL2","finished",0
"TBL3","finished",0
"TBP","finished",0
"TBPL1","finished",0
"TBPL2","finished",0
"TBR1","finished",0
"TBRG1","finished",0
"TBRG4","finished",0
"TBX1","finished",0
"TBX10","finished",0
"TBX15","finished",0
"TBX18","finished",0
"TBX19","finished",0
"TBX2","finished",0
"TBX20","finished",0
"TBX21","finished",0
"TBX22","gene_error",0
"TBX3","finished",0
"TBX4","finished",0
"TBX5","finished",0
"TBX6","finished",0
"TBXA2R","finished",0
"TBXAS1","finished",0
"TC2N","finished",0
"TCAF1","finished",0
"TCAF2","finished",0
"TCAIM","finished",0
"TCAP","finished",0
"TCEA1","finished",0
"TCEA2","finished",0
"TCEA3","finished",0
"TCEAL1","gene_error",0
"TCEAL2","gene_error",0
"TCEAL3","gene_error",0
"TCEAL4","gene_error",0
"TCEAL5","gene_error",0
"TCEAL6","gene_error",0
"TCEAL7","gene_error",0
"TCEAL8","gene_error",0
"TCEAL9","gene_error",0
"TCEANC","gene_error",0
"TCEANC2","finished",0
"TCERG1","finished",0
"TCERG1L","finished",0
"TCF12","finished",0
"TCF15","finished",0
"TCF19","finished",0
"TCF20","finished",0
