"gene","status","n_tissue_errors"
"FUBP1","finished",0
"FUBP3","finished",0
"FUCA1","finished",0
"FUCA2","finished",0
"FUNDC1","gene_error",0
"FUNDC2","gene_error",0
"FUOM","finished",0
"FURIN","finished",0
"FUS","finished",0
"FUT1","finished",0
"FUT10","finished",0
"FUT11","finished",0
"FUT2","finished",0
"FUT3","finished",0
"FUT4","finished",0
"FUT5","finished",0
"FUT6","finished",0
"FUT7","finished",0
"FUT8","finished",0
"FUT9","finished",0
"FUZ","finished",0
"FXN","finished",0
"FXR1","finished",0
"FXR2","finished",0
"FXYD1","finished",0
"FXYD2","finished",0
"FXYD3","finished",0
"FXYD4","finished",0
"FXYD5","finished",0
"FXYD6","finished",0
"FXYD7","finished",0
"FYCO1","finished",0
"FYN","finished",0
"FYTTD1","finished",0
"FZD1","finished",0
"FZD10","finished",0
"FZD2","finished",0
"FZD3","finished",0
"FZD4","finished",0
"FZD5","finished",0
"FZD6","finished",0
"FZD7","finished",0
"FZD8","finished",0
"FZD9","finished",0
"FZR1","finished",0
"G0S2","finished",0
"G2E3","finished",0
"G3BP1","finished",0
"G3BP2","finished",0
"G6PC","finished",0
"G6PC2","finished",0
"G6PC3","finished",0
"G6PD","gene_error",0
"GAA","finished",0
"GAB1","finished",0
"GAB2","finished",0
"GAB3","gene_error",0
"GABARAP","finished",0
"GABARAPL1","finished",0
"GABARAPL2","finished",0
"GABBR1","finished",0
"GABBR2","finished",0
"GABPA","finished",0
"GABPB1","finished",0
"GABPB2","finished",0
"GABRA1","finished",0
"GABRA2","finished",0
"GABRA3","gene_error",0
"GABRA4","finished",0
"GABRA5","finished",0
"GABRA6","finished",0
"GABRB1","finished",0
"GABRB2","finished",0
"GABRB3","finished",0
"GABRD","finished",0
"GABRE","gene_error",0
"GABRG1","finished",0
"GABRG2","finished",0
"GABRG3","finished",0
"GABRP","finished",0
"GABRQ","gene_error",0
"GABRR1","finished",0
"GABRR2","finished",0
"GABRR3","finished",0
"GAD1","finished",0
"GAD2","finished",0
"GADD45A","finished",0
"GADD45B","finished",0
"GADD45G","finished",0
"GADD45GIP1","finished",0
"GADL1","finished",0
"GAGE1","gene_error",0
"GAGE10","gene_error",0
"GAGE12B","gene_error",0
"GAGE12C","gene_error",0
"GAGE12D","gene_error",0
"GAGE12E","gene_error",0
"GAGE12F","gene_error",0
"GAGE12G","gene_error",0
"GAGE12H","gene_error",0
