"gene","status","n_tissue_errors"
"PMP22","finished",0
"PMPCA","finished",0
"PMPCB","finished",0
"PMS1","finished",0
"PMS2","finished",0
"PMVK","finished",0
"PNCK","gene_error",0
"PNISR","finished",0
"PNKD","finished",0
"PNKP","finished",0
"PNLDC1","finished",0
"PNLIP","finished",0
"PNLIPRP1","finished",0
"PNLIPRP3","finished",0
"PNMA1","finished",0
"PNMA2","finished",0
"PNMA3","gene_error",0
"PNMA5","gene_error",0
"PNMA6A","gene_error",0
"PNMT","finished",0
"PNN","finished",0
"PNO1","finished",0
"PNOC","finished",0
"PNP","finished",0
"PNPLA1","finished",0
"PNPLA2","finished",0
"PNPLA3","finished",0
"PNPLA4","gene_error",0
"PNPLA5","finished",0
"PNPLA6","finished",0
"PNPLA7","finished",0
"PNPLA8","finished",0
"PNPO","finished",0
"PNPT1","finished",0
"PNRC1","finished",0
"PNRC2","finished",0
"POC1A","finished",0
"POC1B","finished",0
"POC5","finished",0
"PODN","finished",0
"PODNL1","finished",0
"PODXL","finished",0
"PODXL2","finished",0
"POF1B","gene_error",0
"POFUT1","finished",0
"POFUT2","finished",0
"POGK","finished",0
"POGLUT1","finished",0
"POGZ","finished",0
"POLA1","gene_error",0
"POLA2","finished",0
"POLB","finished",0
"POLD1","finished",0
"POLD2","finished",0
"POLD3","finished",0
"POLD4","finished",0
"POLDIP2","finished",0
"POLDIP3","finished",0
"POLE","finished",0
"POLE2","finished",0
"POLE3","finished",0
"POLE4","finished",0
"POLG","finished",0
"POLG2","finished",0
"POLH","finished",0
"POLI","finished",0
"POLK","finished",0
"POLL","finished",0
"POLM","finished",0
"POLN","finished",0
"POLQ","finished",0
"POLR1A","finished",0
"POLR1B","finished",0
"POLR1C","finished",0
"POLR1D","finished",0
"POLR1E","finished",0
"POLR2A","finished",0
"POLR2B","finished",0
"POLR2C","finished",0
"POLR2D","finished",0
"POLR2E","finished",0
"POLR2F","finished",0
"POLR2G","finished",0
"POLR2H","finished",0
"POLR2I","finished",0
"POLR2J","finished",0
"POLR2J2","finished",0
"POLR2J3","finished",0
"POLR2K","finished",0
"POLR2L","finished",0
"POLR2M","finished",0
"POLR3A","finished",0
"POLR3B","finished",0
"POLR3C","finished",0
"POLR3D","finished",0
"POLR3E","finished",0
"POLR3F","finished",0
"POLR3G","finished",0
"POLR3GL","finished",0
"POLR3H","finished",0
