"gene","status","n_tissue_errors"
"RUSC1","finished",0
"RUSC2","finished",0
"RUVBL1","finished",0
"RUVBL2","finished",0
"RWDD1","finished",0
"RWDD2A","finished",0
"RWDD2B","finished",0
"RWDD3","finished",0
"RWDD4","finished",0
"RXFP1","finished",0
"RXFP2","finished",0
"RXFP3","finished",0
"RXFP4","finished",0
"RXRA","finished",0
"RXRB","finished",0
"RXRG","finished",0
"RYBP","finished",0
"RYK","finished",0
"RYR1","finished",0
"RYR2","finished",0
"RYR3","finished",0
"S100A1","finished",0
"S100A10","finished",0
"S100A11","finished",0
"S100A12","finished",0
"S100A13","finished",0
"S100A14","finished",0
"S100A16","finished",0
"S100A2","finished",0
"S100A3","finished",0
"S100A4","finished",0
"S100A5","finished",0
"S100A6","finished",0
"S100A7","finished",0
"S100A7A","finished",0
"S100A7L2","finished",0
"S100A8","finished",0
"S100A9","finished",0
"S100B","finished",0
"S100G","gene_error",0
"S100P","finished",0
"S100PBP","finished",0
"S100Z","finished",0
"S1PR1","finished",0
"S1PR2","finished",0
"S1PR3","finished",0
"S1PR4","finished",0
"S1PR5","finished",0
"SAA1","finished",0
"SAA2","finished",0
"SAA4","finished",0
"SAAL1","finished",0
"SAC3D1","finished",0
"SACM1L","finished",0
"SACS","finished",0
"SAE1","finished",0
"SAFB","finished",0
"SAFB2","finished",0
"SAG","finished",0
"SAGE1","gene_error",0
"SALL1","finished",0
"SALL2","finished",0
"SALL3","finished",0
"SALL4","finished",0
"SAMD1","finished",0
"SAMD10","finished",0
"SAMD11","finished",0
"SAMD12","finished",0
"SAMD13","finished",0
"SAMD14","finished",0
"SAMD15","finished",0
"SAMD3","finished",0
"SAMD4A","finished",0
"SAMD4B","finished",0
"SAMD5","finished",0
"SAMD7","finished",0
"SAMD8","finished",0
"SAMD9","finished",0
"SAMD9L","finished",0
"SAMHD1","finished",0
"SAMM50","finished",0
"SAMSN1","finished",0
"SAP130","finished",0
"SAP18","finished",0
"SAP25","finished",0
"SAP30","finished",0
"SAP30BP","finished",0
"SAP30L","finished",0
"SAPCD1","finished",0
"SAPCD2","finished",0
"SAR1A","finished",0
"SAR1B","finished",0
"SARAF","finished",0
"SARDH","finished",0
"SARM1","finished",0
"SARNP","finished",0
"SARS2","finished",0
"SART1","finished",0
"SART3","finished",0
"SASH1","finished",0
