"gene","status","n_tissue_errors"
"ZNF100","finished",0
"ZNF101","finished",0
"ZNF106","finished",0
"ZNF107","finished",0
"ZNF112","finished",0
"ZNF114","finished",0
"ZNF117","finished",0
"ZNF12","finished",0
"ZNF121","finished",0
"ZNF124","finished",0
"ZNF131","finished",0
"ZNF132","finished",0
"ZNF133","finished",0
"ZNF134","finished",0
"ZNF135","finished",0
"ZNF136","finished",0
"ZNF138","finished",0
"ZNF14","finished",0
"ZNF140","finished",0
"ZNF141","finished",0
"ZNF142","finished",0
"ZNF143","finished",0
"ZNF146","finished",0
"ZNF148","finished",0
"ZNF154","finished",0
"ZNF155","finished",0
"ZNF157","gene_error",0
"ZNF16","finished",0
"ZNF160","finished",0
"ZNF165","finished",0
"ZNF169","finished",0
"ZNF17","finished",0
"ZNF174","finished",0
"ZNF175","finished",0
"ZNF177","finished",0
"ZNF18","finished",0
"ZNF180","finished",0
"ZNF181","finished",0
"ZNF182","gene_error",0
"ZNF184","finished",0
"ZNF185","gene_error",0
"ZNF189","finished",0
"ZNF19","finished",0
"ZNF195","finished",0
"ZNF197","finished",0
"ZNF2","finished",0
"ZNF20","finished",0
"ZNF200","finished",0
"ZNF202","finished",0
"ZNF205","finished",0
"ZNF207","finished",0
"ZNF208","finished",0
"ZNF211","finished",0
"ZNF212","finished",0
"ZNF213","finished",0
"ZNF214","finished",0
"ZNF215","finished",0
"ZNF217","finished",0
"ZNF219","finished",0
"ZNF22","finished",0
"ZNF221","finished",0
"ZNF222","finished",0
"ZNF223","finished",0
"ZNF224","finished",0
"ZNF225","finished",0
"ZNF226","finished",0
"ZNF227","finished",0
"ZNF229","finished",0
"ZNF23","finished",0
"ZNF230","finished",0
"ZNF232","finished",0
"ZNF233","finished",0
"ZNF234","finished",0
"ZNF235","finished",0
"ZNF236","finished",0
"ZNF239","finished",0
"ZNF24","finished",0
"ZNF248","finished",0
"ZNF25","finished",0
"ZNF250","finished",0
"ZNF251","finished",0
"ZNF253","finished",0
"ZNF254","finished",0
"ZNF256","finished",0
"ZNF257","finished",0
"ZNF26","finished",0
"ZNF260","finished",0
"ZNF263","finished",0
"ZNF264","finished",0
"ZNF266","finished",0
"ZNF267","finished",0
"ZNF268","finished",0
"ZNF273","finished",0
"ZNF274","finished",0
"ZNF275","gene_error",0
"ZNF276","finished",0
"ZNF277","finished",0
"ZNF28","finished",0
"ZNF280A","finished",0
"ZNF280B","finished",0
