"gene","status","n_tissue_errors"
"FBLN5","finished",0
"FBLN7","finished",0
"FBN1","finished",0
"FBN2","finished",0
"FBN3","finished",0
"FBP1","finished",0
"FBP2","finished",0
"FBRS","finished",0
"FBRSL1","finished",0
"FBXL12","finished",0
"FBXL13","finished",0
"FBXL14","finished",0
"FBXL15","finished",0
"FBXL16","finished",0
"FBXL17","finished",0
"FBXL18","finished",0
"FBXL19","finished",0
"FBXL2","finished",0
"FBXL20","finished",0
"FBXL22","finished",0
"FBXL3","finished",0
"FBXL4","finished",0
"FBXL5","finished",0
"FBXL6","finished",0
"FBXL7","finished",0
"FBXL8","finished",0
"FBXO10","finished",0
"FBXO11","finished",0
"FBXO15","finished",0
"FBXO16","finished",0
"FBXO17","finished",0
"FBXO2","finished",0
"FBXO21","finished",0
"FBXO22","finished",0
"FBXO24","finished",0
"FBXO25","finished",0
"FBXO27","finished",0
"FBXO28","finished",0
"FBXO3","finished",0
"FBXO30","finished",0
"FBXO31","finished",0
"FBXO32","finished",0
"FBXO33","finished",0
"FBXO34","finished",0
"FBXO36","finished",0
"FBXO38","finished",0
"FBXO39","finished",0
"FBXO4","finished",0
"FBXO40","finished",0
"FBXO41","finished",0
"FBXO42","finished",0
"FBXO43","finished",0
"FBXO44","finished",0
"FBXO45","finished",0
"FBXO46","finished",0
"FBXO47","finished",0
"FBXO48","finished",0
"FBXO5","finished",0
"FBXO6","finished",0
"FBXO7","finished",0
"FBXO8","finished",0
"FBXO9","finished",0
"FBXW10","finished",0
"FBXW11","finished",0
"FBXW12","finished",0
"FBXW2","finished",0
"FBXW4","finished",0
"FBXW5","finished",0
"FBXW7","finished",0
"FBXW8","finished",0
"FBXW9","finished",0
"FCAMR","finished",0
"FCAR","finished",0
"FCER1A","finished",0
"FCER1G","finished",0
"FCER2","finished",0
"FCF1","finished",0
"FCGBP","finished",0
"FCGR1A","finished",0
"FCGR1B","finished",0
"FCGR2A","finished",0
"FCGR2B","finished",0
"FCGR3A","finished",0
"FCGR3B","finished",0
"FCGRT","finished",0
"FCHO1","finished",0
"FCHO2","finished",0
"FCHSD1","finished",0
"FCHSD2","finished",0
"FCMR","finished",0
"FCN1","finished",0
"FCN2","finished",0
"FCN3","finished",0
"FCRL1","finished",0
"FCRL2","finished",0
"FCRL3","finished",0
"FCRL4","finished",0
"FCRL5","finished",0
"FCRL6","finished",0
"FCRLA","finished",0
