"gene","status","n_tissue_errors"
"LMTK3","finished",0
"LMX1A","finished",0
"LMX1B","finished",0
"LNP1","finished",0
"LNPEP","finished",0
"LNPK","finished",0
"LNX1","finished",0
"LNX2","finished",0
"LONP1","finished",0
"LONP2","finished",0
"LONRF1","finished",0
"LONRF2","finished",0
"LONRF3","gene_error",0
"LOX","finished",0
"LOXHD1","finished",0
"LOXL1","finished",0
"LOXL2","finished",0
"LOXL3","finished",0
"LOXL4","finished",0
"LPA","finished",0
"LPAR1","finished",0
"LPAR2","finished",0
"LPAR3","finished",0
"LPAR4","gene_error",0
"LPAR5","finished",0
"LPAR6","finished",0
"LPCAT1","finished",0
"LPCAT2","finished",0
"LPCAT3","finished",0
"LPCAT4","finished",0
"LPGAT1","finished",0
"LPIN1","finished",0
"LPIN2","finished",0
"LPIN3","finished",0
"LPL","finished",0
"LPO","finished",0
"LPP","finished",0
"LPXN","finished",0
"LRAT","finished",0
"LRBA","finished",0
"LRCH1","finished",0
"LRCH2","gene_error",0
"LRCH3","finished",0
"LRCH4","finished",0
"LRCOL1","finished",0
"LRFN1","finished",0
"LRFN2","finished",0
"LRFN3","finished",0
"LRFN4","finished",0
"LRFN5","finished",0
"LRG1","finished",0
"LRGUK","finished",0
"LRIF1","finished",0
"LRIG1","finished",0
"LRIG2","finished",0
"LRIG3","finished",0
"LRIT1","finished",0
"LRIT2","finished",0
"LRIT3","finished",0
"LRP1","finished",0
"LRP10","finished",0
"LRP11","finished",0
"LRP12","finished",0
"LRP1B","finished",0
"LRP2","finished",0
"LRP2BP","finished",0
"LRP3","finished",0
"LRP4","finished",0
"LRP5","finished",0
"LRP6","finished",0
"LRP8","finished",0
"LRPAP1","finished",0
"LRPPRC","finished",0
"LRR1","finished",0
"LRRC1","finished",0
"LRRC10","finished",0
"LRRC10B","finished",0
"LRRC14","finished",0
"LRRC14B","finished",0
"LRRC15","finished",0
"LRRC17","finished",0
"LRRC18","finished",0
"LRRC19","finished",0
"LRRC2","finished",0
"LRRC20","finished",0
"LRRC23","finished",0
"LRRC25","finished",0
"LRRC26","finished",0
"LRRC27","finished",0
"LRRC28","finished",0
"LRRC3","finished",0
"LRRC30","finished",0
"LRRC31","finished",0
"LRRC32","finished",0
"LRRC34","finished",0
"LRRC36","finished",0
"LRRC37A","finished",0
"LRRC37A2","finished",0
"LRRC37A3","finished",0
"LRRC37B","finished",0
