"gene","status","n_tissue_errors"
"ULK1","finished",0
"ULK2","finished",0
"ULK3","finished",0
"ULK4","finished",0
"UMAD1","finished",0
"UMOD","finished",0
"UMODL1","finished",0
"UMPS","finished",0
"UNC119","finished",0
"UNC119B","finished",0
"UNC13A","finished",0
"UNC13B","finished",0
"UNC13C","finished",0
"UNC13D","finished",0
"UNC45A","finished",0
"UNC45B","finished",0
"UNC50","finished",0
"UNC5A","finished",0
"UNC5B","finished",0
"UNC5C","finished",0
"UNC5CL","finished",0
"UNC5D","finished",0
"UNC79","finished",0
"UNC80","finished",0
"UNC93A","finished",0
"UNC93B1","finished",0
"UNCX","finished",0
"UNG","finished",0
"UNK","finished",0
"UNKL","finished",0
"UPB1","finished",0
"UPF1","finished",0
"UPF2","finished",0
"UPF3A","finished",0
"UPF3B","gene_error",0
"UPK1A","finished",0
"UPK1B","finished",0
"UPK2","finished",0
"UPK3A","finished",0
"UPK3B","finished",0
"UPP1","finished",0
"UPP2","finished",0
"UPRT","gene_error",0
"UQCC1","finished",0
"UQCC2","finished",0
"UQCC3","finished",0
"UQCR10","finished",0
"UQCR11","finished",0
"UQCRB","finished",0
"UQCRC1","finished",0
"UQCRC2","finished",0
"UQCRFS1","finished",0
"UQCRH","finished",0
"UQCRHL","finished",0
"UQCRQ","finished",0
"URAD","finished",0
"URB1","finished",0
"URB2","finished",0
"URGCP","finished",0
"URI1","finished",0
"URM1","finished",0
"UROC1","finished",0
"UROD","finished",0
"UROS","finished",0
"USB1","finished",0
"USE1","finished",0
"USF1","finished",0
"USF2","finished",0
"USF3","finished",0
"USH1C","finished",0
"USH1G","finished",0
"USH2A","finished",0
"USHBP1","finished",0
"USO1","finished",0
"USP1","finished",0
"USP10","finished",0
"USP11","gene_error",0
"USP12","finished",0
"USP13","finished",0
"USP14","finished",0
"USP15","finished",0
"USP16","finished",0
"USP17L1","finished",0
"USP17L10","finished",0
"USP17L11","finished",0
"USP17L12","finished",0
"USP17L13","finished",0
"USP17L15","finished",0
"USP17L17","finished",0
"USP17L18","finished",0
"USP17L19","finished",0
"USP17L2","finished",0
"USP17L20","finished",0
"USP17L21","finished",0
"USP17L22","finished",0
"USP17L23","finished",0
"USP17L24","finished",0
"USP17L25","finished",0
"USP17L26","finished",0
"USP17L27","finished",0
