"gene","status","n_tissue_errors"
"CYS1","finished",0
"CYSLTR1","gene_error",0
"CYSLTR2","finished",0
"CYSRT1","finished",0
"CYSTM1","finished",0
"CYTH1","finished",0
"CYTH2","finished",0
"CYTH3","finished",0
"CYTH4","finished",0
"CYTIP","finished",0
"CYTL1","finished",0
"CYYR1","finished",0
"D2HGDH","finished",0
"DAAM1","finished",0
"DAAM2","finished",0
"DAB1","finished",0
"DAB2","finished",0
"DAB2IP","finished",0
"DACH1","finished",0
"DACH2","gene_error",0
"DACT1","finished",0
"DACT2","finished",0
"DACT3","finished",0
"DAD1","finished",0
"DAG1","finished",0
"DAGLA","finished",0
"DAGLB","finished",0
"DALRD3","finished",0
"DAND5","finished",0
"DAO","finished",0
"DAOA","finished",0
"DAP","finished",0
"DAP3","finished",0
"DAPK1","finished",0
"DAPK2","finished",0
"DAPK3","finished",0
"DAPL1","finished",0
"DAPP1","finished",0
"DARS2","finished",0
"DAW1","finished",0
"DAXX","finished",0
"DAZ1","gene_error",0
"DAZ2","gene_error",0
"DAZ3","gene_error",0
"DAZ4","gene_error",0
"DAZAP1","finished",0
"DAZAP2","finished",0
"DAZL","finished",0
"DBF4","finished",0
"DBF4B","finished",0
"DBH","finished",0
"DBI","finished",0
"DBN1","finished",0
"DBNDD1","finished",0
"DBNDD2","finished",0
"DBNL","finished",0
"DBP","finished",0
"DBR1","finished",0
"DBT","finished",0
"DBX1","finished",0
"DBX2","finished",0
"DCAF1","finished",0
"DCAF10","finished",0
"DCAF11","finished",0
"DCAF12","finished",0
"DCAF12L1","gene_error",0
"DCAF12L2","gene_error",0
"DCAF13","finished",0
"DCAF15","finished",0
"DCAF16","finished",0
"DCAF17","finished",0
"DCAF4","finished",0
"DCAF4L1","finished",0
"DCAF4L2","finished",0
"DCAF5","finished",0
"DCAF6","finished",0
"DCAF7","finished",0
"DCAF8","finished",0
"DCAF8L1","gene_error",0
"DCAF8L2","gene_error",0
"DCAKD","finished",0
"DCANP1","finished",0
"DCBLD1","finished",0
"DCBLD2","finished",0
"DCC","finished",0
"DCD","finished",0
"DCDC1","finished",0
"DCDC2","finished",0
"DCDC2B","finished",0
"DCDC2C","finished",0
"DCHS1","finished",0
"DCHS2","finished",0
"DCK","finished",0
"DCLK1","finished",0
"DCLK2","finished",0
"DCLK3","finished",0
"DCLRE1A","finished",0
"DCLRE1B","finished",0
"DCLRE1C","finished",0
"DCN","finished",0
