"gene","status","n_tissue_errors"
"ARF3","finished",0
"ARF4","finished",0
"ARF5","finished",0
"ARF6","finished",0
"ARFGAP1","finished",0
"ARFGAP2","finished",0
"ARFGAP3","finished",0
"ARFGEF1","finished",0
"ARFGEF2","finished",0
"ARFGEF3","finished",0
"ARFIP1","finished",0
"ARFIP2","finished",0
"ARFRP1","finished",0
"ARG1","finished",0
"ARG2","finished",0
"ARGFX","finished",0
"ARGLU1","finished",0
"ARHGAP1","finished",0
"ARHGAP10","finished",0
"ARHGAP11A","finished",0
"ARHGAP11B","finished",0
"ARHGAP12","finished",0
"ARHGAP15","finished",0
"ARHGAP17","finished",0
"ARHGAP18","finished",0
"ARHGAP19","finished",0
"ARHGAP20","finished",0
"ARHGAP21","finished",0
"ARHGAP22","finished",0
"ARHGAP23","finished",0
"ARHGAP24","finished",0
"ARHGAP25","finished",0
"ARHGAP26","finished",0
"ARHGAP27","finished",0
"ARHGAP28","finished",0
"ARHGAP29","finished",0
"ARHGAP30","finished",0
"ARHGAP31","finished",0
"ARHGAP32","finished",0
"ARHGAP33","finished",0
"ARHGAP35","finished",0
"ARHGAP36","gene_error",0
"ARHGAP39","finished",0
"ARHGAP4","gene_error",0
"ARHGAP40","finished",0
"ARHGAP42","finished",0
"ARHGAP44","finished",0
"ARHGAP45","finished",0
"ARHGAP5","finished",0
"ARHGAP6","gene_error",0
"ARHGAP8","finished",0
"ARHGAP9","finished",0
"ARHGDIA","finished",0
"ARHGDIB","finished",0
"ARHGDIG","finished",0
"ARHGEF1","finished",0
"ARHGEF10","finished",0
"ARHGEF10L","finished",0
"ARHGEF11","finished",0
"ARHGEF12","finished",0
"ARHGEF15","finished",0
"ARHGEF16","finished",0
"ARHGEF17","finished",0
"ARHGEF18","finished",0
"ARHGEF19","finished",0
"ARHGEF2","finished",0
"ARHGEF25","finished",0
"ARHGEF26","finished",0
"ARHGEF28","finished",0
"ARHGEF3","finished",0
"ARHGEF33","finished",0
"ARHGEF35","finished",0
"ARHGEF37","finished",0
"ARHGEF38","finished",0
"ARHGEF39","finished",0
"ARHGEF4","finished",0
"ARHGEF40","finished",0
"ARHGEF5","finished",0
"ARHGEF6","gene_error",0
"ARHGEF7","finished",0
"ARHGEF9","gene_error",0
"ARID1A","finished",0
"ARID1B","finished",0
"ARID2","finished",0
"ARID3A","finished",0
"ARID3B","finished",0
"ARID3C","finished",0
"ARID4A","finished",0
"ARID4B","finished",0
"ARID5A","finished",0
"ARID5B","finished",0
"ARIH1","finished",0
"ARIH2","finished",0
"ARL1","finished",0
"ARL10","finished",0
"ARL11","finished",0
"ARL13A","gene_error",0
"ARL13B","finished",0
"ARL14","finished",0
"ARL14EP","finished",0
