"gene","status","n_tissue_errors"
"MT1E","finished",0
"MT1F","finished",0
"MT1G","finished",0
"MT1H","finished",0
"MT1HL1","finished",0
"MT1M","finished",0
"MT1X","finished",0
"MT2A","finished",0
"MT3","finished",0
"MT4","finished",0
"MTA1","finished",0
"MTA2","finished",0
"MTA3","finished",0
"MTAP","finished",0
"MTBP","finished",0
"MTCH1","finished",0
"MTCH2","finished",0
"MTCL1","finished",0
"MTCP1","gene_error",0
"MTDH","finished",0
"MTERF1","finished",0
"MTERF2","finished",0
"MTERF3","finished",0
"MTERF4","finished",0
"MTF1","finished",0
"MTF2","finished",0
"MTFMT","finished",0
"MTFP1","finished",0
"MTFR1","finished",0
"MTFR1L","finished",0
"MTFR2","finished",0
"MTG1","finished",0
"MTG2","finished",0
"MTHFD1","finished",0
"MTHFD1L","finished",0
"MTHFD2","finished",0
"MTHFD2L","finished",0
"MTHFR","finished",0
"MTHFS","finished",0
"MTHFSD","finished",0
"MTIF2","finished",0
"MTIF3","finished",0
"MTM1","gene_error",0
"MTMR1","gene_error",0
"MTMR10","finished",0
"MTMR11","finished",0
"MTMR12","finished",0
"MTMR14","finished",0
"MTMR2","finished",0
"MTMR3","finished",0
"MTMR4","finished",0
"MTMR6","finished",0
"MTMR7","finished",0
"MTMR8","gene_error",0
"MTMR9","finished",0
"MTNR1A","finished",0
"MTNR1B","finished",0
"MTO1","finished",0
"MTOR","finished",0
"MTPAP","finished",0
"MTPN","finished",0
"MTR","finished",0
"MTRF1","finished",0
"MTRF1L","finished",0
"MTRNR2L1","finished",0
"MTRNR2L10","gene_error",0
"MTRNR2L11","finished",0
"MTRNR2L12","finished",0
"MTRNR2L13","finished",0
"MTRNR2L3","finished",0
"MTRNR2L4","finished",0
"MTRNR2L5","finished",0
"MTRNR2L6","finished",0
"MTRNR2L7","finished",0
"MTRNR2L8","finished",0
"MTRR","finished",0
"MTSS1","finished",0
"MTTP","finished",0
"MTURN","finished",0
"MTUS1","finished",0
"MTUS2","finished",0
"MTX1","finished",0
"MTX2","finished",0
"MTX3","finished",0
"MUC1","finished",0
"MUC12","finished",0
"MUC13","finished",0
"MUC15","finished",0
"MUC16","finished",0
"MUC17","finished",0
"MUC19","finished",0
"MUC2","finished",0
"MUC20","finished",0
"MUC21","finished",0
"MUC22","finished",0
"MUC3A","finished",0
"MUC4","finished",0
"MUC5AC","finished",0
"MUC5B","finished",0
"MUC6","finished",0
