"gene","status","n_tissue_errors"
"TMEM139","finished",0
"TMEM140","finished",0
"TMEM141","finished",0
"TMEM143","finished",0
"TMEM144","finished",0
"TMEM145","finished",0
"TMEM147","finished",0
"TMEM14A","finished",0
"TMEM14B","finished",0
"TMEM14C","finished",0
"TMEM150A","finished",0
"TMEM150B","finished",0
"TMEM150C","finished",0
"TMEM151A","finished",0
"TMEM151B","finished",0
"TMEM154","finished",0
"TMEM156","finished",0
"TMEM158","finished",0
"TMEM159","finished",0
"TMEM160","finished",0
"TMEM161A","finished",0
"TMEM161B","finished",0
"TMEM163","finished",0
"TMEM164","gene_error",0
"TMEM165","finished",0
"TMEM167A","finished",0
"TMEM167B","finished",0
"TMEM168","finished",0
"TMEM169","finished",0
"TMEM17","finished",0
"TMEM170A","finished",0
"TMEM170B","finished",0
"TMEM171","finished",0
"TMEM174","finished",0
"TMEM175","finished",0
"TMEM176A","finished",0
"TMEM176B","finished",0
"TMEM177","finished",0
"TMEM178A","finished",0
"TMEM178B","finished",0
"TMEM179","finished",0
"TMEM179B","finished",0
"TMEM18","finished",0
"TMEM181","finished",0
"TMEM182","finished",0
"TMEM183A","finished",0
"TMEM184A","finished",0
"TMEM184B","finished",0
"TMEM184C","finished",0
"TMEM185A","gene_error",0
"TMEM185B","finished",0
"TMEM186","finished",0
"TMEM187","gene_error",0
"TMEM19","finished",0
"TMEM190","finished",0
"TMEM191B","finished",0
"TMEM191C","finished",0
"TMEM192","finished",0
"TMEM196","finished",0
"TMEM198","finished",0
"TMEM199","finished",0
"TMEM200A","finished",0
"TMEM200B","finished",0
"TMEM200C","finished",0
"TMEM201","finished",0
"TMEM202","finished",0
"TMEM203","finished",0
"TMEM204","finished",0
"TMEM205","finished",0
"TMEM207","finished",0
"TMEM208","finished",0
"TMEM209","finished",0
"TMEM210","finished",0
"TMEM211","finished",0
"TMEM212","finished",0
"TMEM213","finished",0
"TMEM214","finished",0
"TMEM215","finished",0
"TMEM216","finished",0
"TMEM217","finished",0
"TMEM218","finished",0
"TMEM219","finished",0
"TMEM220","finished",0
"TMEM221","finished",0
"TMEM222","finished",0
"TMEM223","finished",0
"TMEM225","finished",0
"TMEM229A","finished",0
"TMEM229B","finished",0
"TMEM230","finished",0
"TMEM231","finished",0
"TMEM232","finished",0
"TMEM233","finished",0
"TMEM234","finished",0
"TMEM235","finished",0
"TMEM236","finished",0
"TMEM237","finished",0
"TMEM238","finished",0
"TMEM239","finished",0
"TMEM240","finished",0
