"gene","status","n_tissue_errors"
"SLC22A25","finished",0
"SLC22A3","finished",0
"SLC22A31","finished",0
"SLC22A4","finished",0
"SLC22A5","finished",0
"SLC22A6","finished",0
"SLC22A7","finished",0
"SLC22A8","finished",0
"SLC22A9","finished",0
"SLC23A1","finished",0
"SLC23A2","finished",0
"SLC23A3","finished",0
"SLC24A1","finished",0
"SLC24A2","finished",0
"SLC24A3","finished",0
"SLC24A4","finished",0
"SLC24A5","finished",0
"SLC25A1","finished",0
"SLC25A10","finished",0
"SLC25A11","finished",0
"SLC25A12","finished",0
"SLC25A13","finished",0
"SLC25A14","gene_error",0
"SLC25A15","finished",0
"SLC25A16","finished",0
"SLC25A17","finished",0
"SLC25A18","finished",0
"SLC25A19","finished",0
"SLC25A2","finished",0
"SLC25A20","finished",0
"SLC25A21","finished",0
"SLC25A22","finished",0
"SLC25A23","finished",0
"SLC25A24","finished",0
"SLC25A25","finished",0
"SLC25A26","finished",0
"SLC25A27","finished",0
"SLC25A28","finished",0
"SLC25A29","finished",0
"SLC25A3","finished",0
"SLC25A30","finished",0
"SLC25A31","finished",0
"SLC25A32","finished",0
"SLC25A33","finished",0
"SLC25A34","finished",0
"SLC25A35","finished",0
"SLC25A36","finished",0
"SLC25A37","finished",0
"SLC25A38","finished",0
"SLC25A39","finished",0
"SLC25A4","finished",0
"SLC25A40","finished",0
"SLC25A41","finished",0
"SLC25A42","finished",0
"SLC25A43","gene_error",0
"SLC25A44","finished",0
"SLC25A45","finished",0
"SLC25A46","finished",0
"SLC25A47","finished",0
"SLC25A48","finished",0
"SLC25A5","gene_error",0
"SLC25A51","finished",0
"SLC25A52","finished",0
"SLC25A53","gene_error",0
"SLC25A6","gene_error",0
"SLC26A1","finished",0
"SLC26A11","finished",0
"SLC26A2","finished",0
"SLC26A3","finished",0
"SLC26A4","finished",0
"SLC26A5","finished",0
"SLC26A6","finished",0
"SLC26A7","finished",0
"SLC26A8","finished",0
"SLC26A9","finished",0
"SLC27A1","finished",0
"SLC27A2","finished",0
"SLC27A3","finished",0
"SLC27A4","finished",0
"SLC27A5","finished",0
"SLC27A6","finished",0
"SLC28A1","finished",0
"SLC28A2","finished",0
"SLC28A3","finished",0
"SLC29A1","finished",0
"SLC29A2","finished",0
"SLC29A3","finished",0
"SLC29A4","finished",0
"SLC2A1","finished",0
"SLC2A10","finished",0
"SLC2A11","finished",0
"SLC2A12","finished",0
"SLC2A13","finished",0
"SLC2A14","finished",0
"SLC2A2","finished",0
"SLC2A3","finished",0
"SLC2A4","finished",0
"SLC2A4RG","finished",0
"SLC2A5","finished",0
"SLC2A6","finished",0
