"gene","status","n_tissue_errors"
"C1QTNF5","finished",0
"C1QTNF6","finished",0
"C1QTNF7","finished",0
"C1QTNF8","finished",0
"C1QTNF9","finished",0
"C1QTNF9B","finished",0
"C1R","finished",0
"C1RL","finished",0
"C1S","finished",0
"C1orf100","finished",0
"C1orf105","finished",0
"C1orf109","finished",0
"C1orf112","finished",0
"C1orf115","finished",0
"C1orf116","finished",0
"C1orf122","finished",0
"C1orf127","finished",0
"C1orf131","finished",0
"C1orf141","finished",0
"C1orf146","finished",0
"C1orf158","finished",0
"C1orf159","finished",0
"C1orf162","finished",0
"C1orf167","finished",0
"C1orf174","finished",0
"C1orf185","finished",0
"C1orf189","finished",0
"C1orf194","finished",0
"C1orf198","finished",0
"C1orf21","finished",0
"C1orf210","finished",0
"C1orf216","finished",0
"C1orf226","finished",0
"C1orf35","finished",0
"C1orf43","finished",0
"C1orf50","finished",0
"C1orf52","finished",0
"C1orf53","finished",0
"C1orf54","finished",0
"C1orf56","finished",0
"C1orf68","finished",0
"C1orf74","finished",0
"C1orf87","finished",0
"C1orf94","finished",0
"C2","finished",0
"C20orf141","finished",0
"C20orf144","finished",0
"C20orf173","finished",0
"C20orf194","finished",0
"C20orf202","finished",0
"C20orf203","finished",0
"C20orf27","finished",0
"C20orf85","finished",0
"C20orf96","finished",0
"C21orf58","finished",0
"C21orf62","finished",0
"C21orf91","finished",0
"C22orf15","finished",0
"C22orf23","finished",0
"C22orf31","finished",0
"C22orf39","finished",0
"C22orf42","finished",0
"C2CD2","finished",0
"C2CD2L","finished",0
"C2CD3","finished",0
"C2CD4A","finished",0
"C2CD4B","finished",0
"C2CD4C","finished",0
"C2CD4D","finished",0
"C2CD5","finished",0
"C2orf15","finished",0
"C2orf16","finished",0
"C2orf42","finished",0
"C2orf49","finished",0
"C2orf50","finished",0
"C2orf66","finished",0
"C2orf68","finished",0
"C2orf69","finished",0
"C2orf72","finished",0
"C2orf73","finished",0
"C2orf74","finished",0
"C2orf76","finished",0
"C2orf78","finished",0
"C2orf80","finished",0
"C2orf81","finished",0
"C2orf88","finished",0
"C3","finished",0
"C3AR1","finished",0
"C3orf14","finished",0
"C3orf18","finished",0
"C3orf20","finished",0
"C3orf22","finished",0
"C3orf33","finished",0
"C3orf38","finished",0
"C3orf49","finished",0
"C3orf52","finished",0
"C3orf56","finished",0
"C3orf62","finished",0
"C3orf70","finished",0
"C3orf80","finished",0
