"gene","status","n_tissue_errors"
"VCAM1","finished",0
"VCAN","finished",0
"VCL","finished",0
"VCP","finished",0
"VCPIP1","finished",0
"VCPKMT","finished",0
"VCX","gene_error",0
"VCX2","gene_error",0
"VCX3A","gene_error",0
"VCX3B","gene_error",0
"VCY","gene_error",0
"VCY1B","gene_error",0
"VDAC1","finished",0
"VDAC2","finished",0
"VDAC3","finished",0
"VDR","finished",0
"VEGFA","finished",0
"VEGFB","finished",0
"VEGFC","finished",0
"VEGFD","gene_error",0
"VENTX","finished",0
"VEPH1","finished",0
"VEZF1","finished",0
"VEZT","finished",0
"VGF","finished",0
"VGLL1","gene_error",0
"VGLL2","finished",0
"VGLL3","finished",0
"VGLL4","finished",0
"VHL","finished",0
"VHLL","finished",0
"VIL1","finished",0
"VILL","finished",0
"VIM","finished",0
"VIP","finished",0
"VIPAS39","finished",0
"VIPR1","finished",0
"VIPR2","finished",0
"VIT","finished",0
"VKORC1","finished",0
"VKORC1L1","finished",0
"VLDLR","finished",0
"VMA21","gene_error",0
"VMAC","finished",0
"VMO1","finished",0
"VMP1","finished",0
"VN1R1","finished",0
"VN1R2","finished",0
"VN1R4","finished",0
"VNN1","finished",0
"VNN2","finished",0
"VNN3","finished",0
"VOPP1","finished",0
"VPREB1","finished",0
"VPREB3","finished",0
"VPS11","finished",0
"VPS13A","finished",0
"VPS13B","finished",0
"VPS13C","finished",0
"VPS13D","finished",0
"VPS16","finished",0
"VPS18","finished",0
"VPS25","finished",0
"VPS26A","finished",0
"VPS26B","finished",0
"VPS28","finished",0
"VPS29","finished",0
"VPS33A","finished",0
"VPS33B","finished",0
"VPS35","finished",0
"VPS36","finished",0
"VPS37A","finished",0
"VPS37B","finished",0
"VPS37C","finished",0
"VPS37D","finished",0
"VPS39","finished",0
"VPS41","finished",0
"VPS45","finished",0
"VPS4A","finished",0
"VPS4B","finished",0
"VPS50","finished",0
"VPS51","finished",0
"VPS52","finished",0
"VPS53","finished",0
"VPS54","finished",0
"VPS72","finished",0
"VPS8","finished",0
"VPS9D1","finished",0
"VRK1","finished",0
"VRK2","finished",0
"VRK3","finished",0
"VRTN","finished",0
"VSIG1","gene_error",0
"VSIG10","finished",0
"VSIG10L","finished",0
"VSIG2","finished",0
"VSIG4","gene_error",0
"VSIG8","finished",0
"VSIR","finished",0
"VSNL1","finished",0
