"gene","status","n_tissue_errors"
"TPRN","finished",0
"TPRX1","finished",0
"TPSAB1","finished",0
"TPSB2","finished",0
"TPSD1","finished",0
"TPSG1","finished",0
"TPST1","finished",0
"TPST2","finished",0
"TPT1","finished",0
"TPTE","finished",0
"TPTE2","finished",0
"TPX2","finished",0
"TRA2A","finished",0
"TRA2B","finished",0
"TRABD","finished",0
"TRABD2A","finished",0
"TRABD2B","finished",0
"TRADD","finished",0
"TRAF1","finished",0
"TRAF2","finished",0
"TRAF3","finished",0
"TRAF3IP1","finished",0
"TRAF3IP2","finished",0
"TRAF3IP3","finished",0
"TRAF4","finished",0
"TRAF5","finished",0
"TRAF6","finished",0
"TRAF7","finished",0
"TRAFD1","finished",0
"TRAIP","finished",0
"TRAK1","finished",0
"TRAK2","finished",0
"TRAM1","finished",0
"TRAM1L1","finished",0
"TRAM2","finished",0
"TRANK1","finished",0
"TRAP1","finished",0
"TRAPPC1","finished",0
"TRAPPC10","finished",0
"TRAPPC11","finished",0
"TRAPPC12","finished",0
"TRAPPC13","finished",0
"TRAPPC2","gene_error",0
"TRAPPC2B","finished",0
"TRAPPC2L","finished",0
"TRAPPC3","finished",0
"TRAPPC3L","finished",0
"TRAPPC4","finished",0
"TRAPPC5","finished",0
"TRAPPC6A","finished",0
"TRAPPC6B","finished",0
"TRAPPC8","finished",0
"TRAPPC9","finished",0
"TRAT1","finished",0
"TRDMT1","finished",0
"TRDN","finished",0
"TREH","finished",0
"TREM1","finished",0
"TREM2","finished",0
"TREML1","finished",0
"TREML2","finished",0
"TREML4","finished",0
"TRERF1","finished",0
"TREX1","finished",0
"TREX2","gene_error",0
"TRH","finished",0
"TRHDE","finished",0
"TRHR","finished",0
"TRIAP1","finished",0
"TRIB1","finished",0
"TRIB2","finished",0
"TRIB3","finished",0
"TRIL","finished",0
"TRIM10","finished",0
"TRIM11","finished",0
"TRIM13","finished",0
"TRIM14","finished",0
"TRIM15","finished",0
"TRIM16","finished",0
"TRIM17","finished",0
"TRIM2","finished",0
"TRIM21","finished",0
"TRIM22","finished",0
"TRIM23","finished",0
"TRIM24","finished",0
"TRIM25","finished",0
"TRIM26","finished",0
"TRIM27","finished",0
"TRIM28","finished",0
"TRIM29","finished",0
"TRIM3","finished",0
"TRIM31","finished",0
"TRIM32","finished",0
"TRIM33","finished",0
"TRIM34","finished",0
"TRIM35","finished",0
"TRIM36","finished",0
"TRIM37","finished",0
"TRIM38","finished",0
"TRIM39","finished",0
