"gene","status","n_tissue_errors"
"FOXD4L6","finished",0
"FOXE1","finished",0
"FOXE3","finished",0
"FOXF1","finished",0
"FOXF2","finished",0
"FOXG1","finished",0
"FOXH1","finished",0
"FOXI1","finished",0
"FOXI2","finished",0
"FOXI3","finished",0
"FOXJ1","finished",0
"FOXJ2","finished",0
"FOXJ3","finished",0
"FOXK1","finished",0
"FOXK2","finished",0
"FOXL1","finished",0
"FOXL2","finished",0
"FOXL2NB","finished",0
"FOXM1","finished",0
"FOXN1","finished",0
"FOXN2","finished",0
"FOXN3","finished",0
"FOXN4","finished",0
"FOXO1","finished",0
"FOXO3","finished",0
"FOXO3B","finished",0
"FOXO4","gene_error",0
"FOXO6","finished",0
"FOXP1","finished",0
"FOXP2","finished",0
"FOXP3","gene_error",0
"FOXP4","finished",0
"FOXQ1","finished",0
"FOXR1","finished",0
"FOXR2","gene_error",0
"FOXRED1","finished",0
"FOXRED2","finished",0
"FOXS1","finished",0
"FPGS","finished",0
"FPGT","finished",0
"FPR1","finished",0
"FPR2","finished",0
"FPR3","finished",0
"FRA10AC1","finished",0
"FRAS1","finished",0
"FRAT1","finished",0
"FRAT2","finished",0
"FREM1","finished",0
"FREM2","finished",0
"FREM3","finished",0
"FRG1","finished",0
"FRG2","finished",0
"FRG2B","finished",0
"FRG2C","finished",0
"FRK","finished",0
"FRMD1","finished",0
"FRMD3","finished",0
"FRMD4A","finished",0
"FRMD4B","finished",0
"FRMD5","finished",0
"FRMD6","finished",0
"FRMD7","gene_error",0
"FRMD8","finished",0
"FRMPD1","finished",0
"FRMPD2","finished",0
"FRMPD3","gene_error",0
"FRMPD4","gene_error",0
"FRRS1","finished",0
"FRRS1L","finished",0
"FRS2","finished",0
"FRS3","finished",0
"FRY","finished",0
"FRYL","finished",0
"FRZB","finished",0
"FSBP","finished",0
"FSCB","finished",0
"FSCN1","finished",0
"FSCN2","finished",0
"FSCN3","finished",0
"FSD1","finished",0
"FSD1L","finished",0
"FSD2","finished",0
"FSHB","finished",0
"FSHR","finished",0
"FSIP1","finished",0
"FSIP2","finished",0
"FST","finished",0
"FSTL1","finished",0
"FSTL3","finished",0
"FSTL4","finished",0
"FSTL5","finished",0
"FTCD","finished",0
"FTCDNL1","finished",0
"FTH1","finished",0
"FTHL17","gene_error",0
"FTL","finished",0
"FTMT","finished",0
"FTO","finished",0
"FTSJ1","gene_error",0
"FTSJ3","finished",0
