"gene","status","n_tissue_errors"
"OR10A7","finished",0
"OR10AD1","finished",0
"OR10AG1","finished",0
"OR10C1","finished",0
"OR10D3","finished",0
"OR10G2","finished",0
"OR10G3","finished",0
"OR10G4","finished",0
"OR10G6","finished",0
"OR10G7","finished",0
"OR10G8","finished",0
"OR10G9","finished",0
"OR10H1","finished",0
"OR10H2","finished",0
"OR10H3","finished",0
"OR10H4","finished",0
"OR10H5","finished",0
"OR10J1","finished",0
"OR10J5","finished",0
"OR10K1","finished",0
"OR10K2","finished",0
"OR10P1","finished",0
"OR10Q1","finished",0
"OR10R2","finished",0
"OR10S1","finished",0
"OR10T2","finished",0
"OR10V1","finished",0
"OR10W1","finished",0
"OR10X1","finished",0
"OR10Z1","finished",0
"OR11A1","finished",0
"OR11G2","finished",0
"OR11H1","finished",0
"OR11H12","finished",0
"OR11H2","finished",0
"OR11H4","finished",0
"OR11H6","finished",0
"OR11L1","finished",0
"OR12D2","finished",0
"OR12D3","finished",0
"OR13A1","finished",0
"OR13C2","finished",0
"OR13C3","finished",0
"OR13C4","finished",0
"OR13C5","finished",0
"OR13C8","finished",0
"OR13C9","finished",0
"OR13D1","finished",0
"OR13F1","finished",0
"OR13G1","finished",0
"OR13H1","gene_error",0
"OR13J1","finished",0
"OR14A16","finished",0
"OR14A2","finished",0
"OR14C36","finished",0
"OR14I1","finished",0
"OR14J1","finished",0
"OR14K1","finished",0
"OR14L1P","finished",0
"OR1A1","finished",0
"OR1A2","finished",0
"OR1B1","finished",0
"OR1C1","finished",0
"OR1D2","finished",0
"OR1D5","finished",0
"OR1E1","finished",0
"OR1E2","finished",0
"OR1F1","finished",0
"OR1G1","finished",0
"OR1I1","finished",0
"OR1J1","finished",0
"OR1J2","finished",0
"OR1J4","finished",0
"OR1K1","finished",0
"OR1L1","finished",0
"OR1L3","finished",0
"OR1L4","finished",0
"OR1L6","finished",0
"OR1L8","finished",0
"OR1M1","finished",0
"OR1N1","finished",0
"OR1N2","finished",0
"OR1Q1","finished",0
"OR1R1P","finished",0
"OR1S1","finished",0
"OR1S2","finished",0
"OR2A1","finished",0
"OR2A12","finished",0
"OR2A14","finished",0
"OR2A2","finished",0
"OR2A25","finished",0
"OR2A4","finished",0
"OR2A42","finished",0
"OR2A5","finished",0
"OR2A7","finished",0
"OR2AE1","finished",0
"OR2AG1","finished",0
"OR2AG2","finished",0
"OR2AJ1","finished",0
"OR2AK2","finished",0
