"gene","status","n_tissue_errors"
"ERVH48-1","finished",0
"ERVK3-1","finished",0
"ERVMER34-1","finished",0
"ERVV-1","finished",0
"ERVV-2","finished",0
"ERVW-1","finished",0
"ESAM","finished",0
"ESCO1","finished",0
"ESCO2","finished",0
"ESD","finished",0
"ESF1","finished",0
"ESM1","finished",0
"ESPL1","finished",0
"ESPN","finished",0
"ESPNL","finished",0
"ESR1","finished",0
"ESR2","finished",0
"ESRP1","finished",0
"ESRP2","finished",0
"ESRRA","finished",0
"ESRRB","finished",0
"ESRRG","finished",0
"ESX1","gene_error",0
"ESYT1","finished",0
"ESYT2","finished",0
"ESYT3","finished",0
"ETAA1","finished",0
"ETF1","finished",0
"ETFA","finished",0
"ETFB","finished",0
"ETFBKMT","finished",0
"ETFDH","finished",0
"ETFRF1","finished",0
"ETHE1","finished",0
"ETNK1","finished",0
"ETNK2","finished",0
"ETNPPL","finished",0
"ETS1","finished",0
"ETS2","finished",0
"ETV1","finished",0
"ETV2","finished",0
"ETV3","finished",0
"ETV3L","finished",0
"ETV4","finished",0
"ETV5","finished",0
"ETV6","finished",0
"ETV7","finished",0
"EVA1A","finished",0
"EVA1B","finished",0
"EVA1C","finished",0
"EVC","finished",0
"EVC2","finished",0
"EVI2A","finished",0
"EVI2B","finished",0
"EVI5","finished",0
"EVI5L","finished",0
"EVL","finished",0
"EVPL","finished",0
"EVPLL","finished",0
"EVX1","finished",0
"EVX2","finished",0
"EWSR1","finished",0
"EXD1","finished",0
"EXD2","finished",0
"EXD3","finished",0
"EXO1","finished",0
"EXO5","finished",0
"EXOC1","finished",0
"EXOC2","finished",0
"EXOC3","finished",0
"EXOC3L1","finished",0
"EXOC3L2","finished",0
"EXOC3L4","finished",0
"EXOC4","finished",0
"EXOC5","finished",0
"EXOC6","finished",0
"EXOC6B","finished",0
"EXOC7","finished",0
"EXOC8","finished",0
"EXOG","finished",0
"EXOSC1","finished",0
"EXOSC10","finished",0
"EXOSC2","finished",0
"EXOSC3","finished",0
"EXOSC4","finished",0
"EXOSC5","finished",0
"EXOSC6","finished",0
"EXOSC7","finished",0
"EXOSC8","finished",0
"EXOSC9","finished",0
"EXPH5","finished",0
"EXT1","finished",0
"EXT2","finished",0
"EXTL1","finished",0
"EXTL2","finished",0
"EXTL3","finished",0
"EYA1","finished",0
"EYA2","finished",0
"EYA3","finished",0
"EYA4","finished",0
