"gene","status","n_tissue_errors"
"RFX6","finished",0
"RFX7","finished",0
"RFX8","finished",0
"RFXANK","finished",0
"RFXAP","finished",0
"RGCC","finished",0
"RGL1","finished",0
"RGL2","finished",0
"RGL3","finished",0
"RGL4","finished",0
"RGMA","finished",0
"RGMB","finished",0
"RGN","gene_error",0
"RGP1","finished",0
"RGPD1","finished",0
"RGPD2","finished",0
"RGPD3","finished",0
"RGPD4","finished",0
"RGPD5","finished",0
"RGPD6","finished",0
"RGPD8","finished",0
"RGR","finished",0
"RGS1","finished",0
"RGS10","finished",0
"RGS11","finished",0
"RGS12","finished",0
"RGS13","finished",0
"RGS14","finished",0
"RGS16","finished",0
"RGS17","finished",0
"RGS18","finished",0
"RGS19","finished",0
"RGS2","finished",0
"RGS20","finished",0
"RGS21","finished",0
"RGS22","finished",0
"RGS3","finished",0
"RGS4","finished",0
"RGS5","finished",0
"RGS6","finished",0
"RGS7","finished",0
"RGS7BP","finished",0
"RGS8","finished",0
"RGS9","finished",0
"RGS9BP","finished",0
"RGSL1","finished",0
"RHAG","finished",0
"RHBDD1","finished",0
"RHBDD2","finished",0
"RHBDD3","finished",0
"RHBDF1","finished",0
"RHBDF2","finished",0
"RHBDL1","finished",0
"RHBDL2","finished",0
"RHBDL3","finished",0
"RHBG","finished",0
"RHCE","finished",0
"RHCG","finished",0
"RHD","finished",0
"RHEB","finished",0
"RHEBL1","finished",0
"RHNO1","finished",0
"RHO","finished",0
"RHOA","finished",0
"RHOB","finished",0
"RHOBTB1","finished",0
"RHOBTB2","finished",0
"RHOBTB3","finished",0
"RHOC","finished",0
"RHOD","finished",0
"RHOF","finished",0
"RHOG","finished",0
"RHOH","finished",0
"RHOJ","finished",0
"RHOQ","finished",0
"RHOT1","finished",0
"RHOT2","finished",0
"RHOU","finished",0
"RHOV","finished",0
"RHOXF1","gene_error",0
"RHOXF2","gene_error",0
"RHOXF2B","gene_error",0
"RHPN1","finished",0
"RHPN2","finished",0
"RIBC1","gene_error",0
"RIBC2","finished",0
"RIC1","finished",0
"RIC3","finished",0
"RIC8A","finished",0
"RIC8B","finished",0
"RICTOR","finished",0
"RIDA","finished",0
"RIF1","finished",0
"RIIAD1","finished",0
"RILP","finished",0
"RILPL1","finished",0
"RILPL2","finished",0
"RIMBP2","finished",0
"RIMBP3","finished",0
"RIMBP3B","finished",0
