"gene","status","n_tissue_errors"
"RASSF2","finished",0
"RASSF3","finished",0
"RASSF4","finished",0
"RASSF5","finished",0
"RASSF6","finished",0
"RASSF7","finished",0
"RASSF8","finished",0
"RASSF9","finished",0
"RAVER1","finished",0
"RAVER2","finished",0
"RAX","finished",0
"RAX2","finished",0
"RB1","finished",0
"RB1CC1","finished",0
"RBAK","finished",0
"RBBP4","finished",0
"RBBP5","finished",0
"RBBP6","finished",0
"RBBP7","gene_error",0
"RBBP8","finished",0
"RBBP8NL","finished",0
"RBBP9","finished",0
"RBCK1","finished",0
"RBFA","finished",0
"RBFOX1","finished",0
"RBFOX2","finished",0
"RBFOX3","finished",0
"RBKS","finished",0
"RBL1","finished",0
"RBL2","finished",0
"RBM10","gene_error",0
"RBM11","finished",0
"RBM12","finished",0
"RBM12B","finished",0
"RBM14","finished",0
"RBM15","finished",0
"RBM15B","finished",0
"RBM17","finished",0
"RBM18","finished",0
"RBM19","finished",0
"RBM20","finished",0
"RBM22","finished",0
"RBM23","finished",0
"RBM24","finished",0
"RBM25","finished",0
"RBM26","finished",0
"RBM27","finished",0
"RBM28","finished",0
"RBM3","gene_error",0
"RBM33","finished",0
"RBM34","finished",0
"RBM38","finished",0
"RBM39","finished",0
"RBM4","finished",0
"RBM41","gene_error",0
"RBM42","finished",0
"RBM43","finished",0
"RBM44","finished",0
"RBM45","finished",0
"RBM46","finished",0
"RBM47","finished",0
"RBM48","finished",0
"RBM4B","finished",0
"RBM5","finished",0
"RBM6","finished",0
"RBM7","finished",0
"RBM8A","finished",0
"RBMS1","finished",0
"RBMS2","finished",0
"RBMS3","finished",0
"RBMX","gene_error",0
"RBMX2","gene_error",0
"RBMXL1","finished",0
"RBMXL2","finished",0
"RBMXL3","gene_error",0
"RBMY1A1","gene_error",0
"RBMY1B","gene_error",0
"RBMY1D","gene_error",0
"RBMY1E","gene_error",0
"RBMY1F","gene_error",0
"RBMY1J","gene_error",0
"RBP1","finished",0
"RBP2","finished",0
"RBP3","finished",0
"RBP4","finished",0
"RBP5","finished",0
"RBP7","finished",0
"RBPJ","finished",0
"RBPJL","finished",0
"RBPMS","finished",0
"RBPMS2","finished",0
"RBSN","finished",0
"RBX1","finished",0
"RC3H1","finished",0
"RC3H2","finished",0
"RCAN1","finished",0
"RCAN2","finished",0
"RCAN3","finished",0
"RCBTB1","finished",0
"RCBTB2","finished",0
