"gene","status","n_tissue_errors"
"IL17REL","finished",0
"IL18","finished",0
"IL18BP","finished",0
"IL18R1","finished",0
"IL18RAP","finished",0
"IL19","finished",0
"IL1A","finished",0
"IL1B","finished",0
"IL1F10","finished",0
"IL1R1","finished",0
"IL1R2","finished",0
"IL1RAP","finished",0
"IL1RAPL1","gene_error",0
"IL1RAPL2","gene_error",0
"IL1RL1","finished",0
"IL1RL2","finished",0
"IL1RN","finished",0
"IL2","finished",0
"IL20","finished",0
"IL20RA","finished",0
"IL20RB","finished",0
"IL21","finished",0
"IL21R","finished",0
"IL22","finished",0
"IL22RA1","finished",0
"IL22RA2","finished",0
"IL23A","finished",0
"IL23R","finished",0
"IL24","finished",0
"IL25","finished",0
"IL26","finished",0
"IL27","finished",0
"IL27RA","finished",0
"IL2RA","finished",0
"IL2RB","finished",0
"IL2RG","gene_error",0
"IL3","finished",0
"IL31","finished",0
"IL31RA","finished",0
"IL32","finished",0
"IL33","finished",0
"IL34","finished",0
"IL36A","finished",0
"IL36B","finished",0
"IL36G","finished",0
"IL36RN","finished",0
"IL37","finished",0
"IL3RA","gene_error",0
"IL4","finished",0
"IL4I1","finished",0
"IL4R","finished",0
"IL5","finished",0
"IL5RA","finished",0
"IL6","finished",0
"IL6R","finished",0
"IL6ST","finished",0
"IL7","finished",0
"IL7R","finished",0
"IL9","finished",0
"IL9R","gene_error",0
"ILDR1","finished",0
"ILDR2","finished",0
"ILF2","finished",0
"ILF3","finished",0
"ILK","finished",0
"ILKAP","finished",0
"ILVBL","finished",0
"IMMP1L","finished",0
"IMMP2L","finished",0
"IMMT","finished",0
"IMP3","finished",0
"IMP4","finished",0
"IMPA1","finished",0
"IMPA2","finished",0
"IMPACT","finished",0
"IMPDH1","finished",0
"IMPDH2","finished",0
"IMPG1","finished",0
"IMPG2","finished",0
"INA","finished",0
"INAFM1","finished",0
"INAFM2","finished",0
"INCA1","finished",0
"INCENP","finished",0
"INF2","finished",0
"ING1","finished",0
"ING2","finished",0
"ING3","finished",0
"ING4","finished",0
"ING5","finished",0
"INHA","finished",0
"INHBA","finished",0
"INHBB","finished",0
"INHBC","finished",0
"INHBE","finished",0
"INIP","finished",0
"INMT","finished",0
"INO80","finished",0
"INO80B","finished",0
"INO80C","finished",0
