"gene","status","n_tissue_errors"
"EBLN1","finished",0
"EBLN2","finished",0
"EBNA1BP2","finished",0
"EBP","gene_error",0
"EBPL","finished",0
"ECD","finished",0
"ECE1","finished",0
"ECE2","finished",0
"ECEL1","finished",0
"ECH1","finished",0
"ECHDC1","finished",0
"ECHDC2","finished",0
"ECHDC3","finished",0
"ECHS1","finished",0
"ECI1","finished",0
"ECI2","finished",0
"ECM1","finished",0
"ECM2","finished",0
"ECSCR","finished",0
"ECSIT","finished",0
"ECT2","finished",0
"ECT2L","finished",0
"EDA","gene_error",0
"EDA2R","gene_error",0
"EDAR","finished",0
"EDARADD","finished",0
"EDC3","finished",0
"EDC4","finished",0
"EDDM3A","finished",0
"EDDM3B","finished",0
"EDEM1","finished",0
"EDEM2","finished",0
"EDEM3","finished",0
"EDF1","finished",0
"EDIL3","finished",0
"EDN1","finished",0
"EDN2","finished",0
"EDN3","finished",0
"EDNRA","finished",0
"EDNRB","finished",0
"EDRF1","finished",0
"EEA1","finished",0
"EED","finished",0
"EEF1A1","finished",0
"EEF1A2","finished",0
"EEF1AKMT1","finished",0
"EEF1B2","finished",0
"EEF1D","finished",0
"EEF1E1","finished",0
"EEF1G","finished",0
"EEF2","finished",0
"EEF2K","finished",0
"EEF2KMT","finished",0
"EEFSEC","finished",0
"EEPD1","finished",0
"EFCAB1","finished",0
"EFCAB10","finished",0
"EFCAB11","finished",0
"EFCAB12","finished",0
"EFCAB13","finished",0
"EFCAB14","finished",0
"EFCAB2","finished",0
"EFCAB3","finished",0
"EFCAB5","finished",0
"EFCAB6","finished",0
"EFCAB7","finished",0
"EFCAB8","finished",0
"EFCAB9","finished",0
"EFCC1","finished",0
"EFEMP1","finished",0
"EFEMP2","finished",0
"EFHB","finished",0
"EFHC1","finished",0
"EFHC2","gene_error",0
"EFHD1","finished",0
"EFHD2","finished",0
"EFL1","finished",0
"EFNA1","finished",0
"EFNA2","finished",0
"EFNA3","finished",0
"EFNA4","finished",0
"EFNA5","finished",0
"EFNB1","gene_error",0
"EFNB2","finished",0
"EFNB3","finished",0
"EFR3A","finished",0
"EFR3B","finished",0
"EFS","finished",0
"EFTUD2","finished",0
"EGF","finished",0
"EGFL6","gene_error",0
"EGFL7","finished",0
"EGFL8","finished",0
"EGFLAM","finished",0
"EGFR","finished",0
"EGLN1","finished",0
"EGLN2","finished",0
"EGLN3","finished",0
"EGR1","finished",0
"EGR2","finished",0
