"gene","status","n_tissue_errors"
"DTD2","finished",0
"DTHD1","finished",0
"DTL","finished",0
"DTNA","finished",0
"DTNB","finished",0
"DTNBP1","finished",0
"DTWD1","finished",0
"DTWD2","finished",0
"DTX1","finished",0
"DTX2","finished",0
"DTX3","finished",0
"DTX3L","finished",0
"DTX4","finished",0
"DTYMK","finished",0
"DUOX1","finished",0
"DUOX2","finished",0
"DUOXA1","finished",0
"DUOXA2","finished",0
"DUS1L","finished",0
"DUS2","finished",0
"DUS3L","finished",0
"DUS4L","finished",0
"DUSP1","finished",0
"DUSP10","finished",0
"DUSP11","finished",0
"DUSP12","finished",0
"DUSP13","finished",0
"DUSP14","finished",0
"DUSP15","finished",0
"DUSP16","finished",0
"DUSP18","finished",0
"DUSP19","finished",0
"DUSP2","finished",0
"DUSP21","gene_error",0
"DUSP22","finished",0
"DUSP23","finished",0
"DUSP26","finished",0
"DUSP28","finished",0
"DUSP3","finished",0
"DUSP4","finished",0
"DUSP5","finished",0
"DUSP6","finished",0
"DUSP7","finished",0
"DUSP8","finished",0
"DUSP9","gene_error",0
"DUT","finished",0
"DUX4","finished",0
"DUXA","finished",0
"DUXB","finished",0
"DVL1","finished",0
"DVL2","finished",0
"DVL3","finished",0
"DXO","finished",0
"DYDC1","finished",0
"DYDC2","finished",0
"DYM","finished",0
"DYNAP","finished",0
"DYNC1H1","finished",0
"DYNC1I1","finished",0
"DYNC1I2","finished",0
"DYNC1LI1","finished",0
"DYNC1LI2","finished",0
"DYNC2H1","finished",0
"DYNC2LI1","finished",0
"DYNLL1","finished",0
"DYNLL2","finished",0
"DYNLRB1","finished",0
"DYNLRB2","finished",0
"DYNLT1","finished",0
"DYNLT3","gene_error",0
"DYRK1A","finished",0
"DYRK1B","finished",0
"DYRK2","finished",0
"DYRK3","finished",0
"DYRK4","finished",0
"DYSF","finished",0
"DYTN","finished",0
"DZANK1","finished",0
"DZIP1","finished",0
"DZIP1L","finished",0
"DZIP3","finished",0
"E2F1","finished",0
"E2F2","finished",0
"E2F3","finished",0
"E2F4","finished",0
"E2F5","finished",0
"E2F6","finished",0
"E2F7","finished",0
"E2F8","finished",0
"E4F1","finished",0
"EAF1","finished",0
"EAF2","finished",0
"EAPP","finished",0
"EARS2","finished",0
"EBAG9","finished",0
"EBF1","finished",0
"EBF2","finished",0
"EBF3","finished",0
"EBF4","finished",0
"EBI3","finished",0
