"gene","status","n_tissue_errors"
"HIBCH","finished",0
"HIC1","finished",0
"HIC2","finished",0
"HID1","finished",0
"HIF1A","finished",0
"HIF1AN","finished",0
"HIF3A","finished",0
"HIGD1A","finished",0
"HIGD1B","finished",0
"HIGD1C","finished",0
"HIGD2A","finished",0
"HIGD2B","finished",0
"HIKESHI","finished",0
"HILPDA","finished",0
"HINFP","finished",0
"HINT1","finished",0
"HINT2","finished",0
"HINT3","finished",0
"HIP1","finished",0
"HIP1R","finished",0
"HIPK1","finished",0
"HIPK2","finished",0
"HIPK3","finished",0
"HIPK4","finished",0
"HIRA","finished",0
"HIRIP3","finished",0
"HIVEP1","finished",0
"HIVEP2","finished",0
"HIVEP3","finished",0
"HJURP","finished",0
"HK1","finished",0
"HK2","finished",0
"HK3","finished",0
"HKDC1","finished",0
"HLA-A","finished",0
"HLA-B","finished",0
"HLA-C","finished",0
"HLA-DMA","finished",0
"HLA-DMB","finished",0
"HLA-DOA","finished",0
"HLA-DOB","finished",0
"HLA-DPA1","finished",0
"HLA-DPB1","finished",0
"HLA-DQA1","finished",0
"HLA-DQA2","finished",0
"HLA-DQB1","finished",0
"HLA-DQB2","finished",0
"HLA-DRA","finished",0
"HLA-DRB1","finished",0
"HLA-DRB5","finished",0
"HLA-E","finished",0
"HLA-F","finished",0
"HLA-G","finished",0
"HLCS","finished",0
"HLF","finished",0
"HLTF","finished",0
"HLX","finished",0
"HM13","finished",0
"HMBOX1","finished",0
"HMBS","finished",0
"HMCES","finished",0
"HMCN1","finished",0
"HMCN2","finished",0
"HMG20A","finished",0
"HMG20B","finished",0
"HMGA1","finished",0
"HMGA2","finished",0
"HMGB1","finished",0
"HMGB2","finished",0
"HMGB3","gene_error",0
"HMGB4","finished",0
"HMGCL","finished",0
"HMGCLL1","finished",0
"HMGCR","finished",0
"HMGCS1","finished",0
"HMGCS2","finished",0
"HMGN1","finished",0
"HMGN2","finished",0
"HMGN3","finished",0
"HMGN4","finished",0
"HMGN5","gene_error",0
"HMGXB3","finished",0
"HMGXB4","finished",0
"HMHB1","finished",0
"HMMR","finished",0
"HMOX1","finished",0
"HMOX2","finished",0
"HMSD","finished",0
"HMX1","finished",0
"HMX2","finished",0
"HMX3","finished",0
"HNF1A","finished",0
"HNF1B","finished",0
"HNF4A","finished",0
"HNF4G","finished",0
"HNMT","finished",0
"HNRNPA0","finished",0
"HNRNPA1","finished",0
"HNRNPA1L2","finished",0
"HNRNPA1P48","finished",0
