"gene","status","n_tissue_errors"
"SLF2","finished",0
"SLFN11","finished",0
"SLFN12","finished",0
"SLFN12L","finished",0
"SLFN13","finished",0
"SLFN14","finished",0
"SLFN5","finished",0
"SLFNL1","finished",0
"SLIRP","finished",0
"SLIT1","finished",0
"SLIT2","finished",0
"SLIT3","finished",0
"SLITRK1","finished",0
"SLITRK2","gene_error",0
"SLITRK3","finished",0
"SLITRK4","gene_error",0
"SLITRK5","finished",0
"SLITRK6","finished",0
"SLK","finished",0
"SLMAP","finished",0
"SLN","finished",0
"SLPI","finished",0
"SLTM","finished",0
"SLU7","finished",0
"SLURP1","finished",0
"SLX1A","finished",0
"SLX1B","finished",0
"SLX4","finished",0
"SLX4IP","finished",0
"SMAD1","finished",0
"SMAD2","finished",0
"SMAD3","finished",0
"SMAD4","finished",0
"SMAD5","finished",0
"SMAD6","finished",0
"SMAD7","finished",0
"SMAD9","finished",0
"SMAGP","finished",0
"SMAP1","finished",0
"SMAP2","finished",0
"SMARCA1","gene_error",0
"SMARCA2","finished",0
"SMARCA4","finished",0
"SMARCA5","finished",0
"SMARCAD1","finished",0
"SMARCAL1","finished",0
"SMARCB1","finished",0
"SMARCC1","finished",0
"SMARCC2","finished",0
"SMARCD1","finished",0
"SMARCD2","finished",0
"SMARCD3","finished",0
"SMARCE1","finished",0
"SMC1A","gene_error",0
"SMC1B","finished",0
"SMC2","finished",0
"SMC3","finished",0
"SMC4","finished",0
"SMC5","finished",0
"SMC6","finished",0
"SMCHD1","finished",0
"SMCO1","finished",0
"SMCO2","finished",0
"SMCO3","finished",0
"SMCO4","finished",0
"SMCP","finished",0
"SMCR8","finished",0
"SMDT1","finished",0
"SMG1","finished",0
"SMG5","finished",0
"SMG6","finished",0
"SMG7","finished",0
"SMG8","finished",0
"SMG9","finished",0
"SMIM1","finished",0
"SMIM10","gene_error",0
"SMIM10L1","finished",0
"SMIM10L2A","gene_error",0
"SMIM10L2B","gene_error",0
"SMIM11A","finished",0
"SMIM11B","finished",0
"SMIM12","finished",0
"SMIM13","finished",0
"SMIM14","finished",0
"SMIM15","finished",0
"SMIM17","finished",0
"SMIM18","finished",0
"SMIM19","finished",0
"SMIM2","finished",0
"SMIM20","finished",0
"SMIM21","finished",0
"SMIM22","finished",0
"SMIM23","finished",0
"SMIM24","finished",0
"SMIM3","finished",0
"SMIM4","finished",0
"SMIM5","finished",0
"SMIM6","finished",0
"SMIM7","finished",0
"SMIM8","finished",0
