"gene","status","n_tissue_errors"
"MBTPS2","gene_error",0
"MC1R","finished",0
"MC2R","finished",0
"MC3R","finished",0
"MC4R","finished",0
"MC5R","finished",0
"MCAM","finished",0
"MCAT","finished",0
"MCC","finished",0
"MCCC1","finished",0
"MCCC2","finished",0
"MCCD1","finished",0
"MCEE","finished",0
"MCEMP1","finished",0
"MCF2","gene_error",0
"MCF2L","finished",0
"MCF2L2","finished",0
"MCFD2","finished",0
"MCHR1","finished",0
"MCHR2","finished",0
"MCIDAS","finished",0
"MCL1","finished",0
"MCM10","finished",0
"MCM2","finished",0
"MCM3","finished",0
"MCM3AP","finished",0
"MCM4","finished",0
"MCM5","finished",0
"MCM6","finished",0
"MCM7","finished",0
"MCM8","finished",0
"MCM9","finished",0
"MCMBP","finished",0
"MCMDC2","finished",0
"MCOLN1","finished",0
"MCOLN2","finished",0
"MCOLN3","finished",0
"MCPH1","finished",0
"MCRIP1","finished",0
"MCRIP2","finished",0
"MCRS1","finished",0
"MCTP1","finished",0
"MCTP2","finished",0
"MCTS1","gene_error",0
"MCTS2P","finished",0
"MCU","finished",0
"MCUB","finished",0
"MCUR1","finished",0
"MDC1","finished",0
"MDFI","finished",0
"MDFIC","finished",0
"MDGA1","finished",0
"MDGA2","finished",0
"MDH1","finished",0
"MDH1B","finished",0
"MDH2","finished",0
"MDK","finished",0
"MDM1","finished",0
"MDM2","finished",0
"MDM4","finished",0
"MDN1","finished",0
"MDP1","finished",0
"ME1","finished",0
"ME2","finished",0
"ME3","finished",0
"MEA1","finished",0
"MEAF6","finished",0
"MECOM","finished",0
"MECP2","gene_error",0
"MECR","finished",0
"MED1","finished",0
"MED10","finished",0
"MED11","finished",0
"MED12","gene_error",0
"MED12L","finished",0
"MED13","finished",0
"MED13L","finished",0
"MED14","gene_error",0
"MED15","finished",0
"MED16","finished",0
"MED17","finished",0
"MED18","finished",0
"MED19","finished",0
"MED20","finished",0
"MED21","finished",0
"MED22","finished",0
"MED23","finished",0
"MED24","finished",0
"MED25","finished",0
"MED26","finished",0
"MED27","finished",0
"MED28","finished",0
"MED29","finished",0
"MED30","finished",0
"MED31","finished",0
"MED4","finished",0
"MED6","finished",0
"MED7","finished",0
"MED8","finished",0
"MED9","finished",0
