"gene","status","n_tissue_errors"
"SUV39H1","gene_error",0
"SUV39H2","finished",0
"SUZ12","finished",0
"SV2A","finished",0
"SV2B","finished",0
"SV2C","finished",0
"SVBP","finished",0
"SVEP1","finished",0
"SVIL","finished",0
"SVIP","finished",0
"SVOP","finished",0
"SVOPL","finished",0
"SWAP70","finished",0
"SWI5","finished",0
"SWSAP1","finished",0
"SWT1","finished",0
"SYAP1","gene_error",0
"SYBU","finished",0
"SYCE1","finished",0
"SYCE1L","finished",0
"SYCE2","finished",0
"SYCE3","finished",0
"SYCN","finished",0
"SYCP1","finished",0
"SYCP2","finished",0
"SYCP2L","finished",0
"SYCP3","finished",0
"SYDE1","finished",0
"SYDE2","finished",0
"SYF2","finished",0
"SYK","finished",0
"SYMPK","finished",0
"SYN1","gene_error",0
"SYN2","finished",0
"SYN3","finished",0
"SYNC","finished",0
"SYNCRIP","finished",0
"SYNDIG1","finished",0
"SYNDIG1L","finished",0
"SYNE1","finished",0
"SYNE2","finished",0
"SYNE3","finished",0
"SYNE4","finished",0
"SYNGAP1","finished",0
"SYNGR1","finished",0
"SYNGR2","finished",0
"SYNGR3","finished",0
"SYNGR4","finished",0
"SYNJ1","finished",0
"SYNJ2","finished",0
"SYNJ2BP","finished",0
"SYNM","finished",0
"SYNPO","finished",0
"SYNPO2","finished",0
"SYNPO2L","finished",0
"SYNPR","finished",0
"SYNRG","finished",0
"SYP","gene_error",0
"SYPL1","finished",0
"SYPL2","finished",0
"SYS1","finished",0
"SYT1","finished",0
"SYT10","finished",0
"SYT11","finished",0
"SYT12","finished",0
"SYT13","finished",0
"SYT14","finished",0
"SYT15","finished",0
"SYT16","finished",0
"SYT17","finished",0
"SYT2","finished",0
"SYT3","finished",0
"SYT4","finished",0
"SYT5","finished",0
"SYT6","finished",0
"SYT7","finished",0
"SYT8","finished",0
"SYT9","finished",0
"SYTL1","finished",0
"SYTL2","finished",0
"SYTL3","finished",0
"SYTL4","gene_error",0
"SYTL5","gene_error",0
"SYVN1","finished",0
"SZRD1","finished",0
"SZT2","finished",0
"TAAR1","finished",0
"TAAR2","finished",0
"TAAR5","finished",0
"TAAR6","finished",0
"TAAR8","finished",0
"TAAR9","finished",0
"TAB1","finished",0
"TAB2","finished",0
"TAB3","gene_error",0
"TAC1","finished",0
"TAC3","finished",0
"TAC4","finished",0
"TACC1","finished",0
"TACC2","finished",0
