"gene","status","n_tissue_errors"
"ACTA1","finished",0
"ACTA2","finished",0
"ACTB","finished",0
"ACTBL2","finished",0
"ACTC1","finished",0
"ACTG1","finished",0
"ACTG2","finished",0
"ACTL10","finished",0
"ACTL6A","finished",0
"ACTL6B","finished",0
"ACTL7A","finished",0
"ACTL7B","finished",0
"ACTL8","finished",0
"ACTL9","finished",0
"ACTN1","finished",0
"ACTN2","finished",0
"ACTN3","finished",0
"ACTN4","finished",0
"ACTR10","finished",0
"ACTR1A","finished",0
"ACTR1B","finished",0
"ACTR2","finished",0
"ACTR3","finished",0
"ACTR3B","finished",0
"ACTR3C","finished",0
"ACTR5","finished",0
"ACTR6","finished",0
"ACTR8","finished",0
"ACTRT1","gene_error",0
"ACTRT2","finished",0
"ACTRT3","finished",0
"ACVR1","finished",0
"ACVR1B","finished",0
"ACVR1C","finished",0
"ACVR2A","finished",0
"ACVR2B","finished",0
"ACVRL1","finished",0
"ACY1","finished",0
"ACY3","finished",0
"ACYP1","finished",0
"ACYP2","finished",0
"ADA","finished",0
"ADAD1","finished",0
"ADAD2","finished",0
"ADAL","finished",0
"ADAM10","finished",0
"ADAM11","finished",0
"ADAM12","finished",0
"ADAM15","finished",0
"ADAM17","finished",0
"ADAM18","finished",0
"ADAM19","finished",0
"ADAM2","finished",0
"ADAM20","finished",0
"ADAM21","finished",0
"ADAM22","finished",0
"ADAM23","finished",0
"ADAM28","finished",0
"ADAM29","finished",0
"ADAM30","finished",0
"ADAM32","finished",0
"ADAM33","finished",0
"ADAM7","finished",0
"ADAM8","finished",0
"ADAM9","finished",0
"ADAMDEC1","finished",0
"ADAMTS1","finished",0
"ADAMTS10","finished",0
"ADAMTS12","finished",0
"ADAMTS13","finished",0
"ADAMTS14","finished",0
"ADAMTS15","finished",0
"ADAMTS16","finished",0
"ADAMTS17","finished",0
"ADAMTS18","finished",0
"ADAMTS19","finished",0
"ADAMTS2","finished",0
"ADAMTS20","finished",0
"ADAMTS3","finished",0
"ADAMTS4","finished",0
"ADAMTS5","finished",0
"ADAMTS6","finished",0
"ADAMTS7","finished",0
"ADAMTS8","finished",0
"ADAMTS9","finished",0
"ADAMTSL1","finished",0
"ADAMTSL2","finished",0
"ADAMTSL3","finished",0
"ADAMTSL4","finished",0
"ADAMTSL5","finished",0
"ADAP1","finished",0
"ADAP2","finished",0
"ADAR","finished",0
"ADARB1","finished",0
"ADARB2","finished",0
"ADAT1","finished",0
"ADAT2","finished",0
"ADAT3","finished",0
"ADCK1","finished",0
"ADCK2","finished",0
