"gene","status","n_tissue_errors"
"ARL14EPL","finished",0
"ARL15","finished",0
"ARL16","finished",0
"ARL17A","finished",0
"ARL17B","finished",0
"ARL2","finished",0
"ARL2BP","finished",0
"ARL3","finished",0
"ARL4A","finished",0
"ARL4C","finished",0
"ARL4D","finished",0
"ARL5A","finished",0
"ARL5B","finished",0
"ARL5C","finished",0
"ARL6","finished",0
"ARL6IP1","finished",0
"ARL6IP4","finished",0
"ARL6IP5","finished",0
"ARL6IP6","finished",0
"ARL8A","finished",0
"ARL8B","finished",0
"ARL9","finished",0
"ARMC1","finished",0
"ARMC10","finished",0
"ARMC12","finished",0
"ARMC2","finished",0
"ARMC3","finished",0
"ARMC4","finished",0
"ARMC5","finished",0
"ARMC6","finished",0
"ARMC7","finished",0
"ARMC8","finished",0
"ARMC9","finished",0
"ARMCX1","gene_error",0
"ARMCX2","gene_error",0
"ARMCX3","gene_error",0
"ARMCX4","gene_error",0
"ARMCX5","gene_error",0
"ARMCX5-GPRASP2","gene_error",0
"ARMCX6","gene_error",0
"ARMS2","finished",0
"ARMT1","finished",0
"ARNT","finished",0
"ARNT2","finished",0
"ARNTL","finished",0
"ARNTL2","finished",0
"ARPC1A","finished",0
"ARPC1B","finished",0
"ARPC2","finished",0
"ARPC3","finished",0
"ARPC4","finished",0
"ARPC5","finished",0
"ARPC5L","finished",0
"ARPIN","finished",0
"ARPP19","finished",0
"ARPP21","finished",0
"ARR3","gene_error",0
"ARRB1","finished",0
"ARRB2","finished",0
"ARRDC1","finished",0
"ARRDC2","finished",0
"ARRDC3","finished",0
"ARRDC4","finished",0
"ARRDC5","finished",0
"ARSA","finished",0
"ARSB","finished",0
"ARSD","gene_error",0
"ARSF","gene_error",0
"ARSG","finished",0
"ARSH","gene_error",0
"ARSI","finished",0
"ARSJ","finished",0
"ARSK","finished",0
"ART1","finished",0
"ART3","finished",0
"ART4","finished",0
"ART5","finished",0
"ARTN","finished",0
"ARV1","finished",0
"ARVCF","finished",0
"ARX","gene_error",0
"AS3MT","finished",0
"ASAH1","finished",0
"ASAH2","finished",0
"ASAH2B","finished",0
"ASAP1","finished",0
"ASAP2","finished",0
"ASAP3","finished",0
"ASB1","finished",0
"ASB10","finished",0
"ASB11","gene_error",0
"ASB12","gene_error",0
"ASB13","finished",0
"ASB14","finished",0
"ASB15","finished",0
"ASB16","finished",0
"ASB17","finished",0
"ASB18","finished",0
"ASB2","finished",0
"ASB3","finished",0
