"gene","status","n_tissue_errors"
"CHMP4C","finished",0
"CHMP5","finished",0
"CHMP6","finished",0
"CHMP7","finished",0
"CHN1","finished",0
"CHN2","finished",0
"CHODL","finished",0
"CHORDC1","finished",0
"CHP1","finished",0
"CHP2","finished",0
"CHPF","finished",0
"CHPF2","finished",0
"CHPT1","finished",0
"CHRAC1","finished",0
"CHRD","finished",0
"CHRDL1","gene_error",0
"CHRDL2","finished",0
"CHRFAM7A","finished",0
"CHRM1","finished",0
"CHRM2","finished",0
"CHRM3","finished",0
"CHRM4","finished",0
"CHRM5","finished",0
"CHRNA1","finished",0
"CHRNA10","finished",0
"CHRNA2","finished",0
"CHRNA3","finished",0
"CHRNA4","finished",0
"CHRNA5","finished",0
"CHRNA6","finished",0
"CHRNA7","finished",0
"CHRNA9","finished",0
"CHRNB1","finished",0
"CHRNB2","finished",0
"CHRNB3","finished",0
"CHRNB4","finished",0
"CHRND","finished",0
"CHRNE","finished",0
"CHRNG","finished",0
"CHST1","finished",0
"CHST10","finished",0
"CHST11","finished",0
"CHST12","finished",0
"CHST13","finished",0
"CHST14","finished",0
"CHST15","finished",0
"CHST2","finished",0
"CHST3","finished",0
"CHST4","finished",0
"CHST5","finished",0
"CHST6","finished",0
"CHST7","gene_error",0
"CHST8","finished",0
"CHST9","finished",0
"CHSY1","finished",0
"CHSY3","finished",0
"CHTF18","finished",0
"CHTF8","finished",0
"CHTOP","finished",0
"CHUK","finished",0
"CHURC1","finished",0
"CIAO1","finished",0
"CIAPIN1","finished",0
"CIART","finished",0
"CIB1","finished",0
"CIB2","finished",0
"CIB3","finished",0
"CIB4","finished",0
"CIC","finished",0
"CIDEA","finished",0
"CIDEC","finished",0
"CIITA","finished",0
"CILP","finished",0
"CILP2","finished",0
"CINP","finished",0
"CIPC","finished",0
"CIR1","finished",0
"CIRBP","finished",0
"CISD1","finished",0
"CISD2","finished",0
"CISD3","finished",0
"CISH","finished",0
"CIT","finished",0
"CITED1","gene_error",0
"CITED2","finished",0
"CITED4","finished",0
"CIZ1","finished",0
"CKAP2","finished",0
"CKAP2L","finished",0
"CKAP4","finished",0
"CKAP5","finished",0
"CKB","finished",0
"CKLF","finished",0
"CKM","finished",0
"CKMT1A","finished",0
"CKMT1B","finished",0
"CKMT2","finished",0
"CKS1B","finished",0
"CKS2","finished",0
"CLASP1","finished",0
